response_id,ticket_id,submitted_on,score,comment
793,1095,2024-08-16,4,great support
794,1097,2024-01-07,3,slow but solved
795,1098,2023-09-05,4,great support
796,1099,2024-11-01,4,
797,1100,2023-09-03,5,had to chase twice
798,1101,2024-07-10,4,great support
799,1102,2024-03-03,1,slow but solved
800,1103,2024-05-30,2,great support
801,1104,2024-06-26,3,quick fix
802,1105,2023-07-21,1,had to chase twice
803,1106,2024-12-06,5,great support
804,1108,2024-10-15,2,had to chase twice
805,1115,2024-02-08,5,had to chase twice
806,1116,2024-11-13,5,had to chase twice
807,1117,2024-10-31,5,had to chase twice
808,1118,2024-12-09,5,slow but solved
809,1120,2024-03-28,5,had to chase twice
810,1121,2024-05-11,5,had to chase twice
811,1123,2023-11-25,3,slow but solved
812,1124,2023-11-11,3,
813,1125,2023-10-16,5,great support
814,1126,2023-07-29,5,had to chase twice
815,1128,2024-08-04,2,quick fix
816,1130,2024-07-08,4,great support
817,1131,2024-08-29,4,quick fix
818,1132,2024-03-23,4,great support
819,1133,2024-10-16,5,great support
820,1134,2024-10-05,5,
821,1135,2024-04-06,5,quick fix
822,1137,2023-08-03,5,
823,1138,2023-11-14,4,had to chase twice
824,1139,2024-04-15,1,
825,1141,2023-10-15,3,great support
826,1142,2024-10-07,5,great support
827,1143,2024-11-28,5,slow but solved
828,1144,2024-12-14,4,had to chase twice
829,1145,2024-12-17,5,quick fix
830,1146,2023-11-16,1,great support
831,1147,2024-07-23,3,great support
832,1148,2023-09-01,5,quick fix
833,1149,2024-09-09,4,had to chase twice
834,1150,2024-02-29,1,slow but solved
835,1151,2024-02-16,4,quick fix
836,1152,2024-09-28,5,great support
837,1153,2024-02-26,4,slow but solved
838,1157,2024-01-03,2,
839,1158,2024-12-19,4,great support
840,1160,2024-07-24,4,great support
841,1161,2024-06-28,4,had to chase twice
842,1162,2023-11-06,2,had to chase twice
843,1163,2024-06-06,3,quick fix
844,1165,2024-11-18,5,great support
845,1167,2024-11-11,5,
846,1168,2024-03-08,2,great support
847,1169,2024-08-06,2,quick fix
848,1170,2023-10-26,5,had to chase twice
849,1171,2024-05-10,5,
850,1172,2024-08-27,1,great support
851,1173,2024-06-12,4,great support
852,1174,2024-01-09,4,slow but solved
853,1175,2023-08-20,4,slow but solved
854,1177,2024-10-03,5,quick fix
855,1179,2024-05-22,5,
856,1181,2024-11-29,4,quick fix
857,1182,2024-03-24,4,great support
858,1183,2024-11-18,4,slow but solved
859,1184,2024-12-20,4,had to chase twice
860,1185,2024-08-29,2,slow but solved
861,1186,2024-11-04,5,had to chase twice
862,1187,2024-06-06,5,had to chase twice
863,1188,2024-12-30,5,quick fix
864,1190,2024-12-25,3,quick fix
865,1192,2024-04-15,4,quick fix
866,1195,2024-10-14,3,had to chase twice
867,1196,2024-12-26,5,quick fix
868,1197,2024-01-02,5,had to chase twice
869,1198,2024-12-25,5,quick fix
870,1199,2024-03-22,4,had to chase twice
871,1200,2024-07-12,3,quick fix
872,1201,2023-09-24,4,slow but solved
873,1202,2024-12-25,4,had to chase twice
874,1203,2024-06-23,5,great support
875,1204,2024-10-15,4,quick fix
876,1205,2024-09-19,5,had to chase twice
877,1206,2024-11-21,4,slow but solved
878,1207,2024-11-21,5,had to chase twice
879,1208,2024-11-15,5,slow but solved
880,1209,2024-07-23,4,
881,1210,2024-04-13,4,had to chase twice
882,1211,2023-10-03,5,had to chase twice
883,1212,2024-10-06,4,had to chase twice
884,1214,2024-01-29,4,great support
885,1216,2023-08-09,5,had to chase twice
886,1217,2024-12-18,4,slow but solved
887,1218,2024-10-10,5,great support
888,1223,2023-09-05,1,quick fix
889,1224,2024-11-23,5,great support
890,1225,2023-12-29,5,had to chase twice
891,1226,2024-11-04,5,great support
892,1227,2023-12-22,5,
893,1228,2024-09-11,5,had to chase twice
894,1229,2024-01-03,5,had to chase twice
895,1230,2024-04-14,5,had to chase twice
896,1231,2023-12-16,3,great support
897,1232,2024-10-22,4,had to chase twice
898,1233,2024-09-26,4,slow but solved
899,1235,2024-03-22,4,quick fix
900,1238,2024-11-18,5,slow but solved
