lead_id,campaign_id,created_on,source,status,est_value
645,6,2023-09-27,outbound,qualified,6304.69
646,6,2024-11-13,events,qualified,6370.03
647,8,2024-12-18,webinar,lost,13209.63
648,5,2024-06-14,content,new,14406.36
649,12,2023-10-14,content,lost,25733.76
650,2,2024-12-21,events,lost,24530.1
651,20,2023-11-18,events,qualified,3594.12
652,23,2024-12-01,outbound,qualified,1562.54
653,23,2024-09-10,partner,won,9626.83
654,18,2024-01-06,content,won,15066.86
655,7,2024-04-19,webinar,new,5164.3
656,14,2024-06-20,partner,won,3163.99
657,22,2024-06-20,content,new,3191.7
658,15,2023-11-17,webinar,lost,18970.19
659,4,2023-12-02,search,qualified,3351.02
660,1,2024-11-19,content,won,8156.39
661,6,2023-10-04,content,new,4633.36
662,4,2024-04-21,outbound,new,7074.43
663,17,2024-03-29,partner,qualified,5655.56
664,22,2024-03-26,webinar,qualified,16680.0
665,10,2024-10-09,search,won,28693.63
666,7,2023-12-01,webinar,lost,9956.93
667,16,2024-04-04,content,new,15788.72
668,13,2024-06-20,events,lost,25659.18
669,9,2024-12-08,outbound,qualified,1930.98
670,16,2023-10-23,webinar,new,18646.02
671,1,2024-12-09,search,lost,27116.49
672,11,2023-11-21,outbound,won,7926.51
673,13,2023-08-05,webinar,new,27014.57
674,20,2024-11-19,partner,lost,25596.14
675,4,2023-09-28,webinar,qualified,13421.85
676,5,2024-11-24,events,qualified,25590.15
677,7,2024-08-18,partner,qualified,1184.59
678,24,2023-10-02,search,new,2060.28
679,12,2024-11-26,partner,new,28582.26
680,21,2024-06-24,search,lost,18846.99
681,21,2024-10-27,webinar,qualified,22676.45
682,4,2023-11-03,events,lost,28115.1
683,11,2023-12-26,webinar,won,19065.15
684,15,2024-11-03,webinar,qualified,21089.8
685,19,2024-02-22,events,qualified,1821.77
686,3,2024-06-24,search,new,24500.93
687,12,2024-01-20,search,new,26046.67
688,20,2024-03-02,outbound,new,12755.45
689,1,2024-10-13,webinar,lost,2992.17
690,8,2024-08-20,search,new,9894.83
691,18,2024-11-15,events,won,15483.68
692,15,2024-05-09,content,lost,23548.02
693,22,2024-12-05,webinar,new,17138.39
694,4,2024-12-04,search,won,21365.37
695,18,2024-08-20,webinar,new,27509.94
696,3,2024-04-06,events,lost,10461.95
697,23,2024-06-01,partner,lost,10114.08
698,1,2024-12-02,content,new,18194.55
699,7,2024-04-13,search,qualified,21633.96
700,4,2024-12-14,outbound,qualified,8374.52
701,21,2024-11-10,events,new,10678.29
702,8,2023-10-10,content,won,12222.42
703,23,2024-04-30,partner,qualified,8112.75
704,18,2024-06-03,search,new,18249.52
705,8,2024-11-12,outbound,lost,27946.18
706,14,2024-11-22,content,lost,16370.26
707,5,2024-07-28,content,qualified,8325.42
708,9,2023-08-04,search,new,12495.89
709,4,2023-11-27,content,lost,21267.77
710,13,2024-09-04,outbound,lost,26919.14
711,3,2024-02-06,partner,new,6620.82
712,14,2023-10-07,content,lost,5533.89
713,22,2023-10-30,content,new,24526.36
714,3,2024-10-10,webinar,qualified,16448.85
715,1,2024-12-20,outbound,new,5807.52
716,20,2024-09-11,outbound,won,28370.26
717,21,2024-07-11,search,new,12236.84
718,20,2024-07-26,partner,qualified,2772.0
719,12,2024-12-17,partner,lost,6737.53
720,12,2024-12-11,events,won,7454.22
721,3,2024-12-18,outbound,won,29730.18
722,7,2023-08-17,content,lost,5694.54
723,4,2024-01-15,search,new,3632.07
724,2,2024-11-06,partner,lost,10648.13
725,24,2024-05-11,search,qualified,2272.17
726,13,2024-12-19,partner,qualified,10166.08
727,16,2024-01-04,outbound,qualified,26559.21
728,4,2024-05-15,content,won,1918.96
729,1,2023-11-20,events,qualified,28306.6
730,2,2023-11-02,partner,new,28298.68
731,3,2024-10-14,partner,won,3438.36
732,17,2024-06-05,events,new,1945.72
733,15,2024-06-05,webinar,new,23256.45
734,1,2024-10-17,events,new,3944.7
735,1,2024-03-11,webinar,new,29922.15
736,4,2024-04-25,webinar,lost,12533.53
737,23,2024-05-29,partner,lost,22826.73
738,7,2024-01-20,outbound,lost,5447.64
739,11,2024-04-11,search,qualified,3049.64
740,16,2024-10-18,content,qualified,27316.35
741,23,2024-04-13,events,lost,5156.69
742,8,2024-10-21,events,won,8789.16
743,23,2024-04-11,content,new,16377.77
744,21,2024-05-03,outbound,qualified,27152.49
745,9,2024-07-17,events,won,8582.61
746,16,2023-12-15,search,won,17912.61
747,5,2024-11-10,events,new,9632.63
748,19,2023-10-08,events,lost,29173.5
749,22,2024-11-13,outbound,new,18596.52
750,12,2024-12-10,content,qualified,4881.28
751,15,2024-11-21,events,new,19938.62
752,16,2024-12-28,content,lost,13394.07
753,14,2024-06-30,partner,lost,25316.22
754,20,2024-10-01,outbound,new,13206.59
755,3,2024-09-07,partner,new,6489.79
756,22,2024-12-07,webinar,new,1702.84
757,21,2024-10-14,events,new,11476.27
758,1,2024-05-09,content,new,3178.73
759,13,2023-08-21,search,qualified,14047.29
760,22,2024-05-08,partner,lost,4761.41
761,23,2024-10-25,search,won,14911.74
762,10,2024-07-18,outbound,qualified,5613.46
763,5,2024-10-13,partner,qualified,19900.96
764,2,2024-04-10,outbound,qualified,12035.9
765,9,2024-02-23,outbound,new,5793.68
766,19,2024-05-28,content,new,27784.71
767,13,2023-12-05,content,qualified,12896.26
768,1,2023-11-21,webinar,new,12343.08
769,4,2024-10-01,content,new,669.34
770,4,2024-04-03,events,new,29049.88
771,22,2023-09-11,webinar,won,26950.05
772,11,2024-06-22,partner,new,24120.91
773,3,2024-08-29,content,qualified,21340.01
774,8,2023-11-09,content,qualified,26098.63
775,11,2024-12-28,webinar,new,14706.36
776,15,2024-09-11,events,lost,11848.43
777,13,2024-12-16,outbound,won,27193.71
778,15,2024-10-04,outbound,qualified,26731.43
779,22,2024-10-02,search,won,5809.8
780,23,2024-08-22,events,qualified,16161.42
781,18,2024-09-20,events,qualified,7021.75
782,6,2024-03-30,events,new,14106.98
783,1,2024-11-27,outbound,won,18191.34
784,6,2023-11-28,partner,new,881.69
785,8,2024-04-04,events,qualified,1143.45
786,6,2024-02-12,search,won,25663.55
787,9,2024-12-15,webinar,lost,9328.34
788,6,2024-07-10,content,qualified,20295.7
789,17,2024-10-04,partner,won,28074.43
790,5,2023-10-24,outbound,new,29382.13
791,2,2024-07-17,search,new,3782.23
792,24,2024-03-16,search,new,23804.32
793,15,2024-09-06,search,qualified,25406.03
794,15,2024-07-05,outbound,lost,26851.54
795,9,2024-10-08,events,new,15235.72
796,2,2024-11-01,content,qualified,6619.6
797,19,2024-04-23,events,won,29365.41
798,3,2024-07-08,partner,qualified,8640.5
799,20,2024-02-28,search,new,22763.49
800,20,2024-07-30,outbound,qualified,26678.32
801,5,2024-12-13,outbound,qualified,4495.87
802,10,2024-06-08,events,qualified,29847.49
803,14,2024-04-26,content,new,18472.47
804,15,2024-02-21,search,lost,14645.49
805,6,2023-11-02,events,qualified,16508.25
806,19,2024-03-12,search,new,2750.07
807,15,2024-02-17,webinar,qualified,11939.43
808,9,2023-10-01,content,new,25549.55
809,5,2024-05-24,outbound,new,29958.64
810,6,2024-04-05,outbound,won,7803.53
811,2,2024-04-28,search,new,4093.43
812,7,2024-12-08,webinar,new,23364.79
813,9,2024-10-28,webinar,lost,13465.76
814,21,2023-08-22,partner,new,19886.19
815,24,2023-09-21,content,won,1791.87
816,7,2024-11-15,outbound,won,12992.22
817,10,2024-02-26,content,lost,12275.45
818,18,2023-09-09,search,qualified,3952.22
819,16,2024-07-16,search,won,14447.29
820,8,2024-02-19,webinar,new,3662.99
821,16,2024-12-21,partner,qualified,19468.1
822,1,2023-12-13,events,qualified,18343.48
823,22,2023-11-02,partner,won,29981.64
824,9,2023-08-14,search,qualified,11089.96
825,4,2024-12-25,partner,lost,16982.32
826,10,2023-10-21,outbound,qualified,12311.7
827,22,2024-12-19,webinar,new,10486.55
828,20,2023-12-03,search,qualified,15321.53
829,20,2024-02-25,events,qualified,21492.13
830,4,2024-09-01,webinar,won,22438.05
831,5,2024-11-08,webinar,won,14884.23
832,19,2023-07-25,outbound,new,13158.46
833,19,2024-11-18,webinar,new,14836.19
834,22,2023-11-10,events,new,26169.65
835,16,2024-01-13,outbound,qualified,18494.71
836,11,2024-11-14,content,lost,1317.81
837,18,2024-05-12,partner,lost,15069.48
838,22,2023-10-10,events,new,13005.78
839,21,2024-10-22,events,qualified,13557.86
840,22,2024-04-17,webinar,won,13076.09
841,11,2024-04-01,search,new,23781.9
842,19,2024-08-18,search,qualified,1246.92
843,12,2023-12-26,outbound,won,5457.49
844,5,2024-01-04,outbound,won,5454.54
845,14,2023-11-22,webinar,lost,16571.53
846,21,2024-08-27,search,qualified,2870.18
847,18,2024-03-02,partner,new,5572.67
848,21,2024-01-17,partner,new,20054.46
849,24,2024-07-21,events,won,14395.02
850,6,2024-12-08,webinar,qualified,1584.14
851,15,2024-04-29,webinar,qualified,19308.0
852,18,2024-12-05,search,qualified,21946.23
853,22,2024-12-09,search,won,6580.13
854,19,2024-10-26,search,qualified,12974.64
855,4,2024-01-26,events,lost,21924.66
856,6,2024-09-16,webinar,lost,6430.14
857,19,2024-10-13,content,lost,26870.52
858,1,2024-12-08,events,qualified,1525.5
859,10,2024-06-10,events,lost,6921.39
860,10,2023-07-30,search,qualified,17942.95
861,15,2023-12-07,events,qualified,24720.9
862,8,2024-11-23,events,new,10891.22
863,4,2024-04-28,webinar,qualified,13972.05
864,14,2024-11-06,webinar,qualified,16315.94
865,10,2024-11-30,outbound,lost,11416.61
866,1,2023-08-02,events,new,5767.19
867,12,2024-04-09,partner,lost,28123.94
868,7,2024-02-13,search,new,5479.4
869,7,2024-10-16,partner,new,26729.28
870,1,2024-02-23,outbound,won,1529.82
871,8,2024-10-30,content,won,9141.95
872,4,2024-12-10,events,lost,13553.15
873,18,2023-08-17,partner,qualified,14460.78
874,18,2024-03-30,webinar,lost,25003.72
875,9,2023-10-10,outbound,qualified,17884.56
876,18,2024-11-08,outbound,lost,8351.91
877,14,2024-10-22,search,lost,11651.56
878,8,2024-12-11,partner,new,25651.6
879,22,2024-02-28,outbound,won,10670.38
880,12,2024-04-16,events,won,25115.44
881,11,2023-10-13,partner,new,25118.08
882,5,2024-10-24,content,new,2746.93
883,19,2024-10-17,search,lost,25920.31
884,7,2024-07-31,webinar,won,12990.83
885,23,2024-10-03,events,qualified,9163.45
886,4,2024-08-01,webinar,lost,5680.39
887,20,2024-09-01,partner,won,4152.18
888,24,2024-07-11,webinar,new,4547.88
889,9,2023-11-19,search,qualified,6483.56
890,4,2023-12-27,partner,new,16083.76
891,13,2024-05-03,outbound,lost,11932.89
892,21,2024-12-16,search,new,15327.06
893,11,2024-10-17,webinar,won,5456.52
894,2,2024-09-05,content,lost,11062.75
895,7,2024-08-01,content,qualified,27233.71
896,7,2023-10-19,partner,new,9269.6
897,8,2024-03-08,content,lost,25026.37
898,5,2024-04-18,partner,new,27003.54
899,10,2023-11-16,events,won,7657.99
900,15,2023-12-27,content,lost,10833.98
901,20,2024-04-27,partner,won,13073.02
902,10,2024-08-10,content,qualified,8723.13
903,2,2024-04-10,content,qualified,4740.33
904,2,2024-01-17,partner,new,19264.97
905,20,2024-03-11,webinar,lost,2305.47
906,9,2024-01-12,content,won,20640.99
907,13,2023-11-12,outbound,lost,14947.79
908,3,2023-11-20,webinar,lost,14734.27
909,6,2023-09-21,outbound,new,20787.31
910,17,2023-10-11,search,lost,23560.13
911,23,2024-12-19,content,new,4776.53
912,1,2024-07-25,partner,qualified,2445.67
913,11,2024-04-06,outbound,lost,5028.82
914,20,2024-08-12,search,new,26847.2
915,3,2024-11-04,events,lost,1333.69
916,2,2024-02-20,search,qualified,27667.04
917,4,2024-05-20,partner,lost,19023.99
918,2,2024-02-11,webinar,won,5615.74
919,24,2024-07-11,webinar,lost,26847.86
920,3,2023-12-11,events,new,23602.51
921,17,2024-02-28,partner,new,22378.6
922,19,2024-10-01,outbound,won,26545.94
923,9,2024-05-02,webinar,won,20011.97
924,22,2024-07-03,outbound,qualified,5599.63
925,3,2024-10-21,partner,qualified,15160.09
926,19,2023-09-14,webinar,new,20077.41
927,2,2024-12-16,search,won,1606.57
928,6,2024-04-08,outbound,new,1718.56
929,17,2023-07-16,content,new,18051.8
930,23,2024-02-05,search,lost,25954.98
931,15,2024-06-14,search,qualified,4425.04
932,18,2024-09-19,content,won,21787.78
933,23,2024-01-31,outbound,new,26158.29
934,16,2023-10-25,events,qualified,20218.01
935,14,2024-11-16,partner,new,29660.01
936,15,2024-06-12,outbound,qualified,27216.64
937,8,2023-11-02,events,qualified,5092.02
938,10,2024-02-10,outbound,won,1091.27
939,9,2024-04-27,webinar,new,2732.54
940,13,2023-11-12,events,won,24189.02
941,21,2023-07-23,partner,qualified,11780.25
942,22,2024-01-25,search,qualified,13971.95
943,8,2024-08-12,search,qualified,17609.23
944,16,2023-08-14,partner,new,4188.28
945,23,2024-07-22,partner,qualified,8935.6
946,14,2024-04-07,webinar,new,21832.25
947,18,2024-06-09,events,qualified,9851.97
948,6,2024-05-24,search,qualified,20998.26
949,13,2023-08-28,webinar,new,21139.29
950,1,2024-09-21,outbound,qualified,8576.25
951,1,2024-07-29,search,lost,22150.65
952,13,2024-12-19,events,won,4830.86
953,18,2023-11-21,events,lost,3099.14
954,12,2024-11-18,webinar,new,7484.57
955,6,2024-02-11,outbound,new,12929.52
956,16,2024-04-17,outbound,qualified,20162.2
957,22,2023-12-08,partner,won,25416.06
958,23,2024-10-06,webinar,qualified,3453.01
959,24,2024-11-18,webinar,new,4277.99
960,2,2024-05-17,webinar,won,28903.22
961,4,2023-11-02,partner,won,20401.72
962,22,2024-06-27,webinar,qualified,16587.17
963,23,2023-12-22,events,qualified,17475.58
964,20,2024-08-09,partner,lost,28576.82
965,5,2024-07-28,partner,new,24560.35
966,22,2024-10-20,partner,lost,17369.75
967,24,2024-03-07,content,qualified,12258.45
968,16,2024-10-29,webinar,qualified,14085.96
969,19,2024-02-10,webinar,new,4839.92
970,15,2024-12-06,outbound,qualified,13053.34
971,14,2024-09-13,outbound,qualified,15506.41
972,13,2024-02-05,outbound,qualified,21018.96
973,15,2024-06-03,content,lost,27514.78
974,21,2024-10-26,partner,lost,27516.62
975,15,2024-05-09,events,new,13371.44
976,1,2024-10-30,search,new,19297.8
977,13,2023-07-28,events,lost,20504.61
978,22,2024-09-08,content,new,20034.95
979,1,2024-02-14,webinar,new,13644.0
980,15,2024-12-21,partner,qualified,1332.16
981,24,2024-10-30,partner,new,2955.82
982,1,2024-12-02,search,new,3081.57
983,7,2024-11-11,events,lost,12960.24
984,22,2024-05-14,outbound,new,5411.44
985,5,2023-11-11,outbound,qualified,9053.62
986,9,2024-11-09,webinar,won,22084.26
987,22,2024-11-25,partner,lost,15485.47
988,11,2024-07-05,outbound,won,8257.27
989,19,2024-10-28,partner,won,19335.89
990,7,2024-04-10,partner,won,11797.69
991,12,2024-01-21,content,lost,5429.03
992,22,2024-08-01,partner,qualified,17768.73
993,5,2024-04-08,search,won,8463.52
994,6,2024-10-08,partner,new,1680.69
995,4,2023-11-18,outbound,new,26294.43
996,5,2024-03-22,search,lost,25707.73
997,7,2024-12-18,webinar,new,29801.24
998,12,2024-03-25,search,qualified,13762.29
999,9,2023-09-23,outbound,won,19273.51
1000,23,2023-12-20,webinar,new,13971.31
1001,6,2024-04-26,content,lost,4158.38
1002,13,2024-07-29,webinar,qualified,28867.76
1003,13,2024-07-19,search,qualified,2458.71
1004,4,2024-02-21,outbound,qualified,2937.91
1005,3,2024-11-29,search,qualified,15861.76
1006,4,2024-09-29,search,lost,28276.15
1007,16,2024-05-06,search,new,11200.94
1008,21,2024-07-01,search,lost,26224.5
1009,22,2024-02-25,webinar,new,16371.46
1010,1,2024-01-26,events,new,18154.62
1011,22,2024-10-30,content,new,12709.66
1012,16,2024-10-11,content,new,9230.41
1013,12,2024-10-07,content,lost,15189.21
1014,7,2024-10-08,content,qualified,21804.2
1015,14,2024-08-06,events,won,22328.28
1016,18,2024-09-14,partner,new,18661.26
1017,6,2024-04-29,outbound,new,18302.46
1018,15,2023-07-26,webinar,new,10760.31
1019,1,2024-09-30,events,lost,28256.53
1020,23,2024-10-19,webinar,qualified,4733.42
1021,13,2024-06-02,content,qualified,26420.24
1022,9,2023-10-22,webinar,won,17661.75
1023,13,2024-07-13,webinar,new,19468.84
1024,5,2024-11-26,webinar,qualified,9119.23
1025,3,2024-10-08,events,qualified,9834.17
1026,3,2024-12-02,partner,won,7992.33
1027,15,2024-12-02,partner,new,16680.2
1028,24,2024-05-28,content,won,4382.65
1029,7,2024-08-07,partner,new,18583.48
1030,19,2024-08-04,search,new,24544.35
1031,22,2024-04-30,search,new,1878.13
1032,16,2024-12-23,events,qualified,17708.54
1033,22,2024-09-18,webinar,won,19986.36
1034,11,2024-11-10,outbound,new,13973.81
1035,16,2023-11-14,events,qualified,5172.71
1036,17,2024-10-21,content,won,9606.49
1037,6,2023-11-09,outbound,lost,19703.16
1038,16,2024-03-21,search,lost,9158.9
1039,22,2024-09-18,webinar,new,7658.7
1040,13,2024-04-13,content,new,3765.14
1041,7,2024-10-12,content,new,26821.41
1042,18,2024-12-03,search,won,23914.88
1043,19,2024-02-14,outbound,qualified,24078.55
1044,3,2024-12-18,outbound,lost,14087.14
1045,18,2024-12-01,events,qualified,16545.39
1046,10,2024-02-08,content,new,23330.52
1047,24,2024-10-01,partner,lost,13800.66
1048,15,2024-12-12,webinar,new,4283.94
1049,23,2024-11-30,outbound,qualified,25000.49
1050,2,2023-08-31,partner,qualified,20148.52
1051,8,2024-08-04,outbound,won,16146.83
1052,18,2024-03-04,content,qualified,6185.68
1053,17,2024-04-13,partner,lost,11474.58
1054,16,2023-09-03,partner,lost,21918.4
1055,20,2024-09-29,webinar,qualified,16658.26
1056,17,2023-11-23,search,new,17575.24
1057,9,2024-07-20,partner,qualified,17873.24
1058,23,2023-12-28,search,won,22102.22
1059,23,2024-11-07,events,lost,2248.83
1060,8,2024-10-11,partner,qualified,9498.01
1061,3,2023-08-03,events,new,7948.85
1062,22,2023-10-29,partner,new,3858.7
1063,1,2024-11-28,events,qualified,4424.44
1064,15,2024-10-04,outbound,won,29380.4
1065,18,2024-03-31,search,lost,22075.42
1066,19,2024-04-13,content,won,3303.57
1067,18,2023-12-06,search,lost,9302.83
1068,10,2024-11-25,content,lost,7225.29
1069,4,2024-06-13,search,lost,11352.11
1070,14,2024-10-05,content,lost,11304.21
1071,10,2024-11-16,search,won,9174.89
1072,2,2024-11-07,events,qualified,566.91
1073,3,2024-05-30,content,new,27852.27
1074,1,2024-12-16,webinar,won,4014.85
1075,11,2024-11-01,events,new,8606.64
1076,20,2024-02-23,webinar,won,3846.57
1077,19,2024-04-22,content,qualified,16008.27
1078,6,2023-11-04,events,new,25129.0
1079,19,2024-05-29,content,lost,11546.44
1080,19,2024-05-12,webinar,new,17154.17
1081,23,2023-09-14,events,new,11643.37
1082,22,2024-06-05,partner,new,21309.34
1083,22,2024-12-01,content,new,18882.92
1084,19,2023-10-18,search,new,19957.26
1085,21,2023-11-14,outbound,new,15533.89
1086,13,2023-10-27,content,qualified,4296.81
1087,24,2024-07-09,outbound,won,24699.92
1088,12,2024-11-28,partner,qualified,17907.84
1089,18,2023-12-01,events,won,20552.75
1090,13,2023-10-12,content,lost,27510.82
1091,7,2024-08-12,webinar,won,23319.58
1092,3,2024-04-05,webinar,won,28585.89
1093,16,2024-10-01,partner,won,25990.28
1094,24,2024-06-13,events,won,20681.29
1095,21,2023-10-13,content,lost,6246.73
1096,9,2023-10-30,partner,lost,8765.15
1097,21,2023-07-15,events,new,26848.31
1098,4,2024-09-14,outbound,lost,18582.4
1099,4,2024-08-07,webinar,new,2435.75
1100,23,2023-11-30,events,qualified,26843.27
1101,16,2023-08-09,webinar,lost,11021.53
1102,8,2023-09-05,outbound,new,19410.88
1103,7,2024-05-06,content,lost,9772.07
1104,22,2024-10-07,content,qualified,9830.6
1105,7,2024-10-09,events,lost,19722.45
1106,21,2024-10-16,webinar,won,10399.18
1107,7,2024-11-01,partner,new,5621.77
1108,12,2024-09-08,search,lost,7466.36
1109,20,2024-06-19,outbound,lost,11350.41
1110,12,2024-12-18,search,won,5352.78
1111,1,2024-06-14,events,new,26142.16
1112,22,2024-07-23,content,new,19509.59
1113,21,2023-12-16,outbound,won,19027.18
1114,18,2024-05-26,partner,new,13935.47
1115,12,2024-04-20,outbound,qualified,6318.3
1116,8,2024-11-21,content,new,6590.81
1117,24,2024-12-23,webinar,new,18392.55
1118,21,2023-10-09,partner,lost,16493.95
1119,11,2024-05-26,search,new,16164.53
1120,9,2024-10-28,search,lost,7908.18
1121,24,2024-05-25,partner,new,24554.9
1122,4,2024-10-21,partner,new,27342.19
1123,7,2024-12-08,events,new,24023.21
1124,19,2024-01-23,events,lost,2700.22
1125,21,2024-10-18,outbound,lost,1365.14
1126,6,2024-12-04,content,new,14948.21
1127,3,2024-01-20,outbound,new,19206.53
1128,3,2024-02-26,partner,new,13104.93
1129,17,2023-10-09,content,lost,4790.74
1130,13,2024-12-19,partner,new,10159.08
1131,23,2024-11-26,partner,new,14125.16
1132,21,2024-11-01,events,qualified,11498.74
1133,9,2024-07-18,webinar,new,28623.6
1134,13,2024-01-15,events,qualified,15145.53
1135,23,2023-10-22,events,new,28212.8
1136,23,2024-05-01,content,won,1925.82
1137,15,2024-09-05,search,new,14579.42
1138,21,2024-02-19,outbound,lost,5540.61
1139,12,2024-08-12,outbound,qualified,2215.32
1140,9,2023-07-01,events,won,23336.01
1141,7,2024-12-07,partner,new,23408.8
1142,11,2024-09-24,search,new,27698.43
1143,21,2024-10-10,content,lost,10860.31
1144,13,2024-10-06,webinar,lost,3253.65
1145,22,2024-11-14,events,lost,4668.22
1146,5,2024-05-06,outbound,lost,19591.07
1147,22,2024-01-13,search,qualified,26037.95
1148,8,2024-07-17,content,lost,29092.62
1149,4,2023-09-11,webinar,won,14741.9
1150,10,2024-09-13,content,new,15009.68
1151,4,2023-11-01,content,won,22892.88
1152,17,2024-11-01,partner,new,27760.89
1153,13,2023-12-10,events,won,15137.14
1154,22,2023-09-22,search,qualified,4353.18
1155,13,2024-09-16,webinar,qualified,12280.4
1156,12,2024-06-21,content,lost,7459.05
1157,5,2024-05-17,webinar,new,5123.15
1158,4,2024-12-01,outbound,lost,16113.68
1159,3,2024-01-03,outbound,qualified,3483.26
1160,9,2024-09-19,events,qualified,25775.92
1161,14,2024-06-27,partner,qualified,14797.62
1162,8,2024-06-01,partner,won,19435.87
1163,21,2024-01-05,outbound,qualified,27527.24
1164,24,2024-10-26,outbound,qualified,13835.23
1165,4,2023-08-25,partner,new,8265.02
1166,12,2024-09-05,content,lost,22711.17
1167,23,2024-07-31,webinar,new,25464.68
1168,23,2024-09-22,partner,new,27148.26
1169,15,2024-10-01,webinar,new,26199.03
1170,14,2024-06-11,partner,new,2161.59
1171,6,2024-12-12,events,qualified,1456.54
1172,9,2024-12-11,webinar,won,8880.17
1173,16,2024-07-13,search,lost,20918.47
1174,10,2024-09-15,search,qualified,6594.0
1175,16,2023-11-08,events,new,27113.14
1176,3,2024-05-22,search,lost,7630.1
1177,8,2023-07-15,content,lost,5820.25
1178,11,2024-04-03,partner,qualified,9352.48
1179,21,2024-12-06,outbound,lost,12441.44
1180,20,2024-06-11,webinar,qualified,4732.51
1181,11,2024-07-05,partner,won,16907.82
1182,18,2023-07-29,webinar,new,9708.61
1183,11,2024-09-13,content,new,20209.98
1184,14,2024-12-27,search,new,7399.68
1185,3,2024-12-18,outbound,lost,3016.29
1186,20,2024-06-03,partner,new,14482.15
1187,20,2024-05-20,search,new,15823.07
1188,21,2023-11-18,outbound,new,23895.23
1189,1,2024-12-15,outbound,qualified,1291.46
1190,19,2024-10-19,partner,qualified,14149.12
1191,14,2024-07-22,events,lost,10678.81
1192,24,2024-09-09,content,lost,21318.67
1193,4,2024-07-19,search,new,5573.62
1194,7,2023-10-01,partner,new,2207.64
1195,18,2024-02-15,search,lost,16765.52
1196,4,2024-08-05,events,won,21130.05
1197,10,2024-10-26,events,new,18199.72
1198,3,2024-06-05,search,qualified,16426.05
1199,14,2023-10-13,content,won,14410.27
1200,12,2024-10-27,events,qualified,16041.72
1201,14,2024-01-12,search,qualified,9186.56
1202,5,2024-06-10,content,new,22923.99
1203,15,2024-03-24,outbound,new,26483.0
1204,1,2023-12-09,outbound,qualified,19207.63
1205,22,2024-10-23,webinar,qualified,28519.97
1206,1,2024-09-28,events,new,10947.18
1207,19,2024-08-22,events,new,17577.64
1208,5,2024-03-10,outbound,new,25854.7
1209,3,2024-11-13,webinar,new,3034.14
1210,16,2024-06-12,partner,new,29457.87
1211,6,2024-11-20,search,new,9209.23
1212,2,2024-08-21,search,qualified,26614.22
1213,18,2023-10-01,search,new,10181.6
1214,7,2023-10-12,webinar,won,12829.43
1215,24,2024-01-23,outbound,won,6599.82
1216,15,2023-10-25,webinar,new,23926.11
1217,22,2023-08-31,events,qualified,27921.42
1218,22,2024-10-30,search,new,29556.14
1219,6,2023-09-14,content,new,29492.64
1220,12,2023-12-10,search,won,5967.36
1221,21,2023-11-07,webinar,qualified,24585.76
1222,6,2023-08-01,webinar,won,10623.3
1223,10,2024-10-28,search,new,27353.17
1224,8,2023-11-06,webinar,new,11353.57
1225,15,2023-10-15,outbound,won,10607.11
1226,23,2024-12-10,outbound,qualified,27693.6
1227,19,2023-12-29,outbound,won,1902.54
1228,16,2024-11-25,search,won,7097.5
1229,15,2023-09-01,partner,lost,729.76
1230,2,2024-04-16,partner,qualified,25517.65
1231,7,2024-01-16,search,new,18494.04
1232,1,2024-12-05,events,new,12185.52
1233,23,2023-08-18,webinar,new,27079.55
1234,15,2023-12-15,outbound,new,10694.63
1235,20,2024-04-07,events,new,6049.03
1236,1,2024-05-14,events,qualified,21376.92
1237,18,2024-11-24,outbound,new,18107.98
1238,22,2024-11-06,events,new,29786.49
1239,6,2024-02-05,webinar,lost,7934.43
1240,13,2024-12-15,outbound,new,6738.29
1241,23,2024-04-13,content,won,16945.32
1242,24,2023-11-05,outbound,new,24837.07
1243,2,2024-11-24,partner,new,19607.57
1244,10,2024-10-08,content,lost,23421.69
1245,17,2023-11-11,partner,new,1160.53
1246,16,2023-12-12,search,new,16753.31
1247,3,2024-12-23,outbound,qualified,21758.92
1248,13,2024-09-25,partner,lost,28513.04
1249,12,2024-02-20,partner,won,853.05
1250,23,2024-01-31,webinar,qualified,19794.5
1251,16,2023-09-06,search,won,18808.88
1252,6,2024-03-17,partner,lost,17196.03
1253,3,2024-03-20,webinar,lost,5973.45
1254,2,2024-04-02,search,lost,4260.84
1255,12,2023-11-27,partner,lost,17328.64
1256,14,2024-08-07,webinar,lost,19037.25
1257,18,2024-12-21,partner,lost,27268.33
1258,23,2023-12-29,events,qualified,6457.11
1259,12,2024-08-27,content,lost,18512.58
1260,6,2024-06-20,events,lost,9141.83
1261,18,2023-11-12,search,lost,27274.7
1262,20,2024-02-22,partner,lost,17517.67
1263,23,2024-05-15,events,new,28718.72
1264,13,2024-06-11,webinar,won,4752.09
1265,3,2024-12-17,search,new,24808.93
1266,21,2024-11-22,search,lost,3576.92
1267,11,2024-10-05,search,qualified,10950.73
1268,24,2024-04-14,partner,qualified,25371.59
1269,18,2024-04-03,content,won,17230.93
1270,24,2024-07-16,partner,won,25923.66
1271,23,2024-06-23,events,qualified,16881.34
1272,5,2024-12-26,outbound,new,26542.79
1273,11,2023-11-14,webinar,new,3152.83
1274,5,2024-10-21,outbound,lost,1836.9
1275,13,2024-05-15,events,won,7028.35
1276,5,2024-03-06,events,new,6827.05
1277,11,2024-10-09,search,lost,13517.49
1278,4,2024-10-25,outbound,lost,2777.96
