line_id,invoice_id,description,quantity,unit_price,line_total
682,341,add-on seats,1,1784.46,1784.46
683,341,support plan,9,1692.81,15235.29
684,341,subscription,2,1676.16,3352.32
685,342,onboarding services,7,1971.29,13799.03
686,342,add-on seats,6,2112.86,12677.16
687,342,add-on seats,4,488.56,1954.24
688,343,subscription,2,1324.48,2648.96
689,344,support plan,8,1846.51,14772.08
690,344,support plan,2,1872.94,3745.88
691,345,support plan,7,2087.92,14615.44
692,346,support plan,8,1813.72,14509.76
693,346,usage overage,10,1433.4,14334.0
694,346,subscription,4,925.19,3700.76
695,347,support plan,4,2152.78,8611.12
696,348,onboarding services,5,719.77,3598.85
697,348,usage overage,8,681.5,5452.0
698,348,support plan,4,455.88,1823.52
699,349,onboarding services,3,1661.62,4984.86
700,350,usage overage,2,643.52,1287.04
701,351,subscription,5,431.67,2158.35
702,351,support plan,3,752.2,2256.6
703,351,onboarding services,2,763.98,1527.96
704,352,onboarding services,1,468.94,468.94
705,352,subscription,9,313.31,2819.79
706,352,onboarding services,7,266.82,1867.74
707,353,subscription,5,2099.82,10499.1
708,353,onboarding services,5,1466.98,7334.9
709,354,onboarding services,6,2104.03,12624.18
710,354,support plan,4,1819.98,7279.92
711,354,usage overage,5,342.63,1713.15
712,355,onboarding services,5,1795.67,8978.35
713,355,add-on seats,2,769.8,1539.6
714,356,add-on seats,1,749.64,749.64
715,357,onboarding services,6,554.33,3325.98
716,358,support plan,7,213.43,1494.01
717,359,usage overage,2,475.88,951.76
718,359,onboarding services,5,1968.26,9841.3
719,360,add-on seats,7,428.95,3002.65
720,360,onboarding services,7,1849.73,12948.11
721,360,support plan,10,2032.19,20321.9
722,361,support plan,1,761.28,761.28
723,362,support plan,9,1468.92,13220.28
724,363,onboarding services,10,96.42,964.2
725,363,add-on seats,9,331.34,2982.06
726,363,subscription,3,1502.89,4508.67
727,364,onboarding services,8,1813.24,14505.92
728,364,support plan,3,310.89,932.67
729,365,onboarding services,2,381.68,763.36
730,366,onboarding services,8,433.34,3466.72
731,366,subscription,3,545.19,1635.57
732,366,support plan,2,498.77,997.54
733,367,usage overage,3,1088.21,3264.63
734,367,onboarding services,10,99.53,995.3
735,367,onboarding services,5,573.57,2867.85
736,368,onboarding services,7,1232.19,8625.33
737,368,usage overage,6,1838.17,11029.02
738,369,onboarding services,9,1679.5,15115.5
739,369,onboarding services,7,1298.79,9091.53
740,370,add-on seats,8,106.29,850.32
741,370,support plan,2,206.29,412.58
742,371,subscription,3,110.79,332.37
743,372,add-on seats,9,486.41,4377.69
744,373,usage overage,1,891.68,891.68
745,373,add-on seats,1,765.13,765.13
746,374,onboarding services,2,460.11,920.22
747,374,support plan,9,986.01,8874.09
748,375,usage overage,5,552.55,2762.75
749,375,onboarding services,7,298.38,2088.66
750,375,support plan,3,1884.96,5654.88
751,376,onboarding services,4,395.75,1583.0
752,376,onboarding services,9,2086.45,18778.05
753,377,add-on seats,10,256.01,2560.1
754,377,onboarding services,9,1841.96,16577.64
755,378,add-on seats,9,1083.25,9749.25
756,378,support plan,1,86.84,86.84
757,378,add-on seats,6,1748.98,10493.88
758,379,add-on seats,10,325.79,3257.9
759,379,support plan,7,142.82,999.74
760,380,subscription,7,1874.19,13119.33
761,381,usage overage,4,1263.27,5053.08
762,381,onboarding services,5,1735.24,8676.2
763,382,support plan,4,1506.74,6026.96
764,382,subscription,10,472.63,4726.3
765,382,add-on seats,9,1641.66,14774.94
766,383,usage overage,5,1329.88,6649.4
767,384,add-on seats,2,1508.79,3017.58
768,385,support plan,4,1412.42,5649.68
769,386,support plan,1,1088.38,1088.38
770,386,onboarding services,10,737.32,7373.2
771,386,support plan,10,1642.34,16423.4
772,387,support plan,3,793.18,2379.54
773,387,subscription,6,367.27,2203.62
774,387,support plan,4,682.85,2731.4
775,388,onboarding services,2,876.41,1752.82
776,388,support plan,1,1418.71,1418.71
777,388,support plan,9,1019.9,9179.1
778,389,subscription,9,232.15,2089.35
779,390,subscription,10,1330.44,13304.4
780,390,add-on seats,4,1753.39,7013.56
781,391,onboarding services,8,1771.12,14168.96
782,391,add-on seats,6,1649.34,9896.04
783,392,onboarding services,8,335.64,2685.12
784,392,support plan,2,800.72,1601.44
785,392,add-on seats,6,1206.02,7236.12
786,393,subscription,2,1117.13,2234.26
787,393,onboarding services,1,1797.1,1797.1
788,394,onboarding services,5,382.49,1912.45
789,395,add-on seats,6,214.47,1286.82
790,395,support plan,7,1436.0,10052.0
791,395,usage overage,2,748.6,1497.2
792,396,subscription,10,1463.34,14633.4
793,396,add-on seats,4,1586.87,6347.48
794,397,support plan,1,1721.15,1721.15
795,398,onboarding services,4,1888.88,7555.52
796,398,add-on seats,5,1197.69,5988.45
797,399,subscription,8,1181.73,9453.84
798,400,onboarding services,5,1430.9,7154.5
799,400,onboarding services,9,1441.86,12976.74
800,401,add-on seats,10,91.8,918.0
801,401,onboarding services,7,1780.57,12463.99
802,402,support plan,10,746.06,7460.6
803,402,subscription,10,1669.08,16690.8
804,403,usage overage,3,1237.01,3711.03
805,404,usage overage,6,993.35,5960.1
806,404,onboarding services,6,788.12,4728.72
807,405,add-on seats,6,1559.91,9359.46
808,405,usage overage,8,1055.56,8444.48
809,405,add-on seats,1,1257.02,1257.02
810,406,support plan,6,1815.09,10890.54
811,406,subscription,2,403.59,807.18
812,407,onboarding services,4,1910.81,7643.24
813,407,onboarding services,1,2043.85,2043.85
814,408,onboarding services,6,1542.9,9257.4
815,408,support plan,10,1635.6,16356.0
816,408,onboarding services,7,1779.19,12454.33
817,409,add-on seats,9,1694.22,15247.98
818,409,subscription,2,1309.17,2618.34
819,409,subscription,3,1138.59,3415.77
820,410,subscription,8,1474.94,11799.52
821,410,usage overage,4,1648.18,6592.72
822,411,add-on seats,7,156.7,1096.9
823,411,subscription,9,2105.24,18947.16
824,411,usage overage,5,1958.51,9792.55
825,412,subscription,3,1250.42,3751.26
826,412,support plan,9,1340.98,12068.82
827,412,add-on seats,8,629.43,5035.44
828,413,onboarding services,8,2069.92,16559.36
829,413,onboarding services,2,957.98,1915.96
830,414,support plan,10,1025.97,10259.7
831,414,add-on seats,5,1339.4,6697.0
832,414,usage overage,9,2176.25,19586.25
833,415,support plan,3,1586.44,4759.32
834,416,usage overage,8,2003.14,16025.12
835,417,usage overage,5,249.29,1246.45
836,418,add-on seats,10,1935.54,19355.4
837,418,support plan,2,622.79,1245.58
838,418,onboarding services,5,1409.64,7048.2
839,419,subscription,7,1602.23,11215.61
840,419,add-on seats,2,1731.08,3462.16
841,419,onboarding services,4,1295.41,5181.64
842,420,subscription,9,816.86,7351.74
843,420,subscription,3,1112.78,3338.34
844,421,add-on seats,1,1983.13,1983.13
845,421,usage overage,1,517.45,517.45
846,421,support plan,9,1117.31,10055.79
847,422,subscription,10,238.49,2384.9
848,422,support plan,9,1198.94,10790.46
849,423,subscription,9,1168.31,10514.79
850,423,onboarding services,6,880.44,5282.64
851,424,onboarding services,7,1698.36,11888.52
852,424,onboarding services,8,1393.88,11151.04
853,424,usage overage,6,133.29,799.74
854,425,onboarding services,8,476.4,3811.2
855,426,support plan,9,701.75,6315.75
856,427,support plan,1,1020.51,1020.51
857,428,add-on seats,10,716.26,7162.6
858,429,support plan,9,675.57,6080.13
859,430,usage overage,4,2004.76,8019.04
860,430,usage overage,7,145.06,1015.42
861,430,add-on seats,3,1633.1,4899.3
862,431,add-on seats,7,1728.53,12099.71
863,431,usage overage,2,753.14,1506.28
864,431,support plan,9,323.96,2915.64
865,432,add-on seats,10,912.99,9129.9
866,432,add-on seats,2,735.14,1470.28
867,432,subscription,7,937.91,6565.37
868,433,support plan,6,119.99,719.94
869,433,usage overage,1,2103.78,2103.78
870,434,add-on seats,4,293.94,1175.76
871,434,add-on seats,10,271.49,2714.9
872,435,add-on seats,7,1874.99,13124.93
873,435,usage overage,9,1892.54,17032.86
874,436,subscription,8,1700.61,13604.88
875,437,onboarding services,2,1589.06,3178.12
876,437,onboarding services,10,967.37,9673.7
877,437,onboarding services,2,903.93,1807.86
878,438,onboarding services,3,197.58,592.74
879,438,subscription,5,2035.56,10177.8
880,438,add-on seats,7,1186.11,8302.77
881,439,support plan,7,893.34,6253.38
882,440,support plan,7,1891.03,13237.21
883,440,onboarding services,3,1869.74,5609.22
884,441,subscription,9,332.69,2994.21
885,441,subscription,8,1386.63,11093.04
886,441,subscription,4,1520.3,6081.2
887,442,subscription,1,829.65,829.65
888,443,usage overage,9,1996.87,17971.83
889,443,add-on seats,8,333.66,2669.28
890,444,onboarding services,4,1068.4,4273.6
891,444,support plan,4,2131.23,8524.92
892,444,subscription,2,1613.62,3227.24
893,445,support plan,1,969.5,969.5
894,446,usage overage,9,1918.0,17262.0
895,446,support plan,10,344.17,3441.7
896,447,onboarding services,1,1672.77,1672.77
897,447,support plan,7,459.7,3217.9
898,448,add-on seats,7,1080.92,7566.44
899,448,subscription,4,2196.48,8785.92
900,449,support plan,2,1645.04,3290.08
901,450,onboarding services,9,1658.62,14927.58
902,451,usage overage,3,2086.85,6260.55
903,452,usage overage,6,181.99,1091.94
904,453,subscription,5,265.09,1325.45
905,454,onboarding services,3,995.8,2987.4
906,455,support plan,8,1611.99,12895.92
907,455,add-on seats,8,2027.29,16218.32
908,455,support plan,7,1010.55,7073.85
909,456,subscription,4,453.41,1813.64
910,457,support plan,2,654.33,1308.66
911,457,onboarding services,3,1836.11,5508.33
912,457,subscription,3,264.59,793.77
913,458,subscription,10,703.94,7039.4
914,459,subscription,8,1973.34,15786.72
915,459,usage overage,4,443.93,1775.72
916,460,subscription,3,1262.92,3788.76
917,460,support plan,3,1934.39,5803.17
918,461,subscription,6,1210.09,7260.54
919,462,add-on seats,6,1638.42,9830.52
920,462,support plan,1,1137.5,1137.5
921,462,onboarding services,10,519.76,5197.6
922,463,support plan,4,1583.21,6332.84
923,463,support plan,8,1226.49,9811.92
924,463,onboarding services,7,1782.68,12478.76
925,464,add-on seats,8,886.38,7091.04
926,464,add-on seats,9,697.83,6280.47
927,465,onboarding services,7,2107.42,14751.94
928,465,usage overage,10,1737.44,17374.4
929,466,support plan,7,1602.49,11217.43
930,466,support plan,10,971.23,9712.3
931,466,onboarding services,7,862.78,6039.46
932,467,support plan,10,1694.54,16945.4
933,467,add-on seats,6,593.93,3563.58
934,468,support plan,10,1785.55,17855.5
935,468,usage overage,2,1209.05,2418.1
936,469,add-on seats,6,1228.21,7369.26
937,469,subscription,7,1119.89,7839.23
938,469,onboarding services,9,460.16,4141.44
939,470,usage overage,3,1936.38,5809.14
940,470,subscription,6,274.44,1646.64
941,471,support plan,10,962.43,9624.3
942,471,add-on seats,5,2067.2,10336.0
943,472,add-on seats,5,1395.96,6979.8
944,472,add-on seats,2,1096.44,2192.88
945,473,support plan,5,125.41,627.05
946,473,support plan,6,959.17,5755.02
947,474,add-on seats,8,1369.25,10954.0
948,474,support plan,10,1721.46,17214.6
949,475,subscription,9,2048.38,18435.42
950,476,support plan,6,1442.87,8657.22
951,477,onboarding services,5,781.75,3908.75
952,478,usage overage,1,1063.31,1063.31
953,478,usage overage,9,702.93,6326.37
954,478,support plan,6,1185.15,7110.9
955,479,subscription,6,1888.67,11332.02
956,480,usage overage,7,1696.53,11875.71
957,481,support plan,2,1153.91,2307.82
958,481,add-on seats,10,1123.37,11233.7
959,482,usage overage,9,1707.29,15365.61
960,483,usage overage,7,1120.91,7846.37
961,483,onboarding services,2,1644.44,3288.88
962,484,onboarding services,7,1076.97,7538.79
963,484,usage overage,1,1646.99,1646.99
964,484,support plan,6,903.69,5422.14
965,485,add-on seats,2,1664.78,3329.56
966,485,usage overage,2,176.7,353.4
967,486,onboarding services,6,2009.48,12056.88
968,486,add-on seats,9,1171.91,10547.19
969,487,subscription,6,1094.41,6566.46
970,488,support plan,2,1422.83,2845.66
971,489,add-on seats,7,470.57,3293.99
972,489,usage overage,4,140.91,563.64
973,489,usage overage,8,833.36,6666.88
974,490,add-on seats,1,1093.7,1093.7
975,490,support plan,3,1273.21,3819.63
976,491,usage overage,8,1770.23,14161.84
977,491,support plan,8,1859.09,14872.72
978,491,subscription,9,1191.92,10727.28
979,492,add-on seats,8,1666.57,13332.56
980,492,subscription,7,541.74,3792.18
981,493,usage overage,2,1125.29,2250.58
982,493,add-on seats,6,1423.79,8542.74
983,493,subscription,2,513.47,1026.94
984,494,support plan,9,1675.51,15079.59
985,495,subscription,8,319.27,2554.16
986,495,add-on seats,2,172.3,344.6
987,496,add-on seats,4,173.82,695.28
988,496,add-on seats,10,1846.54,18465.4
989,496,support plan,5,1806.46,9032.3
990,497,subscription,3,1591.6,4774.8
991,497,subscription,2,242.95,485.9
992,498,support plan,7,2175.61,15229.27
993,498,onboarding services,10,1392.7,13927.0
994,499,usage overage,3,1250.05,3750.15
995,500,usage overage,2,1127.81,2255.62
996,500,subscription,7,88.22,617.54
997,501,usage overage,5,716.98,3584.9
998,502,onboarding services,7,1170.48,8193.36
999,502,add-on seats,7,2139.12,14973.84
1000,502,onboarding services,5,1770.55,8852.75
1001,503,support plan,2,531.54,1063.08
1002,503,support plan,2,394.58,789.16
1003,503,add-on seats,3,1711.09,5133.27
1004,504,onboarding services,9,194.97,1754.73
1005,505,add-on seats,10,110.98,1109.8
1006,505,add-on seats,8,834.16,6673.28
1007,505,support plan,5,2015.59,10077.95
1008,506,onboarding services,3,1935.64,5806.92
1009,506,usage overage,7,1517.41,10621.87
1010,507,support plan,4,1712.17,6848.68
1011,508,add-on seats,2,1025.7,2051.4
1012,508,onboarding services,9,394.41,3549.69
1013,509,usage overage,8,1387.55,11100.4
1014,510,add-on seats,2,1989.97,3979.94
1015,510,support plan,9,1879.75,16917.75
1016,511,onboarding services,6,139.99,839.94
1017,511,usage overage,10,701.55,7015.5
1018,511,onboarding services,8,362.0,2896.0
1019,512,support plan,7,1247.31,8731.17
1020,512,support plan,9,627.9,5651.1
1021,513,onboarding services,2,1664.5,3329.0
1022,513,usage overage,2,1970.98,3941.96
1023,514,subscription,2,1670.96,3341.92
1024,515,subscription,7,174.24,1219.68
1025,515,onboarding services,9,235.3,2117.7
1026,516,support plan,6,1480.74,8884.44
1027,516,support plan,4,1936.84,7747.36
1028,517,subscription,8,1684.38,13475.04
1029,517,subscription,8,248.62,1988.96
1030,517,subscription,6,703.78,4222.68
1031,518,support plan,2,498.03,996.06
1032,519,usage overage,5,1144.55,5722.75
1033,519,subscription,8,745.36,5962.88
1034,519,usage overage,10,1067.57,10675.7
1035,520,subscription,9,760.34,6843.06
1036,521,onboarding services,1,1010.18,1010.18
1037,522,add-on seats,5,1160.01,5800.05
1038,522,usage overage,10,269.8,2698.0
1039,523,subscription,2,331.14,662.28
1040,523,subscription,7,1041.78,7292.46
1041,523,subscription,6,2077.13,12462.78
1042,524,onboarding services,3,1685.07,5055.21
1043,525,onboarding services,7,1208.39,8458.73
1044,526,usage overage,8,604.53,4836.24
1045,526,onboarding services,2,1204.25,2408.5
1046,527,usage overage,2,1495.79,2991.58
1047,527,support plan,7,98.71,690.97
1048,528,subscription,10,182.94,1829.4
1049,529,support plan,2,1257.23,2514.46
1050,529,usage overage,5,1582.99,7914.95
1051,530,onboarding services,5,1671.7,8358.5
1052,530,usage overage,2,1444.63,2889.26
1053,530,support plan,9,1772.82,15955.38
1054,531,usage overage,7,503.62,3525.34
1055,531,usage overage,10,951.38,9513.8
1056,531,subscription,9,2025.53,18229.77
1057,532,subscription,3,1482.52,4447.56
1058,533,usage overage,3,1008.39,3025.17
1059,534,usage overage,9,939.41,8454.69
1060,535,usage overage,8,1666.74,13333.92
1061,535,add-on seats,4,575.61,2302.44
1062,536,subscription,7,1926.13,13482.91
1063,537,onboarding services,5,722.25,3611.25
1064,537,onboarding services,9,1948.48,17536.32
1065,538,usage overage,8,988.54,7908.32
1066,538,add-on seats,10,1381.12,13811.2
1067,539,support plan,6,1372.26,8233.56
1068,539,subscription,5,1789.03,8945.15
1069,539,onboarding services,1,412.49,412.49
1070,540,add-on seats,3,539.48,1618.44
1071,540,add-on seats,3,2167.98,6503.94
1072,541,usage overage,1,1322.21,1322.21
1073,541,add-on seats,10,1428.29,14282.9
1074,541,subscription,1,1790.61,1790.61
1075,542,subscription,7,1117.68,7823.76
1076,543,usage overage,2,775.05,1550.1
1077,544,usage overage,8,2003.96,16031.68
1078,544,subscription,8,1628.53,13028.24
1079,544,subscription,6,910.19,5461.14
1080,545,subscription,4,338.21,1352.84
1081,546,add-on seats,2,1742.66,3485.32
1082,546,add-on seats,4,1579.13,6316.52
1083,547,usage overage,1,479.12,479.12
1084,548,support plan,4,1457.42,5829.68
1085,549,add-on seats,4,1661.9,6647.6
1086,550,onboarding services,5,2047.87,10239.35
1087,551,onboarding services,7,1937.71,13563.97
1088,552,add-on seats,3,683.08,2049.24
1089,553,subscription,9,1779.52,16015.68
1090,554,usage overage,2,1705.81,3411.62
1091,555,onboarding services,9,1795.65,16160.85
1092,556,add-on seats,3,678.54,2035.62
1093,557,onboarding services,5,338.46,1692.3
1094,557,support plan,6,346.75,2080.5
1095,558,usage overage,6,1861.91,11171.46
1096,559,support plan,1,1068.64,1068.64
1097,559,add-on seats,2,859.71,1719.42
1098,559,usage overage,3,1912.87,5738.61
1099,560,subscription,9,674.9,6074.1
1100,560,subscription,7,2192.85,15349.95
1101,560,onboarding services,2,2061.05,4122.1
1102,561,add-on seats,3,1206.56,3619.68
1103,561,onboarding services,5,1330.1,6650.5
1104,561,add-on seats,7,780.47,5463.29
1105,562,subscription,7,734.2,5139.4
1106,563,subscription,5,1496.75,7483.75
1107,564,support plan,7,1903.33,13323.31
1108,565,onboarding services,6,118.62,711.72
1109,565,subscription,9,423.67,3813.03
1110,566,subscription,8,344.31,2754.48
1111,567,add-on seats,9,1994.72,17952.48
1112,568,onboarding services,6,1175.9,7055.4
1113,569,subscription,6,1885.16,11310.96
1114,570,usage overage,10,223.56,2235.6
1115,570,support plan,9,2101.84,18916.56
1116,570,subscription,3,1705.68,5117.04
1117,571,onboarding services,6,1216.16,7296.96
1118,571,subscription,7,1606.37,11244.59
1119,572,onboarding services,1,111.61,111.61
1120,573,support plan,8,892.01,7136.08
1121,574,onboarding services,1,465.9,465.9
1122,574,add-on seats,10,737.6,7376.0
1123,575,add-on seats,4,1000.67,4002.68
1124,575,onboarding services,9,92.01,828.09
1125,575,usage overage,3,899.27,2697.81
1126,576,usage overage,7,352.43,2467.01
1127,576,support plan,3,2014.66,6043.98
1128,576,support plan,3,1664.99,4994.97
1129,577,support plan,4,238.15,952.6
1130,577,support plan,10,2191.78,21917.8
1131,577,onboarding services,4,1150.58,4602.32
1132,578,usage overage,5,1145.6,5728.0
1133,578,onboarding services,5,455.68,2278.4
1134,579,support plan,8,1728.46,13827.68
1135,579,onboarding services,5,1359.36,6796.8
1136,580,add-on seats,3,747.81,2243.43
1137,580,onboarding services,1,1636.57,1636.57
1138,581,support plan,10,1038.82,10388.2
1139,581,usage overage,10,2017.01,20170.1
1140,582,support plan,4,1958.48,7833.92
1141,583,support plan,5,2029.56,10147.8
1142,583,add-on seats,5,1076.21,5381.05
1143,584,add-on seats,1,1365.42,1365.42
1144,584,onboarding services,2,1314.78,2629.56
1145,585,add-on seats,8,1010.67,8085.36
1146,585,subscription,1,1750.05,1750.05
1147,586,usage overage,5,2079.9,10399.5
1148,586,usage overage,3,161.15,483.45
1149,587,add-on seats,6,183.05,1098.3
1150,587,usage overage,1,1634.64,1634.64
1151,587,usage overage,10,386.51,3865.1
1152,588,usage overage,9,153.73,1383.57
1153,589,usage overage,9,1579.54,14215.86
1154,590,subscription,8,1715.73,13725.84
1155,591,usage overage,2,1828.95,3657.9
1156,591,onboarding services,3,1471.8,4415.4
1157,591,subscription,4,466.58,1866.32
1158,592,onboarding services,10,1539.92,15399.2
1159,592,add-on seats,3,1228.38,3685.14
1160,592,onboarding services,1,1930.13,1930.13
1161,593,subscription,8,1633.53,13068.24
1162,594,add-on seats,7,1254.49,8781.43
1163,595,subscription,10,1971.11,19711.1
1164,596,usage overage,9,1092.18,9829.62
1165,596,add-on seats,5,1234.66,6173.3
1166,597,support plan,10,1798.24,17982.4
1167,597,subscription,1,1657.88,1657.88
1168,597,support plan,4,2119.2,8476.8
1169,598,add-on seats,3,282.87,848.61
1170,598,add-on seats,8,1010.42,8083.36
1171,598,onboarding services,5,1726.29,8631.45
1172,599,onboarding services,5,136.17,680.85
1173,599,onboarding services,5,1969.37,9846.85
1174,600,subscription,6,1993.89,11963.34
1175,601,add-on seats,8,1072.05,8576.4
1176,602,usage overage,2,1852.07,3704.14
1177,602,support plan,5,1709.54,8547.7
1178,602,usage overage,1,645.51,645.51
1179,603,add-on seats,4,409.55,1638.2
1180,603,subscription,7,2006.35,14044.45
1181,604,usage overage,10,610.6,6106.0
1182,604,subscription,10,356.64,3566.4
1183,605,usage overage,1,1438.73,1438.73
1184,606,subscription,7,635.23,4446.61
1185,607,add-on seats,8,1805.54,14444.32
1186,608,support plan,4,1311.48,5245.92
1187,609,add-on seats,1,998.21,998.21
1188,610,onboarding services,6,2068.88,12413.28
1189,611,subscription,8,1300.32,10402.56
1190,612,usage overage,2,1818.58,3637.16
1191,612,support plan,8,1428.35,11426.8
1192,612,subscription,9,661.16,5950.44
1193,613,onboarding services,5,2130.7,10653.5
1194,613,subscription,10,285.78,2857.8
1195,613,usage overage,6,1979.31,11875.86
1196,614,onboarding services,3,281.6,844.8
1197,615,onboarding services,4,633.43,2533.72
1198,615,subscription,2,441.82,883.64
1199,616,support plan,4,1069.83,4279.32
1200,617,onboarding services,4,436.74,1746.96
1201,617,usage overage,10,338.61,3386.1
1202,617,add-on seats,10,1655.26,16552.6
1203,618,onboarding services,5,952.45,4762.25
1204,618,subscription,1,938.22,938.22
1205,618,subscription,9,1651.47,14863.23
1206,619,usage overage,2,1680.0,3360.0
1207,619,onboarding services,5,468.5,2342.5
1208,620,usage overage,9,2072.25,18650.25
1209,620,support plan,8,2133.07,17064.56
1210,621,onboarding services,9,2086.48,18778.32
1211,621,onboarding services,9,1073.26,9659.34
1212,622,support plan,2,2018.46,4036.92
1213,623,usage overage,7,610.95,4276.65
1214,623,add-on seats,3,2122.1,6366.3
1215,623,onboarding services,10,2109.06,21090.6
1216,624,subscription,10,1771.52,17715.2
1217,625,onboarding services,4,1677.41,6709.64
1218,625,usage overage,4,1824.43,7297.72
1219,626,subscription,5,1139.26,5696.3
1220,627,usage overage,9,926.05,8334.45
1221,627,subscription,8,1763.35,14106.8
1222,628,support plan,9,1793.58,16142.22
1223,628,add-on seats,9,1667.2,15004.8
1224,628,onboarding services,3,1378.8,4136.4
1225,629,add-on seats,10,1974.98,19749.8
1226,629,subscription,7,1376.57,9635.99
1227,630,subscription,9,1341.93,12077.37
1228,630,onboarding services,3,195.72,587.16
1229,631,onboarding services,9,550.65,4955.85
1230,631,support plan,7,1546.88,10828.16
1231,631,add-on seats,1,1467.39,1467.39
1232,632,usage overage,2,793.95,1587.9
1233,632,subscription,1,1908.37,1908.37
1234,632,onboarding services,10,1301.23,13012.3
1235,633,add-on seats,8,1512.23,12097.84
1236,633,add-on seats,9,452.29,4070.61
1237,633,support plan,6,434.7,2608.2
1238,634,onboarding services,6,634.16,3804.96
1239,634,usage overage,4,1112.77,4451.08
1240,635,subscription,5,1423.63,7118.15
1241,636,add-on seats,9,879.84,7918.56
1242,636,usage overage,7,1210.45,8473.15
1243,636,usage overage,1,766.96,766.96
1244,637,support plan,8,1184.97,9479.76
1245,637,add-on seats,8,1660.07,13280.56
1246,637,usage overage,7,1930.89,13516.23
1247,638,subscription,7,439.77,3078.39
1248,638,support plan,6,1830.49,10982.94
1249,638,add-on seats,8,349.01,2792.08
1250,639,support plan,9,1314.04,11826.36
1251,639,usage overage,3,1500.47,4501.41
1252,640,support plan,1,1127.94,1127.94
1253,640,onboarding services,8,639.92,5119.36
1254,641,support plan,10,549.67,5496.7
1255,641,onboarding services,10,1693.52,16935.2
1256,642,onboarding services,3,402.43,1207.29
1257,642,support plan,4,941.69,3766.76
1258,642,onboarding services,6,1385.84,8315.04
1259,643,usage overage,10,781.6,7816.0
1260,643,onboarding services,1,1973.58,1973.58
1261,644,add-on seats,5,1091.93,5459.65
1262,644,onboarding services,9,2097.62,18878.58
1263,644,subscription,7,985.28,6896.96
1264,645,usage overage,10,185.07,1850.7
1265,645,onboarding services,7,1987.73,13914.11
1266,646,usage overage,10,1891.11,18911.1
1267,647,subscription,3,1327.65,3982.95
1268,647,usage overage,5,641.98,3209.9
1269,648,subscription,10,668.28,6682.8
1270,648,support plan,8,2153.18,17225.44
1271,648,support plan,10,1462.87,14628.7
1272,649,onboarding services,1,672.21,672.21
1273,649,subscription,3,458.37,1375.11
1274,650,onboarding services,2,1660.84,3321.68
1275,650,support plan,1,1685.32,1685.32
1276,651,add-on seats,5,1809.29,9046.45
1277,651,add-on seats,7,1893.9,13257.3
1278,651,onboarding services,9,196.86,1771.74
1279,652,add-on seats,10,2076.12,20761.2
1280,653,subscription,9,1262.12,11359.08
1281,653,support plan,10,1599.33,15993.3
1282,653,subscription,1,735.59,735.59
1283,654,usage overage,10,1082.93,10829.3
1284,654,add-on seats,10,758.27,7582.7
1285,655,onboarding services,2,93.26,186.52
1286,655,support plan,6,870.81,5224.86
1287,655,subscription,3,1925.94,5777.82
1288,656,support plan,9,2025.31,18227.79
1289,656,subscription,2,1949.33,3898.66
1290,656,support plan,5,951.28,4756.4
1291,657,onboarding services,7,2135.64,14949.48
1292,657,subscription,5,1556.2,7781.0
1293,658,usage overage,6,1984.2,11905.2
1294,659,onboarding services,3,1717.13,5151.39
1295,659,support plan,7,1374.14,9618.98
1296,659,subscription,4,1399.78,5599.12
1297,660,usage overage,1,950.35,950.35
1298,661,subscription,7,1198.2,8387.4
1299,661,support plan,8,1819.21,14553.68
1300,662,support plan,10,576.29,5762.9
1301,662,usage overage,8,1545.79,12366.32
1302,663,support plan,4,868.89,3475.56
1303,663,support plan,6,1101.64,6609.84
1304,663,add-on seats,6,223.94,1343.64
1305,664,onboarding services,1,457.46,457.46
1306,664,add-on seats,10,514.14,5141.4
1307,665,add-on seats,4,264.62,1058.48
1308,665,support plan,9,504.56,4541.04
1309,665,support plan,7,631.14,4417.98
1310,666,usage overage,7,1171.61,8201.27
1311,666,subscription,9,1763.73,15873.57
1312,666,onboarding services,8,1514.79,12118.32
1313,667,add-on seats,5,1611.59,8057.95
1314,668,add-on seats,5,659.65,3298.25
1315,668,subscription,2,2136.35,4272.7
1316,668,subscription,1,1412.9,1412.9
1317,669,usage overage,2,366.1,732.2
1318,670,usage overage,7,389.28,2724.96
1319,670,subscription,1,1578.58,1578.58
1320,671,subscription,4,311.41,1245.64
1321,672,support plan,10,1486.59,14865.9
1322,673,usage overage,9,1011.54,9103.86
1323,673,onboarding services,7,1480.61,10364.27
1324,673,add-on seats,5,528.3,2641.5
1325,674,add-on seats,5,445.26,2226.3
1326,674,onboarding services,6,1195.35,7172.1
1327,674,add-on seats,6,141.55,849.3
1328,675,support plan,1,1013.12,1013.12
1329,675,support plan,6,856.47,5138.82
1330,675,add-on seats,7,1622.05,11354.35
1331,676,add-on seats,5,1740.17,8700.85
1332,676,subscription,7,1482.98,10380.86
1333,677,usage overage,6,1805.14,10830.84
1334,678,support plan,1,1566.55,1566.55
1335,678,usage overage,2,615.98,1231.96
1336,678,onboarding services,3,2161.98,6485.94
1337,679,support plan,10,227.1,2271.0
1338,680,support plan,1,1170.97,1170.97
1339,681,subscription,4,646.85,2587.4
1340,682,onboarding services,6,977.86,5867.16
1341,683,usage overage,4,1117.08,4468.32
1342,683,support plan,8,939.62,7516.96
1343,684,onboarding services,7,1953.09,13671.63
1344,685,usage overage,4,2199.49,8797.96
1345,685,subscription,1,88.6,88.6
