po_id,vendor_id,ordered_on,amount,status,department
558,38,2024-07-23,37793.04,fulfilled,Operations
559,73,2024-09-28,4144.48,fulfilled,Sales
560,54,2023-11-11,38401.16,fulfilled,Operations
561,64,2024-09-13,20458.91,fulfilled,Marketing
562,44,2023-07-12,36427.43,fulfilled,Engineering
563,67,2023-07-01,17030.76,fulfilled,Sales
564,37,2023-11-05,8063.81,canceled,Engineering
565,68,2023-11-01,15707.34,fulfilled,Sales
566,73,2023-12-22,34646.7,fulfilled,Finance
567,63,2024-12-06,1979.4,open,Engineering
568,9,2024-01-17,11906.06,fulfilled,Finance
569,79,2023-09-19,38157.15,fulfilled,People
570,69,2023-07-12,7133.29,fulfilled,Finance
571,40,2024-06-07,33850.61,fulfilled,Sales
572,35,2024-07-03,39283.85,fulfilled,Finance
573,76,2024-09-24,30902.49,canceled,Support
574,70,2023-08-08,20752.5,fulfilled,Finance
575,59,2023-07-01,2185.13,fulfilled,People
576,76,2023-11-27,36640.67,fulfilled,Marketing
577,77,2023-10-24,24250.09,fulfilled,Sales
578,63,2024-07-23,19748.65,fulfilled,Product
579,62,2024-12-14,13143.66,fulfilled,Sales
580,49,2024-04-23,20907.81,fulfilled,Product
581,36,2024-09-02,38239.81,fulfilled,Engineering
582,46,2024-09-25,11333.81,fulfilled,Engineering
583,60,2024-03-21,8942.76,fulfilled,People
584,63,2024-02-18,34518.68,open,Support
585,16,2023-12-12,1892.15,open,Finance
586,19,2024-05-08,29702.49,fulfilled,Marketing
587,54,2024-11-23,13831.71,fulfilled,Marketing
588,21,2024-12-25,22076.42,fulfilled,Finance
589,54,2023-12-11,25157.53,fulfilled,Operations
590,44,2024-12-16,29522.94,fulfilled,People
591,20,2023-11-22,38216.34,open,Operations
592,70,2024-09-10,17782.43,open,Finance
593,36,2023-10-19,19788.51,fulfilled,Sales
594,30,2024-06-30,17196.73,fulfilled,Marketing
595,40,2024-03-27,35159.52,fulfilled,Product
596,45,2023-09-28,32416.43,fulfilled,Product
597,45,2023-08-17,21119.96,fulfilled,Operations
598,25,2023-08-08,38940.59,open,People
599,5,2023-12-14,18807.4,fulfilled,Marketing
600,61,2023-12-16,35230.8,fulfilled,Marketing
