bill_id,vendor_id,billed_on,due_on,amount,status
539,23,2024-06-04,2024-07-04,17157.75,paid
540,60,2024-11-03,2024-12-03,13171.36,paid
541,12,2024-01-18,2024-02-17,13955.16,paid
542,52,2023-10-11,2023-11-10,11551.82,paid
543,10,2024-12-21,2025-01-20,1489.85,paid
544,14,2023-08-19,2023-09-18,1515.27,paid
545,5,2023-07-14,2023-08-13,8114.16,paid
546,43,2024-04-27,2024-05-27,23094.47,paid
547,49,2023-12-22,2024-01-21,7670.56,paid
548,39,2023-07-26,2023-08-25,4406.0,paid
549,51,2024-01-18,2024-02-17,2842.32,paid
550,66,2024-10-29,2024-11-28,21802.9,overdue
551,18,2024-08-05,2024-09-04,24055.24,paid
552,6,2024-09-27,2024-10-27,14667.03,paid
553,9,2023-08-04,2023-09-03,12985.31,paid
554,54,2024-08-25,2024-09-24,4690.06,paid
555,49,2023-10-28,2023-11-27,3751.55,paid
556,21,2024-11-14,2024-12-14,2887.08,paid
557,1,2024-03-15,2024-04-14,7379.39,paid
558,73,2023-12-17,2024-01-16,13704.74,paid
559,8,2024-06-11,2024-07-11,20086.51,paid
560,28,2024-11-23,2024-12-23,18337.07,paid
561,29,2023-07-09,2023-08-08,20133.55,paid
562,2,2024-07-16,2024-08-15,6856.96,paid
563,17,2024-08-20,2024-09-19,15083.37,overdue
564,63,2024-11-30,2024-12-30,18877.52,open
565,74,2024-03-30,2024-04-29,17342.98,paid
566,57,2023-09-25,2023-10-25,1808.46,paid
567,76,2024-11-02,2024-12-02,503.99,open
568,15,2023-12-19,2024-01-18,21919.22,paid
569,71,2024-12-16,2025-01-15,11960.28,paid
570,53,2024-03-31,2024-04-30,7434.49,paid
571,72,2024-11-23,2024-12-23,12449.53,paid
572,43,2024-07-14,2024-08-13,6999.18,paid
573,37,2024-05-14,2024-06-13,9172.28,paid
574,29,2023-10-28,2023-11-27,12433.69,open
575,10,2024-04-07,2024-05-07,12640.96,paid
576,4,2024-01-09,2024-02-08,13413.3,paid
577,39,2023-12-23,2024-01-22,3085.21,paid
578,45,2024-11-09,2024-12-09,22679.7,paid
579,6,2023-10-08,2023-11-07,24220.17,paid
580,2,2024-02-26,2024-03-27,7882.41,paid
581,7,2024-09-27,2024-10-27,11268.3,paid
582,23,2023-08-29,2023-09-28,8533.25,paid
583,51,2024-11-12,2024-12-12,13343.8,paid
584,21,2023-11-13,2023-12-13,21569.73,overdue
585,14,2023-10-12,2023-11-11,7822.95,open
586,1,2023-10-04,2023-11-03,10600.3,paid
587,61,2023-12-04,2024-01-03,15981.96,paid
588,30,2024-06-03,2024-07-03,15389.29,paid
589,12,2024-08-03,2024-09-02,19945.77,overdue
590,22,2023-07-30,2023-08-29,14019.98,paid
591,51,2024-08-06,2024-09-05,18933.69,paid
592,75,2024-07-08,2024-08-07,3837.88,paid
593,22,2024-05-06,2024-06-05,14622.32,paid
594,39,2024-10-17,2024-11-16,15947.53,paid
595,74,2024-10-28,2024-11-27,2059.58,paid
596,53,2024-11-30,2024-12-30,20870.04,open
597,73,2024-12-30,2025-01-29,9245.61,paid
598,32,2024-03-07,2024-04-06,18332.06,paid
599,19,2023-11-14,2023-12-14,8389.4,open
600,80,2023-09-16,2023-10-16,2232.1,paid
601,31,2023-10-08,2023-11-07,2090.9,paid
602,73,2024-07-30,2024-08-29,12878.99,paid
603,65,2023-11-02,2023-12-02,8911.25,paid
604,11,2024-05-17,2024-06-16,10587.8,paid
605,21,2024-11-05,2024-12-05,21189.99,paid
606,51,2024-06-05,2024-07-05,5683.9,paid
607,80,2024-03-18,2024-04-17,16728.05,overdue
608,30,2024-09-05,2024-10-05,5399.8,paid
609,50,2024-11-03,2024-12-03,24334.14,paid
610,26,2024-04-10,2024-05-10,13696.49,paid
611,47,2024-06-26,2024-07-26,8231.11,open
612,72,2024-12-13,2025-01-12,20829.33,paid
613,31,2024-06-18,2024-07-18,19534.92,paid
614,53,2024-01-19,2024-02-18,3937.33,paid
615,6,2024-07-28,2024-08-27,6558.95,paid
616,6,2024-05-14,2024-06-13,22413.75,overdue
617,40,2024-03-08,2024-04-07,10156.89,paid
618,56,2023-12-31,2024-01-30,23640.08,paid
619,5,2024-11-20,2024-12-20,13039.94,paid
620,1,2023-12-19,2024-01-18,13143.93,paid
621,27,2024-07-18,2024-08-17,21888.86,paid
622,8,2024-02-03,2024-03-04,12225.24,paid
623,80,2024-04-11,2024-05-11,13317.39,paid
624,73,2024-01-09,2024-02-08,12362.62,paid
625,5,2024-03-10,2024-04-09,9731.94,paid
626,17,2023-10-19,2023-11-18,11121.52,paid
627,52,2024-08-21,2024-09-20,19857.03,paid
628,42,2024-01-21,2024-02-20,15697.35,paid
629,75,2023-11-07,2023-12-07,15100.58,paid
630,8,2023-08-03,2023-09-02,11666.01,paid
631,13,2023-12-06,2024-01-05,3229.9,paid
632,11,2024-07-20,2024-08-19,17414.83,paid
633,36,2023-10-04,2023-11-03,208.1,paid
634,38,2023-09-06,2023-10-06,5864.25,paid
635,42,2024-06-19,2024-07-19,12502.05,paid
636,59,2024-07-17,2024-08-16,1747.95,paid
637,26,2024-01-04,2024-02-03,19910.68,paid
638,70,2024-08-19,2024-09-18,22778.57,paid
639,36,2024-01-15,2024-02-14,24937.76,open
640,18,2024-02-28,2024-03-29,3086.94,open
641,24,2024-01-01,2024-01-31,4634.6,paid
642,71,2024-08-03,2024-09-02,10903.82,paid
643,48,2023-09-25,2023-10-25,873.67,paid
644,24,2024-05-23,2024-06-22,23417.97,paid
645,54,2024-06-20,2024-07-20,6761.24,paid
646,5,2023-10-11,2023-11-10,10628.86,paid
647,50,2023-12-17,2024-01-16,4829.93,paid
648,2,2024-02-03,2024-03-04,21731.85,open
649,19,2023-08-11,2023-09-10,21515.22,overdue
650,75,2024-07-20,2024-08-19,22429.65,paid
651,34,2024-03-05,2024-04-04,20449.62,paid
652,8,2024-07-15,2024-08-14,2323.23,paid
653,51,2024-11-06,2024-12-06,14243.52,paid
654,4,2024-11-21,2024-12-21,17870.28,paid
655,60,2024-06-28,2024-07-28,20206.22,open
656,80,2024-07-14,2024-08-13,1394.95,paid
657,58,2024-02-20,2024-03-21,11818.73,paid
658,32,2023-09-08,2023-10-08,3698.85,paid
659,41,2024-08-23,2024-09-22,21355.59,open
660,78,2024-11-04,2024-12-04,3598.32,paid
661,8,2024-08-30,2024-09-29,23023.06,paid
662,5,2024-12-25,2025-01-24,10739.3,paid
663,30,2024-05-06,2024-06-05,2123.84,paid
664,56,2024-07-08,2024-08-07,6453.35,open
665,42,2024-06-27,2024-07-27,3396.55,paid
666,33,2024-12-31,2025-01-30,20981.18,paid
667,69,2024-05-28,2024-06-27,20421.78,paid
668,6,2023-08-26,2023-09-25,1040.11,paid
669,41,2023-11-30,2023-12-30,10158.54,overdue
670,47,2023-07-30,2023-08-29,20285.02,paid
671,80,2023-07-03,2023-08-02,21895.0,paid
672,44,2024-09-19,2024-10-19,23370.06,paid
673,30,2024-04-24,2024-05-24,9550.25,paid
674,11,2024-01-24,2024-02-23,18748.74,paid
675,57,2024-09-20,2024-10-20,8499.14,paid
676,50,2024-07-21,2024-08-20,1626.37,paid
677,11,2024-03-18,2024-04-17,13072.87,paid
678,36,2024-03-30,2024-04-29,13838.81,paid
679,19,2024-06-20,2024-07-20,24238.5,open
680,23,2024-12-13,2025-01-12,20871.62,paid
681,76,2024-06-11,2024-07-11,10300.13,paid
682,7,2024-01-31,2024-03-01,6348.49,paid
683,21,2024-01-21,2024-02-20,4759.74,paid
684,44,2023-10-08,2023-11-07,6553.46,paid
685,7,2023-12-20,2024-01-19,24561.59,paid
686,5,2023-11-26,2023-12-26,8670.51,paid
687,69,2024-06-16,2024-07-16,14789.94,paid
688,33,2023-07-17,2023-08-16,5613.37,open
689,41,2023-10-21,2023-11-20,16875.82,open
690,26,2024-10-18,2024-11-17,20308.47,paid
691,79,2024-02-06,2024-03-07,4154.2,paid
692,59,2024-04-08,2024-05-08,7631.04,open
693,14,2023-09-22,2023-10-22,22392.95,paid
694,58,2024-02-04,2024-03-05,15246.87,paid
695,3,2024-05-18,2024-06-17,16618.1,paid
696,29,2023-09-22,2023-10-22,7275.58,paid
697,42,2024-06-01,2024-07-01,6042.72,open
698,69,2024-06-22,2024-07-22,10828.48,paid
699,3,2023-08-14,2023-09-13,1410.12,paid
700,79,2023-09-09,2023-10-09,15969.75,paid
701,32,2024-12-24,2025-01-23,22364.49,paid
702,62,2024-08-13,2024-09-12,5241.03,paid
703,48,2023-08-12,2023-09-11,5480.56,paid
704,62,2024-05-18,2024-06-17,20759.06,paid
705,60,2024-01-23,2024-02-22,23906.25,overdue
706,74,2023-11-19,2023-12-19,712.46,paid
707,39,2024-08-06,2024-09-05,4772.92,open
708,73,2024-01-01,2024-01-31,1179.08,paid
709,22,2023-10-29,2023-11-28,11804.22,open
710,2,2024-04-03,2024-05-03,4102.76,paid
711,45,2024-07-28,2024-08-27,6049.74,paid
712,75,2023-10-08,2023-11-07,1455.0,open
713,65,2024-12-20,2025-01-19,6569.47,paid
714,11,2024-07-07,2024-08-06,6662.12,paid
715,60,2024-04-28,2024-05-28,24565.5,paid
716,31,2023-12-03,2024-01-02,3731.57,paid
717,56,2023-07-15,2023-08-14,20643.04,paid
718,60,2024-12-08,2025-01-07,5597.11,paid
719,43,2023-07-02,2023-08-01,12451.55,paid
720,4,2023-08-16,2023-09-15,17748.49,paid
721,65,2023-08-18,2023-09-17,23356.75,paid
722,55,2023-07-26,2023-08-25,5623.13,paid
723,28,2024-09-02,2024-10-02,22237.39,paid
724,22,2023-10-03,2023-11-02,14444.18,paid
725,71,2023-11-16,2023-12-16,5155.34,paid
726,43,2023-08-13,2023-09-12,10312.67,paid
727,79,2024-04-07,2024-05-07,22639.85,paid
728,15,2023-10-09,2023-11-08,14642.98,paid
729,20,2024-02-21,2024-03-22,6150.83,paid
730,22,2024-08-11,2024-09-10,21403.5,paid
731,72,2024-01-13,2024-02-12,22155.61,paid
732,10,2023-08-26,2023-09-25,1958.63,overdue
733,3,2023-09-30,2023-10-30,19260.53,paid
734,74,2024-10-30,2024-11-29,19219.18,paid
735,30,2023-08-06,2023-09-05,19946.86,paid
736,26,2024-07-05,2024-08-04,2114.73,paid
737,56,2024-03-16,2024-04-15,23175.97,paid
738,59,2024-03-18,2024-04-17,23811.37,overdue
739,63,2023-11-14,2023-12-14,20392.65,paid
740,53,2024-09-21,2024-10-21,14239.87,paid
741,41,2023-08-02,2023-09-01,12655.91,paid
742,68,2024-07-20,2024-08-19,410.95,open
743,48,2023-09-24,2023-10-24,5264.85,open
744,44,2024-11-23,2024-12-23,24363.5,paid
745,5,2024-05-08,2024-06-07,11456.3,paid
746,59,2024-11-13,2024-12-13,3973.1,paid
747,69,2024-11-13,2024-12-13,280.31,paid
748,50,2024-11-17,2024-12-17,17419.1,paid
749,66,2023-10-29,2023-11-28,13422.58,paid
750,7,2024-06-25,2024-07-25,905.93,paid
751,80,2024-02-03,2024-03-04,12250.41,paid
752,45,2024-09-25,2024-10-25,20612.59,paid
753,49,2024-03-12,2024-04-11,12299.29,paid
754,27,2024-07-20,2024-08-19,1753.85,paid
755,24,2023-10-21,2023-11-20,14539.02,paid
756,43,2024-10-16,2024-11-15,12173.86,paid
757,1,2024-03-25,2024-04-24,24642.01,open
758,26,2024-07-28,2024-08-27,8433.2,overdue
759,9,2023-08-30,2023-09-29,7276.63,paid
760,16,2023-08-12,2023-09-11,1269.08,paid
761,52,2024-06-18,2024-07-18,20104.94,paid
762,7,2024-10-10,2024-11-09,3029.62,paid
763,78,2024-04-04,2024-05-04,4393.65,open
764,2,2023-11-22,2023-12-22,9215.02,open
765,9,2024-10-29,2024-11-28,13364.44,paid
766,6,2023-08-07,2023-09-06,16475.37,open
767,32,2024-06-01,2024-07-01,20685.71,paid
768,56,2024-05-26,2024-06-25,2168.33,paid
769,35,2023-11-09,2023-12-09,10865.62,paid
770,53,2023-09-25,2023-10-25,5533.94,paid
771,46,2024-07-02,2024-08-01,22600.44,paid
772,2,2024-12-17,2025-01-16,5415.33,paid
773,12,2024-01-09,2024-02-08,10855.36,paid
774,38,2023-10-11,2023-11-10,15771.77,overdue
775,21,2024-10-17,2024-11-16,10475.79,paid
776,20,2023-09-14,2023-10-14,17378.44,paid
777,19,2024-12-21,2025-01-20,19576.25,open
778,70,2024-10-12,2024-11-11,24765.71,paid
779,49,2024-01-01,2024-01-31,10307.12,paid
780,8,2023-09-12,2023-10-12,5227.33,paid
781,47,2024-06-17,2024-07-17,11148.45,paid
782,16,2024-01-17,2024-02-16,1462.6,paid
783,26,2024-05-23,2024-06-22,405.31,paid
784,39,2023-11-28,2023-12-28,7164.31,paid
785,39,2024-11-16,2024-12-16,11618.1,paid
786,20,2024-07-10,2024-08-09,12224.67,paid
787,6,2024-05-27,2024-06-26,13139.64,paid
788,71,2024-04-09,2024-05-09,3544.49,paid
789,27,2024-01-29,2024-02-28,1570.29,overdue
790,22,2023-12-30,2024-01-29,13776.57,paid
791,60,2024-07-26,2024-08-25,21884.65,paid
792,15,2024-11-09,2024-12-09,5142.39,open
793,72,2023-11-28,2023-12-28,19355.67,paid
794,75,2023-12-06,2024-01-05,15541.11,paid
795,32,2024-04-25,2024-05-25,2803.66,paid
796,48,2023-12-16,2024-01-15,16053.89,paid
797,8,2024-06-13,2024-07-13,4682.78,paid
798,29,2024-03-30,2024-04-29,3047.66,paid
799,10,2023-12-27,2024-01-26,19982.81,paid
800,5,2024-09-03,2024-10-03,12861.93,paid
