expense_id,incurred_on,department,category,amount,description
565,2023-11-06,People,recruiting,3890.18,client dinner
566,2024-05-12,Sales,recruiting,2841.69,cloud overage
567,2024-12-04,Product,events,1270.85,job board
568,2023-12-14,Product,travel,2014.09,team offsite
569,2024-10-26,Finance,cloud,1247.58,laptop
570,2024-06-17,Sales,events,96.23,training course
571,2023-07-12,Product,software,2936.7,client dinner
572,2023-07-27,Engineering,cloud,3402.92,client dinner
573,2024-01-20,Engineering,cloud,1468.11,conference travel
574,2023-12-27,Support,office,3689.9,laptop
575,2024-10-16,Sales,events,3575.19,job board
576,2024-10-09,Marketing,training,3515.93,job board
577,2024-03-27,Operations,software,1103.33,training course
578,2024-11-04,Operations,training,1212.7,client dinner
579,2024-05-31,Operations,recruiting,1418.26,job board
580,2024-08-31,Engineering,training,3709.45,conference travel
581,2024-12-21,Engineering,events,3008.82,conference travel
582,2023-09-11,Finance,software,2952.21,job board
583,2023-10-28,Finance,software,77.47,job board
584,2024-07-14,Product,training,2761.22,training course
585,2024-08-16,Finance,cloud,642.47,client dinner
586,2024-10-06,Product,cloud,3265.43,laptop
587,2023-08-03,Support,events,2420.09,conference travel
588,2023-08-11,Operations,travel,355.75,cloud overage
589,2023-07-04,Support,software,1922.95,laptop
590,2024-10-25,Engineering,training,2138.61,training course
591,2024-08-18,Support,travel,1008.28,job board
592,2024-05-24,Support,recruiting,662.82,job board
593,2024-12-04,Product,cloud,1658.2,job board
594,2023-08-26,Marketing,recruiting,3056.85,training course
595,2024-06-05,Marketing,office,3510.49,client dinner
596,2023-10-02,Marketing,recruiting,3031.25,cloud overage
597,2023-10-10,People,cloud,717.59,job board
598,2023-08-26,Marketing,software,2236.19,training course
599,2024-05-10,Support,software,3395.42,client dinner
600,2024-10-25,Product,cloud,3759.44,laptop
601,2023-10-23,Engineering,travel,207.07,team offsite
602,2024-10-26,Support,recruiting,2386.09,job board
603,2023-08-31,Product,software,1973.28,conference travel
604,2024-12-14,Engineering,travel,3233.23,client dinner
605,2023-07-10,Finance,office,3312.16,cloud overage
606,2024-06-29,People,office,3185.01,cloud overage
607,2024-10-30,Support,office,1500.38,cloud overage
608,2024-05-11,Support,training,2259.63,team offsite
609,2024-08-15,Support,events,2766.11,cloud overage
610,2024-03-22,Finance,recruiting,1385.78,conference travel
611,2024-08-09,Engineering,cloud,573.05,team offsite
612,2024-07-27,Operations,cloud,2611.27,conference travel
613,2024-11-27,People,cloud,679.19,laptop
614,2023-10-24,Finance,training,2884.94,cloud overage
615,2023-07-03,Engineering,cloud,1043.26,cloud overage
616,2024-10-24,Support,recruiting,1722.39,client dinner
617,2024-01-31,Support,cloud,1987.6,cloud overage
618,2024-03-16,Sales,recruiting,1723.04,laptop
619,2024-12-31,Support,travel,2223.96,laptop
620,2023-09-12,Operations,software,1238.28,laptop
621,2023-09-02,Product,office,37.73,team offsite
622,2024-02-15,Finance,office,1543.27,training course
623,2024-10-27,Marketing,recruiting,3620.08,training course
624,2024-01-04,Product,travel,668.17,conference travel
625,2024-01-08,Product,recruiting,575.9,job board
626,2023-08-05,Operations,software,1516.58,cloud overage
627,2024-02-22,Support,recruiting,3389.56,team offsite
628,2024-11-30,Support,training,2288.48,job board
629,2024-10-20,Operations,training,2632.25,training course
630,2024-09-24,Product,training,823.25,training course
631,2023-12-01,Operations,software,3696.67,training course
632,2023-11-22,People,training,1508.35,conference travel
633,2023-12-18,Product,training,1954.04,job board
634,2024-03-31,Marketing,travel,2111.69,training course
635,2024-05-13,Support,software,1144.23,job board
636,2023-07-06,Engineering,events,3333.24,job board
637,2024-11-04,Product,software,600.04,client dinner
638,2024-05-31,Operations,recruiting,2405.7,training course
639,2024-01-10,Finance,office,2776.39,job board
640,2023-11-04,Sales,cloud,3600.37,cloud overage
641,2023-10-21,Product,training,668.88,cloud overage
642,2024-02-09,Sales,recruiting,1619.87,job board
643,2024-03-22,Support,travel,1849.35,laptop
644,2024-10-05,Marketing,travel,845.36,cloud overage
645,2023-07-24,Sales,training,1633.76,conference travel
646,2024-07-04,Sales,office,2282.69,client dinner
647,2024-12-29,Operations,recruiting,552.51,laptop
648,2024-09-11,Product,recruiting,1761.83,client dinner
649,2024-09-04,Support,events,144.39,conference travel
650,2024-09-11,People,office,1865.34,cloud overage
651,2023-12-02,Engineering,travel,3512.43,team offsite
652,2024-01-03,Engineering,cloud,2463.89,client dinner
653,2024-06-28,Sales,training,3687.37,training course
654,2024-11-18,People,office,2416.31,training course
655,2024-09-18,Finance,events,3796.93,training course
656,2024-08-17,Finance,events,2166.56,laptop
657,2024-03-19,Finance,recruiting,813.09,laptop
658,2024-11-18,Support,software,1512.54,cloud overage
659,2023-10-09,Operations,software,2431.44,cloud overage
660,2023-08-30,Sales,travel,2854.44,cloud overage
661,2023-09-08,People,recruiting,3128.56,client dinner
662,2023-09-10,People,events,519.78,training course
663,2023-09-01,Sales,recruiting,2757.09,team offsite
664,2023-08-20,Support,events,553.06,training course
665,2023-09-02,Product,training,730.53,training course
666,2024-11-18,People,software,2303.63,client dinner
667,2024-01-20,Marketing,recruiting,133.34,job board
668,2024-01-28,Sales,events,3212.66,client dinner
669,2023-08-30,Marketing,training,3936.66,job board
670,2024-02-22,Support,training,1340.77,training course
671,2023-08-29,Engineering,events,3699.61,team offsite
672,2024-08-24,Product,events,789.58,cloud overage
673,2024-06-27,Sales,recruiting,2436.35,conference travel
674,2023-08-12,Sales,office,2590.3,laptop
675,2024-04-14,Support,cloud,749.63,team offsite
676,2023-08-16,Operations,training,1546.62,training course
677,2023-09-15,Marketing,training,3309.53,job board
678,2024-07-15,Operations,recruiting,3329.38,client dinner
679,2024-01-05,Support,recruiting,256.76,job board
680,2024-09-11,People,training,3494.92,laptop
681,2023-11-21,Marketing,cloud,682.74,job board
682,2024-09-24,People,travel,334.16,conference travel
683,2024-01-22,Finance,recruiting,2245.62,conference travel
684,2024-05-17,Engineering,events,1785.04,cloud overage
685,2023-12-14,People,cloud,2633.85,client dinner
686,2024-11-16,Finance,training,2005.3,job board
687,2024-02-02,Sales,cloud,3877.82,conference travel
688,2024-05-16,People,travel,2154.2,team offsite
689,2024-11-28,Finance,software,3757.2,team offsite
690,2023-07-19,Engineering,cloud,1822.61,team offsite
691,2023-11-02,Support,events,382.41,team offsite
692,2023-08-30,Marketing,events,2574.57,client dinner
693,2024-01-05,Engineering,training,401.03,client dinner
694,2024-02-17,Sales,cloud,3203.68,team offsite
695,2023-07-04,Operations,cloud,400.66,training course
696,2024-04-16,Marketing,travel,271.2,client dinner
697,2024-05-23,Product,cloud,1945.27,job board
698,2023-11-17,Engineering,recruiting,3527.16,client dinner
699,2024-09-21,Engineering,recruiting,288.96,conference travel
700,2024-11-12,Marketing,events,134.43,cloud overage
701,2024-04-12,Engineering,travel,3814.09,client dinner
702,2024-08-10,Sales,training,309.96,cloud overage
703,2024-09-11,Sales,recruiting,3247.6,team offsite
704,2023-12-18,Finance,office,607.23,training course
705,2024-05-11,People,cloud,1923.1,cloud overage
706,2024-02-26,Engineering,office,2536.51,training course
707,2024-01-13,Operations,office,301.97,client dinner
708,2023-10-10,Marketing,software,3769.41,team offsite
709,2024-09-19,Operations,office,1143.52,conference travel
710,2023-10-09,People,software,2433.56,conference travel
711,2024-03-30,Engineering,training,1551.75,cloud overage
712,2024-02-14,Product,recruiting,2251.29,job board
713,2024-07-09,Marketing,software,229.23,conference travel
714,2023-07-24,Sales,events,709.5,job board
715,2024-07-31,Marketing,cloud,1721.82,job board
716,2024-07-06,Sales,training,1720.58,client dinner
717,2024-08-14,Marketing,events,484.38,job board
718,2023-08-11,Operations,software,131.06,conference travel
719,2023-07-16,Support,training,197.58,cloud overage
720,2024-10-11,Engineering,travel,772.63,laptop
721,2024-11-08,Support,travel,3568.19,training course
722,2024-08-05,Finance,software,2014.56,job board
723,2023-08-03,Sales,software,3563.8,cloud overage
724,2024-07-22,Sales,cloud,3869.99,cloud overage
725,2024-05-29,Engineering,office,2959.98,training course
726,2024-04-26,Product,office,1955.08,job board
727,2023-07-16,Marketing,software,3430.09,training course
728,2023-11-08,Finance,office,689.94,laptop
729,2024-12-24,Support,training,3540.8,client dinner
730,2024-08-02,Marketing,recruiting,1790.36,client dinner
731,2023-10-27,Product,software,2558.05,job board
732,2024-05-10,Marketing,cloud,3101.23,job board
733,2024-05-06,Sales,recruiting,1780.19,job board
734,2024-07-20,Product,events,2830.5,training course
735,2023-08-22,Sales,travel,2793.72,client dinner
736,2024-05-16,Sales,events,1028.76,client dinner
737,2024-04-22,Sales,cloud,2013.44,team offsite
738,2024-03-16,Sales,cloud,1220.59,team offsite
739,2024-07-30,Engineering,cloud,2724.23,laptop
740,2023-12-14,Operations,recruiting,2492.49,cloud overage
741,2023-11-05,People,software,3938.31,training course
742,2024-12-31,People,office,3693.01,cloud overage
743,2023-11-16,People,training,1297.81,team offsite
744,2024-10-24,Support,events,3971.93,cloud overage
745,2024-09-02,Sales,events,3587.13,team offsite
746,2024-02-10,Finance,events,2630.7,job board
747,2024-11-11,People,travel,3511.05,training course
748,2024-08-29,Finance,recruiting,3691.72,client dinner
749,2023-11-05,Operations,cloud,1570.17,cloud overage
750,2023-08-29,People,events,3459.79,laptop
751,2023-09-22,Engineering,cloud,1464.27,laptop
752,2024-09-05,Support,training,3614.46,job board
753,2024-05-26,Sales,software,1992.2,team offsite
754,2023-09-07,People,training,2202.52,laptop
755,2024-06-14,Engineering,travel,3935.36,laptop
756,2024-10-24,Finance,events,3700.42,job board
757,2024-03-21,People,recruiting,106.75,job board
758,2024-03-24,Engineering,recruiting,1060.15,conference travel
759,2024-05-09,Product,office,2934.71,job board
760,2024-09-20,Operations,office,3923.4,conference travel
761,2024-06-10,Product,cloud,1233.72,laptop
762,2024-12-18,Finance,cloud,1601.98,conference travel
763,2024-07-31,People,events,1235.18,laptop
764,2024-10-28,Engineering,cloud,2099.58,job board
765,2024-09-03,Engineering,training,252.03,team offsite
766,2024-06-28,Support,software,79.93,training course
767,2023-11-13,People,office,2134.01,team offsite
768,2024-06-28,Operations,events,1378.23,training course
769,2024-03-11,Engineering,recruiting,2900.29,training course
770,2024-01-01,Product,software,1065.46,job board
771,2024-01-23,Finance,recruiting,1782.92,conference travel
772,2024-01-13,Finance,events,1821.45,client dinner
773,2024-08-03,Engineering,events,3371.34,job board
774,2023-12-02,Engineering,travel,1327.83,training course
775,2024-06-01,Engineering,recruiting,1976.87,laptop
776,2024-03-17,Engineering,training,1975.37,client dinner
777,2024-01-19,People,training,1493.68,job board
778,2023-11-01,Product,training,2379.93,laptop
779,2024-08-17,Product,events,66.92,job board
780,2024-01-04,Engineering,travel,894.5,job board
781,2024-12-14,Sales,cloud,1770.07,conference travel
782,2023-11-11,Finance,travel,2536.93,team offsite
783,2024-04-27,Sales,travel,3253.5,client dinner
784,2024-12-12,Finance,recruiting,3994.83,conference travel
785,2023-08-05,Product,events,1241.06,conference travel
786,2023-10-29,Sales,training,3394.85,laptop
787,2023-12-06,Engineering,events,2004.34,conference travel
788,2023-07-25,People,travel,3162.14,laptop
789,2023-10-11,Sales,events,3240.55,client dinner
790,2024-06-22,Marketing,events,1119.19,cloud overage
791,2024-02-15,People,training,3810.41,cloud overage
792,2024-03-07,Finance,events,1235.45,conference travel
793,2023-09-02,Support,recruiting,3515.35,conference travel
794,2023-09-16,Operations,travel,1151.42,laptop
795,2024-07-28,Finance,training,2962.37,client dinner
796,2024-10-26,Support,training,1807.62,client dinner
797,2024-08-18,Product,recruiting,1701.86,team offsite
798,2023-11-10,Product,software,752.42,team offsite
799,2024-05-26,Sales,training,1851.36,training course
800,2024-07-23,Product,office,924.56,client dinner
801,2023-09-20,Support,recruiting,393.53,team offsite
802,2024-05-02,Product,events,596.12,cloud overage
803,2024-04-06,Product,travel,3765.82,training course
804,2023-11-14,Sales,travel,2843.9,training course
805,2024-02-29,Engineering,cloud,527.19,training course
806,2023-07-17,Support,events,392.44,client dinner
807,2024-09-25,Finance,recruiting,1643.27,conference travel
808,2023-09-05,Sales,travel,2328.91,team offsite
809,2024-02-14,Product,events,286.78,laptop
810,2023-09-25,Product,training,3808.61,laptop
811,2024-10-13,Operations,events,1574.93,conference travel
812,2023-10-13,Sales,software,899.34,team offsite
813,2023-12-14,Product,recruiting,750.42,client dinner
814,2023-08-17,Finance,cloud,3309.12,laptop
815,2024-06-15,People,cloud,253.06,job board
816,2024-10-06,People,office,1051.46,job board
817,2024-09-26,Operations,events,80.59,laptop
818,2024-03-26,Finance,cloud,1802.3,training course
819,2023-07-21,Support,recruiting,1257.2,cloud overage
820,2024-08-22,Product,recruiting,336.87,cloud overage
821,2024-01-28,Engineering,events,434.03,laptop
822,2024-12-01,Marketing,recruiting,3576.54,job board
823,2024-12-20,Product,events,2755.89,conference travel
824,2023-07-06,Finance,travel,3875.57,job board
825,2023-11-08,Support,travel,1048.18,cloud overage
826,2024-05-17,Marketing,software,3136.72,laptop
827,2024-12-10,Sales,recruiting,701.52,conference travel
828,2024-07-23,Marketing,events,1963.82,laptop
829,2024-08-03,Engineering,cloud,88.26,conference travel
830,2023-08-31,Sales,recruiting,3551.99,laptop
831,2023-08-04,Product,cloud,310.67,cloud overage
832,2023-08-04,Engineering,office,856.25,job board
833,2024-06-09,Engineering,software,2634.67,training course
834,2024-11-05,Finance,events,676.53,laptop
835,2023-07-09,Marketing,software,3444.62,job board
836,2024-10-23,Marketing,office,1135.33,client dinner
837,2024-02-17,Operations,travel,301.53,team offsite
838,2024-01-29,Finance,recruiting,2993.01,team offsite
839,2024-08-01,Operations,office,3014.15,job board
840,2023-07-14,People,office,1166.11,job board
841,2024-08-27,Engineering,training,1243.58,client dinner
842,2024-01-14,Finance,travel,1487.89,training course
843,2024-05-18,People,software,1210.98,job board
844,2024-06-06,Support,travel,3400.99,conference travel
845,2023-10-19,Engineering,recruiting,2947.84,training course
846,2024-09-12,People,training,3444.63,conference travel
847,2024-10-10,Engineering,cloud,1590.72,job board
848,2024-04-18,Sales,travel,397.8,training course
849,2023-09-22,People,cloud,1634.83,client dinner
850,2024-12-05,Finance,training,3756.25,training course
851,2023-10-03,Support,travel,67.17,cloud overage
852,2024-09-07,Product,events,2541.51,cloud overage
853,2024-01-31,People,software,445.3,training course
854,2024-08-02,Sales,travel,1901.82,job board
855,2024-09-12,Product,recruiting,2817.52,cloud overage
856,2024-05-31,People,cloud,1778.73,cloud overage
857,2024-11-16,Sales,travel,3985.85,cloud overage
858,2024-07-03,Support,events,2130.87,training course
859,2024-06-16,Sales,training,404.67,team offsite
860,2024-05-26,Engineering,software,1009.42,cloud overage
861,2024-02-25,Support,recruiting,2539.67,conference travel
862,2024-10-22,Marketing,events,320.72,training course
863,2024-12-10,People,recruiting,2042.55,client dinner
864,2023-09-19,Operations,cloud,968.18,team offsite
865,2024-01-25,Engineering,training,3189.79,client dinner
866,2023-11-25,People,cloud,3239.9,team offsite
867,2024-10-08,Engineering,events,338.27,conference travel
868,2024-08-05,Support,software,343.21,cloud overage
869,2024-01-26,Support,cloud,2708.32,laptop
870,2024-09-28,People,events,237.65,laptop
871,2024-12-02,Marketing,recruiting,3453.1,cloud overage
872,2024-06-26,Finance,training,476.81,cloud overage
873,2024-07-13,Finance,office,1546.52,conference travel
874,2024-09-19,Support,recruiting,290.2,training course
875,2023-07-01,People,recruiting,1136.7,training course
876,2024-04-04,Sales,office,1922.58,job board
877,2023-09-12,Marketing,travel,1088.73,cloud overage
878,2024-06-17,People,events,2448.07,conference travel
879,2024-01-04,Engineering,software,1857.28,training course
880,2023-10-11,Marketing,software,3525.7,job board
881,2024-02-08,Finance,cloud,1874.53,job board
882,2024-04-13,Finance,software,2637.14,training course
883,2023-10-26,People,cloud,2743.1,training course
884,2024-01-22,Operations,software,3909.01,job board
885,2024-05-24,Engineering,events,1620.81,job board
886,2023-12-04,Finance,recruiting,1474.39,team offsite
887,2024-07-05,Finance,training,813.5,client dinner
888,2024-11-01,Marketing,training,3946.98,cloud overage
889,2024-10-15,Product,travel,2401.65,training course
890,2023-08-28,Marketing,recruiting,3021.81,job board
891,2023-11-10,Marketing,software,181.89,team offsite
892,2024-11-07,Support,cloud,3949.58,training course
893,2024-03-18,People,cloud,2757.13,team offsite
894,2023-12-20,Marketing,travel,2936.22,team offsite
895,2024-06-10,Sales,software,1724.17,job board
896,2024-12-03,Sales,recruiting,1453.39,job board
897,2024-10-11,Engineering,travel,524.45,cloud overage
898,2024-01-24,Product,recruiting,3488.42,job board
899,2024-09-20,Operations,training,1855.93,cloud overage
900,2024-02-02,Engineering,travel,3956.51,team offsite
901,2023-11-23,People,events,2179.47,laptop
902,2024-11-27,Support,cloud,493.29,training course
903,2023-08-07,Marketing,travel,2577.7,client dinner
904,2024-03-27,Support,software,2336.81,training course
905,2024-10-18,Support,events,2075.95,job board
906,2024-09-24,Sales,events,1141.7,client dinner
907,2024-12-09,People,travel,3946.92,job board
908,2023-08-19,Sales,recruiting,445.12,team offsite
909,2024-08-29,People,training,1036.19,training course
910,2023-10-06,Engineering,software,928.3,conference travel
911,2024-02-22,Marketing,travel,1693.87,client dinner
912,2024-03-17,Engineering,recruiting,640.35,laptop
913,2024-03-21,Support,training,1082.18,training course
914,2024-03-02,Marketing,training,932.48,job board
915,2023-11-17,Sales,software,3008.55,team offsite
916,2023-12-25,Operations,travel,2409.27,team offsite
917,2024-01-29,Product,events,1673.11,conference travel
918,2024-10-20,Product,software,2013.58,laptop
919,2024-01-06,People,office,2857.31,team offsite
920,2024-03-02,Sales,software,1655.61,team offsite
921,2024-04-05,Finance,training,599.15,conference travel
922,2024-06-09,Engineering,recruiting,3737.48,cloud overage
923,2024-10-11,Finance,training,1309.65,training course
924,2023-12-23,Finance,software,3601.89,laptop
925,2024-09-02,Sales,software,31.83,job board
926,2024-08-21,Product,cloud,3768.84,laptop
927,2023-08-15,Sales,training,830.19,client dinner
928,2023-12-25,Product,recruiting,704.43,cloud overage
929,2024-05-24,Product,office,1096.53,job board
930,2024-01-13,Product,software,446.41,team offsite
931,2024-09-03,Sales,cloud,3016.17,client dinner
932,2024-02-12,Sales,recruiting,90.78,client dinner
933,2023-10-04,Engineering,travel,1906.8,cloud overage
934,2023-12-10,Engineering,events,2214.24,client dinner
935,2024-04-10,Support,cloud,3099.56,team offsite
936,2024-04-14,Support,events,3132.59,client dinner
937,2024-10-16,Sales,recruiting,2251.57,training course
938,2023-08-06,Engineering,recruiting,3904.7,cloud overage
939,2023-12-03,Support,software,1882.68,training course
940,2024-07-15,Support,travel,2360.64,client dinner
941,2024-10-05,Finance,events,2781.43,client dinner
942,2024-09-20,Product,travel,2163.11,cloud overage
943,2023-07-22,Support,training,2177.64,client dinner
944,2023-07-08,People,events,3374.24,team offsite
945,2024-04-20,Operations,cloud,588.39,conference travel
946,2023-08-13,Marketing,travel,2740.27,client dinner
947,2024-01-25,Sales,cloud,1022.91,team offsite
948,2023-12-30,Sales,training,1402.72,conference travel
949,2024-03-31,Marketing,travel,923.33,job board
950,2024-11-21,Support,cloud,55.22,conference travel
951,2024-01-15,Product,cloud,1500.86,training course
952,2023-12-12,Support,cloud,956.15,conference travel
953,2024-12-04,Finance,training,3682.99,team offsite
954,2024-06-26,Sales,training,790.8,team offsite
955,2024-12-16,Marketing,training,3663.15,laptop
956,2024-12-14,Marketing,cloud,3541.97,client dinner
957,2023-09-11,Marketing,training,172.89,job board
958,2023-08-21,Engineering,recruiting,708.5,job board
959,2023-09-29,Support,cloud,3130.33,laptop
960,2023-09-16,Sales,events,3939.02,client dinner
961,2023-10-03,Product,office,925.84,client dinner
962,2024-06-30,Sales,software,3325.18,client dinner
963,2023-08-06,Engineering,cloud,2805.08,team offsite
964,2024-08-22,Engineering,office,2029.72,job board
965,2024-05-16,Sales,software,1611.63,laptop
966,2024-08-22,Support,cloud,1153.21,client dinner
967,2024-11-11,Operations,recruiting,863.54,job board
968,2023-11-18,Finance,training,2486.06,team offsite
969,2024-11-19,Engineering,recruiting,3815.02,conference travel
970,2024-10-17,Engineering,cloud,74.62,client dinner
971,2024-06-26,Engineering,training,3621.18,conference travel
972,2024-02-06,Engineering,office,3043.43,training course
973,2023-08-12,Marketing,cloud,838.76,laptop
974,2024-09-30,Support,cloud,1313.9,cloud overage
975,2024-05-13,Operations,cloud,1744.52,job board
976,2023-11-20,Product,training,3642.37,cloud overage
977,2024-01-09,Finance,cloud,2366.19,job board
978,2023-11-16,Sales,events,3001.4,laptop
979,2023-10-15,Sales,software,1612.0,team offsite
980,2024-01-17,Operations,events,1763.39,conference travel
981,2023-10-31,Sales,recruiting,3229.18,job board
982,2023-11-08,Finance,office,2189.06,training course
983,2024-09-18,People,cloud,3091.5,client dinner
984,2023-11-02,Finance,travel,500.25,laptop
985,2024-10-05,Support,office,191.52,job board
986,2023-07-05,Product,cloud,2321.97,team offsite
987,2024-07-05,Finance,software,418.09,team offsite
988,2024-12-17,People,travel,2460.28,training course
989,2024-01-24,Operations,cloud,410.88,laptop
990,2024-04-17,Sales,software,1731.72,job board
991,2024-02-07,Marketing,travel,1807.6,job board
992,2024-11-24,Support,training,2175.28,team offsite
993,2024-02-11,People,training,353.28,job board
994,2023-07-14,Product,office,373.2,conference travel
995,2024-06-23,Operations,cloud,112.82,job board
996,2023-09-21,Marketing,recruiting,1418.41,team offsite
997,2024-05-10,Support,cloud,3148.96,team offsite
998,2024-09-23,Engineering,training,3222.91,job board
999,2023-10-01,Marketing,events,138.71,job board
1000,2023-12-19,Marketing,recruiting,2394.3,laptop
1001,2024-04-11,Engineering,software,3551.27,cloud overage
1002,2023-08-07,Support,recruiting,2154.2,conference travel
1003,2024-12-10,Sales,cloud,3539.81,job board
1004,2024-03-30,Product,events,3504.3,training course
1005,2024-10-09,Operations,office,1743.08,job board
1006,2023-12-14,Finance,travel,1608.83,conference travel
1007,2024-04-10,Engineering,events,2337.66,laptop
1008,2024-01-04,Sales,recruiting,842.41,client dinner
1009,2024-10-09,Product,office,1666.61,team offsite
1010,2024-09-11,Engineering,office,642.55,client dinner
1011,2024-08-07,Support,software,1460.61,conference travel
1012,2024-06-24,Product,cloud,3883.99,team offsite
1013,2023-12-31,People,office,2213.91,conference travel
1014,2023-12-23,Marketing,office,1393.47,job board
1015,2023-11-25,Operations,cloud,2456.79,cloud overage
1016,2024-09-26,Operations,events,2062.17,team offsite
1017,2023-11-18,Marketing,office,604.12,conference travel
1018,2024-10-12,Support,software,346.79,laptop
1019,2024-11-23,Product,events,840.08,cloud overage
1020,2023-11-27,Finance,office,3373.76,job board
1021,2023-07-02,Sales,software,3116.55,client dinner
1022,2024-04-25,Product,travel,253.14,cloud overage
1023,2023-07-26,People,office,2515.28,job board
1024,2023-12-29,Finance,travel,480.8,laptop
1025,2024-10-24,Marketing,events,3311.95,client dinner
1026,2024-02-16,Marketing,office,345.59,laptop
1027,2023-11-17,Marketing,software,2389.96,client dinner
1028,2024-04-29,Marketing,recruiting,2697.22,client dinner
1029,2024-11-05,Marketing,software,2617.39,job board
1030,2024-11-15,Product,travel,640.08,cloud overage
1031,2023-07-24,Operations,cloud,3786.24,laptop
1032,2024-10-08,Sales,recruiting,3687.06,cloud overage
1033,2024-10-30,Operations,events,2862.23,job board
1034,2024-04-12,Support,cloud,2637.62,client dinner
1035,2024-09-13,People,software,2830.05,conference travel
1036,2023-12-13,People,software,1617.93,team offsite
1037,2023-10-15,Engineering,recruiting,236.0,laptop
1038,2023-08-10,Support,events,3103.53,conference travel
1039,2024-10-28,Product,recruiting,1494.42,cloud overage
1040,2024-05-21,Engineering,events,72.87,conference travel
1041,2024-01-21,Engineering,office,2517.43,laptop
1042,2024-08-22,People,events,3363.44,cloud overage
1043,2024-11-26,Engineering,recruiting,1376.26,client dinner
1044,2023-07-16,Operations,software,3699.38,client dinner
1045,2024-11-30,People,cloud,1210.3,conference travel
1046,2024-07-19,People,events,1329.52,team offsite
1047,2024-06-25,Finance,recruiting,3632.61,client dinner
1048,2023-07-19,Marketing,recruiting,3234.62,job board
1049,2024-07-05,Product,cloud,85.5,client dinner
1050,2024-12-18,Product,cloud,3688.35,laptop
1051,2023-07-18,Marketing,travel,1279.11,cloud overage
1052,2024-08-01,Engineering,software,2113.54,conference travel
1053,2024-06-17,People,training,2882.72,cloud overage
1054,2023-12-26,Sales,cloud,2679.18,cloud overage
1055,2023-11-01,Engineering,events,2506.2,job board
1056,2023-07-30,Product,software,2928.64,client dinner
1057,2024-02-15,Marketing,office,1714.35,laptop
1058,2024-05-01,Support,events,3170.97,client dinner
1059,2023-08-16,Marketing,software,3105.47,conference travel
1060,2023-08-26,Engineering,events,3427.69,conference travel
1061,2024-12-23,Sales,training,878.67,team offsite
1062,2024-05-06,People,software,1842.54,cloud overage
1063,2024-03-09,Finance,office,239.34,conference travel
1064,2024-12-05,Finance,cloud,2301.26,laptop
1065,2023-10-06,Finance,events,1389.62,client dinner
1066,2024-07-17,Sales,office,238.2,team offsite
1067,2024-03-22,Engineering,travel,2819.23,conference travel
1068,2024-02-17,Operations,travel,3364.11,training course
1069,2023-11-21,People,software,2180.82,training course
1070,2024-11-17,Operations,cloud,1950.89,client dinner
1071,2023-09-09,Operations,recruiting,3693.05,cloud overage
1072,2024-05-22,People,events,2342.61,team offsite
1073,2023-07-02,Finance,training,138.91,team offsite
1074,2024-01-25,Marketing,software,1766.14,team offsite
1075,2024-03-25,Operations,travel,1182.3,training course
1076,2024-04-26,People,office,411.02,team offsite
1077,2023-10-26,Finance,events,2985.11,team offsite
1078,2024-02-12,Support,cloud,3467.7,training course
1079,2024-11-27,Engineering,travel,3243.12,client dinner
1080,2024-09-20,Marketing,cloud,3271.51,client dinner
1081,2024-04-05,Sales,cloud,855.49,job board
1082,2023-11-14,Marketing,travel,2181.44,team offsite
1083,2024-02-06,People,recruiting,3865.54,team offsite
1084,2024-06-24,Sales,travel,980.04,training course
1085,2024-08-01,Engineering,cloud,1432.72,training course
1086,2023-07-31,Marketing,recruiting,2948.63,team offsite
1087,2024-04-11,Product,training,914.76,job board
1088,2023-12-04,Sales,training,1950.65,team offsite
1089,2024-08-03,Support,recruiting,1734.88,cloud overage
1090,2024-08-17,Marketing,travel,3045.97,client dinner
1091,2024-09-01,Sales,events,1700.68,client dinner
1092,2024-04-21,Sales,recruiting,3079.4,job board
1093,2024-10-29,Operations,recruiting,1361.3,training course
1094,2023-09-27,Product,travel,1579.77,conference travel
1095,2024-12-06,Product,events,2992.42,client dinner
1096,2023-10-10,Marketing,software,3075.74,cloud overage
1097,2023-10-06,Finance,software,2364.65,team offsite
1098,2024-06-03,Sales,recruiting,3420.75,job board
1099,2023-08-08,Engineering,recruiting,1520.73,training course
1100,2024-11-04,Support,software,2037.06,cloud overage
1101,2024-06-05,Operations,office,2257.91,team offsite
1102,2024-09-06,Operations,travel,1692.75,training course
1103,2023-11-18,People,events,3530.48,conference travel
1104,2023-08-16,Product,travel,3496.02,conference travel
1105,2024-05-24,Sales,recruiting,601.97,cloud overage
1106,2024-10-13,Product,recruiting,2736.38,client dinner
1107,2023-11-04,Marketing,travel,3816.7,conference travel
1108,2024-06-06,Marketing,recruiting,2393.52,cloud overage
1109,2023-12-28,Marketing,events,516.81,team offsite
1110,2024-07-24,Product,training,1482.04,training course
1111,2024-06-15,Finance,software,600.19,conference travel
1112,2024-06-21,Marketing,training,65.92,cloud overage
1113,2024-01-19,Support,training,3825.66,training course
1114,2023-10-31,People,cloud,1780.27,job board
1115,2023-08-31,Sales,events,2455.42,job board
1116,2024-04-28,Engineering,cloud,2821.68,cloud overage
1117,2023-12-29,People,software,74.9,client dinner
1118,2023-08-18,Finance,cloud,2859.28,client dinner
1119,2024-03-21,Support,events,1876.38,client dinner
1120,2024-08-25,People,office,1539.56,client dinner
