lead_id,campaign_id,created_on,source,status,est_value
643,2,2024-12-01,search,qualified,22553.29
644,20,2023-09-19,search,lost,10499.55
645,8,2024-05-03,search,won,1747.82
646,17,2023-10-13,events,qualified,17360.09
647,19,2023-12-30,outbound,lost,11827.24
648,23,2024-08-22,webinar,lost,11767.45
649,2,2024-03-30,search,qualified,18484.4
650,8,2023-08-24,partner,qualified,22737.56
651,17,2024-03-16,partner,new,488.74
652,13,2024-07-18,search,qualified,19586.09
653,18,2023-08-25,events,new,1181.02
654,10,2024-10-04,partner,qualified,7019.16
655,14,2024-10-08,content,won,4370.92
656,20,2024-01-26,search,lost,22642.83
657,21,2024-01-25,partner,lost,9385.35
658,2,2023-07-12,content,new,947.5
659,18,2023-09-04,partner,lost,20896.32
660,11,2024-01-08,partner,won,21108.72
661,24,2024-09-20,events,won,14524.93
662,1,2024-03-14,webinar,lost,9498.02
663,11,2024-05-28,search,lost,9284.18
664,23,2024-12-12,events,new,4445.98
665,24,2024-12-01,outbound,won,22264.92
666,15,2024-02-15,search,won,19743.77
667,23,2024-06-11,webinar,new,9152.55
668,24,2023-10-26,outbound,qualified,2937.15
669,9,2024-01-08,outbound,qualified,8012.31
670,23,2024-02-23,partner,qualified,2942.74
671,17,2024-04-05,search,qualified,11919.59
672,7,2024-12-07,events,lost,3491.13
673,8,2024-10-15,content,qualified,18630.4
674,1,2023-10-26,content,lost,11756.28
675,24,2024-05-26,content,qualified,8635.24
676,4,2023-09-14,events,qualified,4684.68
677,20,2024-10-19,outbound,qualified,18100.92
678,3,2024-03-12,content,won,23073.32
679,8,2024-02-27,partner,lost,5589.35
680,1,2024-11-15,partner,lost,5905.49
681,13,2024-11-13,events,qualified,12184.58
682,12,2024-11-24,outbound,lost,6692.01
683,13,2024-06-07,outbound,new,22146.46
684,4,2024-10-18,search,qualified,20410.79
685,6,2024-05-23,webinar,lost,19809.06
686,11,2024-10-29,events,lost,16007.11
687,1,2024-03-26,search,lost,18459.65
688,22,2024-02-15,search,new,11717.17
689,19,2024-12-04,partner,new,23093.25
690,24,2023-12-18,search,lost,22148.98
691,22,2024-10-23,content,qualified,12358.51
692,20,2024-06-27,outbound,qualified,20488.71
693,23,2023-12-29,outbound,qualified,19336.97
694,20,2024-07-06,webinar,won,6338.69
695,11,2023-11-18,partner,won,20314.99
696,19,2024-02-19,content,lost,6741.92
697,13,2023-08-05,search,new,1631.46
698,4,2024-02-18,content,lost,10734.95
699,21,2024-06-05,partner,qualified,10276.53
700,6,2024-07-18,events,qualified,22710.16
701,4,2024-03-11,outbound,lost,22756.0
702,22,2024-02-07,search,lost,18328.32
703,13,2024-01-05,events,new,2466.87
704,10,2024-09-30,partner,new,15316.69
705,15,2024-05-19,events,qualified,5227.73
706,1,2024-06-05,outbound,new,16309.17
707,15,2023-09-12,content,lost,14551.89
708,1,2023-12-12,events,won,18283.79
709,9,2024-08-16,webinar,lost,6259.39
710,12,2024-03-21,outbound,new,17798.2
711,9,2024-10-19,outbound,qualified,10883.96
712,4,2024-11-13,webinar,qualified,22141.21
713,4,2024-10-21,webinar,qualified,4634.01
714,10,2023-09-02,partner,lost,16290.55
715,8,2024-08-05,partner,qualified,9808.26
716,17,2024-05-27,outbound,qualified,5904.32
717,23,2024-10-16,content,new,9936.42
718,18,2024-07-20,search,won,14599.69
719,16,2024-10-31,outbound,new,9208.37
720,18,2024-02-14,outbound,qualified,1278.04
721,5,2024-06-24,events,new,7106.77
722,10,2023-12-01,content,new,17784.98
723,18,2024-04-09,events,lost,1021.22
724,3,2024-07-28,content,new,17929.4
725,6,2024-09-25,outbound,qualified,12775.64
726,11,2024-12-16,content,won,5006.83
727,23,2024-03-07,events,lost,2427.53
728,19,2024-07-18,webinar,new,20535.47
729,15,2024-11-19,content,new,10008.68
730,8,2024-11-09,content,new,4457.85
731,4,2024-02-23,outbound,won,6194.95
732,14,2023-12-21,events,won,6776.82
733,4,2024-02-07,webinar,lost,19367.0
734,15,2024-11-18,search,won,17483.8
735,15,2024-06-22,content,lost,14700.08
736,19,2023-11-22,outbound,qualified,787.54
737,3,2024-08-27,webinar,new,11880.65
738,9,2024-01-10,events,lost,1744.79
739,5,2024-09-01,search,qualified,9845.49
740,1,2024-09-11,outbound,lost,11803.11
741,10,2024-01-07,webinar,lost,13700.31
742,21,2024-04-13,search,won,20663.02
743,13,2024-08-07,outbound,new,3198.3
744,18,2024-10-14,content,lost,10927.01
745,19,2024-10-21,outbound,new,22008.08
746,2,2024-06-27,webinar,lost,18919.63
747,13,2024-12-14,outbound,new,3036.75
748,13,2024-01-12,events,qualified,16936.64
749,22,2024-01-11,content,new,6489.52
750,12,2023-12-25,webinar,qualified,19392.03
751,13,2024-11-06,events,qualified,22083.0
752,7,2024-10-09,content,new,8342.17
753,13,2024-09-08,webinar,won,3383.6
754,13,2024-08-11,webinar,new,23409.73
755,24,2023-07-20,content,new,15856.44
756,14,2024-09-06,content,qualified,9245.55
757,16,2024-04-23,search,won,4077.97
758,21,2024-04-03,webinar,lost,8247.74
759,5,2024-11-25,outbound,lost,14133.15
760,2,2024-11-15,events,new,16721.98
761,13,2024-04-01,outbound,new,22758.62
762,10,2024-11-02,partner,won,3263.54
763,19,2024-07-12,events,qualified,11886.52
764,2,2024-11-01,partner,lost,16677.55
765,16,2024-01-20,events,lost,13799.3
766,11,2024-08-19,webinar,qualified,10482.2
767,4,2024-04-19,outbound,lost,1847.71
768,9,2024-04-07,content,won,11512.67
769,21,2024-09-05,outbound,qualified,17557.2
770,2,2024-12-19,partner,qualified,2443.57
771,11,2024-05-20,search,qualified,21339.99
772,14,2024-03-17,webinar,new,3173.33
773,10,2024-12-06,events,won,4468.41
774,24,2024-03-29,search,qualified,7477.76
775,14,2024-12-12,webinar,qualified,12135.56
776,10,2024-01-04,search,lost,6868.56
777,14,2024-12-12,events,qualified,8129.27
778,3,2024-12-05,search,won,5071.09
779,16,2023-09-22,content,won,5794.31
780,7,2024-12-25,webinar,new,23695.9
781,3,2024-04-24,content,new,15191.62
782,8,2024-04-08,partner,qualified,1555.49
783,11,2024-05-08,search,new,9901.86
784,21,2023-10-25,events,qualified,10888.25
785,8,2024-01-28,content,qualified,3783.42
786,5,2024-07-20,events,lost,14074.71
787,9,2024-09-05,webinar,new,537.9
788,13,2023-12-24,content,lost,4332.97
789,14,2023-12-16,content,lost,6266.7
790,16,2024-11-06,webinar,won,5439.36
791,21,2024-01-11,webinar,new,3730.02
792,11,2024-12-30,search,new,20000.24
793,11,2024-01-04,content,qualified,721.07
794,7,2024-03-23,search,new,14544.97
795,23,2023-11-03,events,new,20308.07
796,14,2024-07-04,content,new,1677.29
797,19,2024-04-17,search,new,21076.44
798,3,2024-08-03,content,won,20934.81
799,9,2024-11-18,webinar,new,3332.62
800,13,2024-12-01,outbound,new,15201.53
801,13,2023-12-28,content,won,20690.32
802,14,2024-09-30,content,lost,13814.92
803,19,2024-01-09,events,qualified,8509.7
804,11,2024-10-27,events,new,23551.63
805,17,2024-12-09,content,qualified,3951.19
806,2,2024-06-17,partner,lost,6091.44
807,21,2023-11-01,content,won,17802.73
808,9,2024-08-27,outbound,new,14310.41
809,18,2024-07-16,partner,qualified,5668.21
810,15,2023-11-15,webinar,qualified,12018.12
811,22,2024-10-10,outbound,lost,7704.46
812,20,2024-02-09,outbound,lost,21808.93
813,3,2023-10-18,content,won,14986.8
814,16,2024-07-02,events,won,11066.49
815,6,2024-10-20,content,new,7948.08
816,6,2024-07-24,search,lost,21227.57
817,13,2024-03-06,search,lost,17682.05
818,14,2024-11-01,events,new,16177.07
819,16,2024-06-10,search,won,19839.0
820,4,2024-09-22,partner,won,21874.48
821,3,2024-06-16,partner,new,5159.56
822,22,2024-12-03,webinar,new,6029.04
823,5,2024-02-02,events,lost,7610.85
824,12,2024-06-19,outbound,qualified,18565.42
825,19,2024-04-28,webinar,lost,8784.3
826,19,2024-11-03,search,qualified,8431.18
827,16,2024-11-24,outbound,won,1966.55
828,22,2024-08-20,search,new,18256.06
829,24,2023-09-22,partner,qualified,23859.1
830,19,2024-02-18,content,qualified,5615.05
831,8,2023-10-30,outbound,qualified,4622.6
832,19,2024-06-27,webinar,lost,4546.21
833,2,2024-06-06,search,lost,18842.72
834,21,2024-08-03,outbound,new,13312.55
835,15,2024-05-30,partner,won,5114.47
836,20,2024-11-21,search,lost,9070.9
837,9,2023-12-13,partner,new,21203.69
838,10,2024-09-29,partner,qualified,16918.79
839,2,2023-11-06,webinar,qualified,23181.51
840,15,2024-03-10,content,lost,5851.16
841,24,2023-08-02,search,qualified,8929.95
842,4,2024-02-29,events,qualified,6062.74
843,21,2024-10-22,events,won,23534.37
844,18,2024-06-19,search,won,9208.54
845,10,2024-03-31,outbound,lost,14795.41
846,14,2024-10-16,webinar,qualified,16383.63
847,18,2024-12-19,search,lost,11553.85
848,6,2024-03-18,search,new,13178.07
849,22,2024-01-03,search,new,1085.0
850,3,2024-11-26,partner,new,16442.06
851,4,2024-12-15,outbound,lost,13303.93
852,13,2024-12-24,webinar,lost,3446.38
853,6,2024-03-13,partner,won,1969.54
854,22,2024-12-13,search,won,10226.03
855,2,2024-11-12,events,qualified,10379.56
856,5,2024-04-01,partner,won,13255.14
857,12,2023-07-15,search,won,7453.03
858,23,2024-05-09,search,new,22417.72
859,2,2024-11-30,events,lost,4022.56
860,2,2024-09-30,content,lost,23743.08
861,1,2024-09-10,partner,new,704.61
862,8,2024-10-04,content,won,4710.2
863,15,2024-04-07,content,lost,13004.73
864,14,2024-07-30,search,won,19991.37
865,23,2024-12-23,content,new,2274.08
866,19,2024-10-28,partner,new,7412.74
867,3,2024-07-02,content,lost,1151.51
868,15,2023-11-24,search,won,19591.85
869,4,2024-10-11,content,new,18103.26
870,3,2024-10-17,search,lost,2265.84
871,15,2024-08-07,webinar,qualified,10334.07
872,2,2024-01-06,outbound,new,8125.81
873,16,2024-09-30,search,new,1373.6
874,1,2023-12-13,partner,qualified,15396.4
875,14,2024-01-09,outbound,new,4624.89
876,7,2024-11-24,webinar,qualified,20256.76
877,22,2023-10-03,search,qualified,4191.81
878,14,2023-07-22,content,qualified,8852.18
879,7,2024-08-05,outbound,new,5294.11
880,20,2024-12-05,events,qualified,22526.96
881,20,2024-10-02,search,lost,7631.3
882,23,2024-11-10,partner,lost,18956.16
883,15,2024-05-29,partner,lost,22053.34
884,17,2024-12-22,content,won,3158.78
885,8,2023-09-04,webinar,new,9117.07
886,2,2023-12-20,outbound,new,18762.85
887,11,2023-07-07,events,lost,4068.75
888,5,2024-05-16,content,lost,17681.95
889,23,2024-04-04,events,won,17111.21
890,11,2024-11-29,webinar,lost,1397.48
891,20,2024-11-25,webinar,won,15951.45
892,10,2023-11-14,outbound,qualified,3617.71
893,22,2024-10-26,outbound,qualified,22454.7
894,8,2024-08-24,content,lost,5903.84
895,20,2024-11-14,outbound,new,15107.08
896,5,2024-08-25,webinar,new,16037.28
897,13,2024-07-07,outbound,won,18198.58
898,10,2024-04-19,events,new,16849.55
899,10,2023-10-21,events,qualified,14586.65
900,22,2024-02-02,search,lost,6458.72
901,22,2024-03-21,outbound,new,7716.37
902,4,2024-12-24,search,qualified,13309.51
903,14,2024-12-21,search,won,3258.27
904,1,2024-11-23,webinar,new,18419.51
905,23,2023-10-09,outbound,qualified,3078.59
906,6,2024-06-09,partner,new,6928.58
907,17,2024-10-12,partner,new,14066.59
908,2,2024-11-15,events,new,4481.15
909,18,2024-07-10,content,new,14646.78
910,7,2024-05-13,search,qualified,3310.15
911,14,2024-06-10,webinar,lost,23732.7
912,1,2024-11-28,events,qualified,12369.8
913,20,2024-03-23,webinar,lost,1175.09
914,11,2024-10-21,webinar,lost,7949.92
915,13,2024-01-02,outbound,qualified,22114.05
916,4,2024-05-28,webinar,new,15413.55
917,7,2024-12-22,partner,lost,15650.83
918,17,2024-10-25,search,new,18053.19
919,6,2024-10-05,partner,qualified,7759.02
920,4,2024-10-14,webinar,lost,10608.05
921,8,2023-10-31,search,lost,8957.66
922,14,2024-05-14,content,new,6272.19
923,24,2024-12-05,events,lost,22077.79
924,9,2024-10-18,outbound,qualified,3639.65
925,4,2023-09-15,partner,qualified,21115.48
926,3,2024-04-24,webinar,qualified,7068.86
927,24,2024-08-16,partner,new,7057.91
928,6,2024-04-25,search,lost,15678.44
929,1,2023-07-13,search,lost,21655.24
930,14,2024-04-18,partner,lost,14845.51
931,18,2024-10-27,webinar,new,13611.59
932,3,2024-07-31,search,lost,15508.46
933,10,2024-07-29,outbound,qualified,14674.3
934,13,2024-10-08,search,new,20557.07
935,15,2024-11-08,partner,lost,17005.78
936,15,2023-09-15,outbound,qualified,469.47
937,19,2024-01-23,content,new,9726.83
938,19,2024-11-20,events,won,1336.52
939,22,2024-07-18,outbound,won,9486.28
940,6,2024-05-11,content,lost,21727.6
941,17,2024-03-20,search,qualified,21322.56
942,24,2024-05-16,events,qualified,14218.19
943,4,2024-11-21,outbound,lost,13694.48
944,16,2024-09-13,events,lost,13153.91
945,17,2024-12-14,content,new,17168.64
946,9,2024-07-07,search,new,19313.22
947,4,2024-07-09,webinar,won,1827.06
948,22,2024-09-11,events,qualified,21728.8
949,9,2024-03-09,events,won,2274.75
950,20,2024-09-25,webinar,qualified,20229.81
951,17,2024-07-14,events,new,7594.35
952,13,2024-06-14,outbound,lost,8082.79
953,15,2024-02-29,webinar,lost,12465.66
954,3,2024-11-01,events,new,2357.68
955,2,2024-03-14,search,lost,14910.72
956,6,2023-10-17,content,qualified,8561.31
957,19,2024-05-29,content,lost,21738.05
958,3,2024-12-14,outbound,qualified,1961.58
959,11,2024-05-30,search,qualified,2183.92
960,9,2023-10-07,events,lost,18950.18
961,4,2024-12-10,search,lost,14298.15
962,10,2024-09-11,outbound,won,12676.45
963,17,2023-08-13,outbound,new,8760.43
964,22,2024-09-29,webinar,new,22985.1
965,14,2024-02-11,events,won,22333.15
966,6,2024-04-18,events,qualified,4493.69
967,24,2024-05-17,events,new,7253.09
968,14,2023-11-04,search,qualified,14170.33
969,23,2024-06-12,outbound,qualified,4501.85
970,19,2024-12-20,content,new,1472.05
971,11,2023-08-21,events,qualified,653.65
972,20,2024-11-30,search,lost,20493.15
973,16,2024-11-02,outbound,lost,23759.61
974,1,2024-03-12,outbound,won,13826.92
975,15,2023-12-21,partner,new,9554.14
976,16,2024-10-17,webinar,lost,17331.44
977,17,2024-12-27,partner,new,23409.33
978,20,2023-07-14,events,qualified,12760.86
979,21,2023-10-15,partner,lost,14390.52
980,19,2024-08-24,webinar,lost,7045.86
981,2,2023-08-01,events,won,14364.53
982,23,2024-12-09,partner,lost,1770.7
983,24,2024-08-29,webinar,lost,21298.79
984,18,2024-08-25,outbound,new,12567.71
985,18,2023-12-14,outbound,won,21043.33
986,12,2023-10-24,content,qualified,7107.32
987,8,2024-11-03,search,qualified,6065.25
988,16,2024-10-27,webinar,qualified,3921.88
989,4,2024-07-31,outbound,qualified,8620.77
990,4,2024-12-30,search,won,2828.32
991,1,2024-01-23,events,qualified,5054.61
992,15,2024-07-09,partner,lost,11189.41
993,6,2023-12-13,webinar,lost,20924.69
994,3,2024-02-02,content,lost,23960.46
995,4,2024-08-05,outbound,won,16487.03
996,2,2023-08-19,search,lost,789.82
997,3,2023-11-07,events,qualified,8503.01
998,5,2023-12-11,content,new,10399.59
999,4,2024-08-12,search,new,22374.07
1000,15,2024-11-26,content,new,6653.41
1001,6,2024-11-06,partner,lost,20622.18
1002,3,2023-08-27,search,won,2432.19
1003,5,2024-10-28,search,won,5590.13
1004,9,2024-03-11,outbound,lost,14131.71
1005,21,2024-12-06,events,lost,9377.85
1006,6,2024-11-23,content,won,21536.23
1007,3,2024-09-05,search,new,10828.15
1008,17,2023-09-17,events,qualified,9335.3
1009,20,2024-11-11,content,new,19705.96
1010,24,2024-04-03,partner,lost,18540.82
1011,19,2023-12-17,events,qualified,7958.54
1012,24,2024-06-04,partner,new,5844.42
1013,8,2024-01-07,partner,new,4654.09
1014,19,2024-08-03,outbound,won,19224.38
1015,11,2024-10-07,search,qualified,17954.15
1016,2,2024-04-04,events,lost,21907.28
1017,11,2024-04-16,outbound,lost,17834.97
1018,8,2024-03-26,content,lost,16935.53
1019,4,2024-09-27,events,lost,19012.6
1020,12,2024-10-30,webinar,won,21921.47
1021,12,2024-03-13,partner,lost,20472.81
1022,16,2024-03-30,content,won,22427.98
1023,1,2024-03-04,outbound,new,23848.66
1024,11,2023-08-07,events,won,22255.51
1025,10,2024-12-24,partner,lost,1731.04
1026,17,2023-08-20,search,qualified,9099.29
1027,9,2024-02-02,partner,qualified,13531.76
1028,15,2023-12-27,events,lost,15536.67
1029,23,2024-11-15,content,won,8040.31
1030,8,2023-11-17,events,qualified,17775.15
1031,17,2024-10-23,content,new,18229.98
1032,14,2024-04-02,partner,qualified,7135.47
1033,12,2024-12-28,events,lost,19212.39
1034,11,2023-07-24,events,qualified,12704.91
1035,24,2024-07-20,content,new,21900.09
1036,9,2023-07-10,search,qualified,7972.09
1037,13,2024-05-31,events,new,1751.0
1038,22,2024-07-31,webinar,qualified,15159.26
1039,15,2024-05-14,content,qualified,21329.13
1040,3,2024-02-26,webinar,lost,8220.01
1041,13,2024-01-08,content,new,20950.9
1042,20,2023-12-06,outbound,lost,7445.45
1043,22,2024-10-06,webinar,won,8749.38
1044,22,2024-06-07,content,lost,1509.93
1045,13,2024-12-14,events,new,9521.39
1046,23,2024-08-23,partner,qualified,5109.69
1047,22,2024-09-18,partner,new,12240.5
1048,8,2023-08-11,webinar,new,23721.71
1049,19,2024-10-06,events,qualified,8358.38
1050,4,2024-01-02,content,won,18244.23
1051,18,2023-08-14,search,new,22551.81
1052,14,2024-05-30,content,new,21396.51
1053,2,2024-08-14,partner,lost,21415.07
1054,18,2024-04-27,outbound,new,22659.56
1055,8,2024-07-07,webinar,new,13848.68
1056,23,2024-07-29,partner,won,19876.77
1057,24,2024-06-07,webinar,lost,1113.58
1058,17,2024-10-07,content,won,12519.59
1059,6,2024-08-01,search,new,11002.3
1060,23,2024-09-07,partner,lost,9149.75
1061,2,2024-05-14,content,qualified,9155.69
1062,4,2024-12-19,search,new,1158.23
1063,1,2024-09-30,partner,lost,4732.14
1064,17,2024-12-26,webinar,qualified,13879.81
1065,17,2024-09-06,events,lost,21492.31
1066,13,2024-03-24,webinar,qualified,11013.51
1067,2,2024-12-07,search,lost,15422.24
1068,3,2023-10-01,search,new,9771.97
1069,12,2024-07-23,webinar,lost,22950.85
1070,7,2023-12-02,partner,new,7030.86
1071,24,2024-10-22,search,qualified,21174.24
1072,11,2024-03-07,webinar,qualified,6763.65
1073,2,2024-02-04,search,qualified,2902.15
1074,16,2024-12-25,partner,new,20964.46
1075,21,2023-10-01,partner,won,2729.46
1076,18,2024-06-22,partner,lost,985.89
1077,12,2024-12-08,outbound,qualified,1575.64
1078,7,2023-10-07,search,new,19327.95
1079,8,2024-10-14,events,new,15073.24
1080,4,2024-11-15,search,won,14622.66
1081,19,2024-07-17,events,won,19147.21
1082,15,2024-02-28,partner,qualified,1380.08
1083,6,2024-11-01,partner,qualified,6418.96
1084,3,2023-08-01,outbound,new,17711.32
1085,16,2024-08-06,webinar,qualified,1447.23
1086,11,2024-05-08,partner,lost,5884.56
1087,5,2024-12-01,search,qualified,6129.65
1088,17,2024-06-16,webinar,won,4535.65
1089,1,2023-07-18,partner,qualified,21278.45
1090,9,2024-09-23,search,qualified,17482.1
1091,19,2023-12-09,webinar,new,5648.44
1092,7,2024-12-05,events,new,773.88
1093,7,2024-09-14,content,won,4786.68
1094,19,2024-12-01,partner,new,20665.32
1095,13,2024-02-22,webinar,won,22632.07
1096,17,2023-11-27,content,won,7807.89
1097,23,2024-12-16,outbound,new,14637.35
1098,8,2024-08-21,content,new,21242.9
1099,11,2024-01-25,content,won,1985.36
1100,12,2023-12-10,partner,lost,15296.0
1101,15,2023-08-04,partner,qualified,20053.63
1102,18,2024-10-10,events,lost,2891.85
1103,19,2024-11-08,webinar,won,20250.42
1104,22,2023-09-29,search,lost,22521.46
1105,15,2024-02-02,events,lost,4569.81
1106,5,2024-11-22,outbound,lost,14769.05
1107,20,2023-10-01,search,lost,13132.82
1108,5,2024-10-08,partner,lost,5083.13
1109,22,2023-08-03,events,won,22183.11
1110,13,2024-12-22,search,lost,7480.93
1111,10,2024-10-19,webinar,qualified,10844.05
1112,22,2024-02-05,content,won,17894.27
1113,7,2024-03-25,events,won,16899.4
1114,12,2024-12-15,webinar,lost,8313.66
1115,19,2024-08-22,search,lost,12465.84
1116,5,2023-09-09,events,new,12540.73
1117,1,2024-03-28,webinar,won,1146.06
1118,23,2024-03-30,outbound,lost,12418.81
1119,3,2023-09-07,events,qualified,14298.72
1120,20,2024-11-03,outbound,new,20038.06
1121,18,2024-08-16,webinar,qualified,3120.26
1122,8,2023-12-10,search,new,14719.77
1123,24,2024-12-12,search,qualified,14617.75
1124,1,2024-01-12,content,qualified,11568.96
1125,5,2023-11-19,webinar,qualified,19515.0
1126,16,2024-09-05,partner,new,20686.34
1127,6,2024-08-03,outbound,qualified,5321.6
1128,16,2023-08-22,search,new,15693.01
1129,11,2024-12-28,outbound,lost,21829.51
1130,9,2024-03-21,outbound,new,23455.4
1131,6,2024-11-25,search,qualified,20899.56
1132,4,2024-08-12,partner,won,7451.57
1133,13,2024-02-15,outbound,new,10393.45
1134,7,2024-03-05,content,lost,7510.48
1135,4,2024-05-27,search,new,12643.43
1136,7,2023-11-23,webinar,qualified,11893.54
1137,21,2024-06-29,webinar,lost,9663.33
1138,22,2023-10-26,search,qualified,11857.69
1139,6,2024-03-17,partner,lost,3664.29
1140,8,2024-01-13,outbound,won,11404.04
1141,24,2023-09-26,outbound,new,9106.67
1142,14,2023-11-04,search,qualified,14759.23
1143,11,2023-10-03,partner,qualified,1781.19
1144,9,2024-05-10,content,new,4279.55
1145,4,2024-05-25,partner,lost,16195.85
1146,3,2024-12-13,search,qualified,5257.88
1147,23,2023-09-16,events,new,17767.05
1148,6,2024-02-04,content,lost,8019.55
1149,15,2023-11-07,partner,lost,14752.81
1150,3,2024-03-09,partner,lost,3129.01
1151,19,2024-11-12,webinar,lost,10668.73
1152,8,2024-01-09,outbound,new,3857.34
1153,11,2024-04-17,outbound,new,6740.97
1154,13,2024-12-01,outbound,lost,5780.06
1155,14,2024-11-07,content,lost,11034.19
1156,21,2024-12-26,search,new,7069.73
1157,23,2024-04-17,webinar,qualified,21726.03
1158,20,2024-10-14,webinar,qualified,17159.33
1159,22,2024-10-15,partner,new,21318.47
1160,16,2023-09-15,events,lost,2947.41
1161,13,2024-07-15,outbound,qualified,7397.26
1162,7,2024-01-07,events,lost,441.63
1163,12,2024-04-05,partner,qualified,16439.67
1164,7,2024-10-08,webinar,qualified,4591.15
1165,13,2024-10-26,events,new,21375.9
1166,6,2024-01-16,outbound,won,13496.95
1167,5,2024-01-24,webinar,new,23685.72
1168,2,2024-10-07,search,new,18690.05
1169,21,2024-11-11,content,new,17368.64
1170,4,2024-11-14,outbound,new,18842.16
1171,16,2024-02-01,outbound,new,21848.66
1172,21,2024-05-17,content,won,17320.15
1173,14,2024-11-04,events,qualified,3760.15
1174,7,2023-10-29,outbound,qualified,12739.64
1175,16,2024-03-28,webinar,new,4361.25
1176,21,2024-08-19,events,won,10865.12
1177,14,2024-11-02,content,won,16846.02
1178,15,2023-07-29,outbound,new,22642.56
1179,22,2024-12-23,outbound,new,6158.04
1180,8,2023-08-22,search,won,9691.33
1181,2,2023-10-30,outbound,qualified,4988.81
1182,23,2023-11-18,search,new,12300.98
1183,17,2024-08-06,events,new,10234.12
1184,12,2024-02-05,partner,qualified,18302.43
1185,11,2023-10-08,webinar,qualified,7496.96
1186,12,2023-10-31,outbound,qualified,4105.66
1187,6,2024-08-17,outbound,won,1905.75
1188,11,2024-08-11,outbound,won,17386.16
1189,12,2024-12-14,content,won,8387.93
1190,16,2024-12-23,search,qualified,3689.17
1191,16,2024-11-17,outbound,qualified,18384.23
1192,14,2024-03-28,events,new,18964.04
1193,6,2024-09-04,partner,lost,11871.97
1194,15,2024-03-23,webinar,new,9553.27
1195,23,2024-09-08,events,qualified,7425.56
1196,4,2024-09-28,content,qualified,23235.47
1197,13,2024-11-07,search,new,1378.29
1198,21,2024-10-23,webinar,new,11925.49
1199,19,2024-10-02,events,new,21514.93
1200,19,2024-09-24,partner,lost,4436.06
1201,11,2024-11-28,content,new,20134.55
1202,11,2024-08-12,webinar,new,21909.83
1203,24,2024-08-04,webinar,qualified,9511.1
1204,9,2023-12-01,events,new,9863.19
1205,18,2023-11-30,webinar,qualified,2936.24
1206,10,2024-12-01,partner,new,10149.07
1207,16,2024-11-22,outbound,qualified,18962.88
1208,3,2024-10-09,content,qualified,6468.04
1209,11,2024-10-13,events,lost,14606.94
1210,13,2024-10-20,search,qualified,9228.29
1211,3,2024-12-14,content,lost,5135.35
1212,13,2023-09-06,outbound,new,23432.94
1213,9,2023-11-10,search,new,19149.34
1214,18,2024-11-18,outbound,lost,16724.35
1215,19,2024-12-13,search,qualified,22740.42
1216,8,2023-12-10,outbound,lost,3779.51
1217,7,2024-07-16,events,new,16674.53
1218,24,2024-08-24,webinar,qualified,1760.76
1219,11,2024-06-18,search,qualified,4190.32
1220,5,2024-03-19,outbound,won,11716.1
1221,4,2024-03-14,partner,new,18881.18
1222,5,2024-11-17,webinar,new,1321.72
1223,2,2024-09-26,search,qualified,23425.49
1224,19,2024-11-30,webinar,won,10085.96
1225,3,2024-06-18,events,qualified,9414.76
1226,7,2024-12-09,events,new,13571.08
1227,23,2024-08-21,outbound,qualified,22742.27
1228,8,2024-07-15,webinar,won,18100.85
1229,20,2024-09-27,content,new,6245.9
1230,24,2024-10-02,search,new,14794.9
1231,17,2024-01-21,partner,lost,12254.81
1232,6,2024-05-17,partner,qualified,11793.15
1233,6,2024-12-12,events,qualified,11333.2
1234,21,2024-05-04,webinar,lost,3099.66
1235,11,2024-06-11,webinar,new,8375.79
1236,6,2024-11-12,outbound,lost,14392.47
1237,14,2024-11-12,events,new,8688.03
1238,16,2023-10-23,partner,lost,23971.37
1239,10,2024-10-05,content,new,20263.52
1240,1,2024-11-24,outbound,lost,11992.15
1241,10,2023-11-28,content,new,7521.37
1242,22,2024-11-13,content,qualified,5961.63
1243,13,2024-11-28,events,qualified,7492.51
1244,20,2024-11-21,content,qualified,21003.28
1245,17,2023-11-29,content,lost,17956.73
1246,16,2024-05-22,outbound,lost,1224.63
1247,21,2024-08-01,webinar,won,19647.24
1248,8,2023-09-30,search,qualified,13566.26
1249,2,2024-03-28,content,qualified,2609.13
1250,11,2024-11-27,webinar,qualified,22286.87
1251,16,2024-11-02,content,qualified,11737.07
1252,4,2024-12-10,events,lost,2269.19
1253,22,2024-12-02,webinar,new,12216.47
1254,3,2024-02-14,outbound,qualified,16278.76
1255,13,2024-04-10,content,lost,9812.22
1256,20,2024-10-12,content,qualified,10739.73
1257,6,2024-05-15,outbound,new,5000.63
1258,6,2023-11-29,webinar,qualified,596.47
1259,21,2024-01-21,content,qualified,20919.49
1260,21,2024-02-05,outbound,qualified,8683.57
1261,17,2023-12-18,content,qualified,16836.48
1262,23,2024-01-31,events,lost,9940.72
1263,3,2024-10-02,webinar,new,11941.41
1264,17,2024-10-25,content,qualified,3642.24
1265,20,2024-11-06,search,new,5398.11
1266,22,2024-04-30,webinar,qualified,9688.97
1267,11,2024-11-09,search,qualified,17582.92
1268,1,2024-03-15,events,won,10846.04
1269,1,2023-08-27,content,lost,1663.36
1270,21,2024-12-16,outbound,qualified,12575.98
1271,20,2024-08-09,events,won,20131.46
1272,14,2024-03-04,outbound,lost,6244.97
1273,14,2023-11-15,search,lost,19892.13
1274,14,2024-04-29,content,qualified,11444.45
