bill_id,vendor_id,billed_on,due_on,amount,status
539,72,2024-08-31,2024-09-30,6002.77,paid
540,68,2024-03-16,2024-04-15,10101.57,paid
541,44,2024-06-17,2024-07-17,15113.32,paid
542,67,2023-11-16,2023-12-16,2240.36,open
543,32,2023-12-15,2024-01-14,15692.06,overdue
544,54,2024-01-12,2024-02-11,2380.4,paid
545,66,2024-06-06,2024-07-06,23839.02,paid
546,26,2024-05-05,2024-06-04,9510.7,paid
547,70,2024-03-13,2024-04-12,3568.7,paid
548,65,2024-01-05,2024-02-04,23199.72,paid
549,61,2023-11-11,2023-12-11,9448.56,paid
550,35,2024-11-27,2024-12-27,15107.94,paid
551,61,2023-07-27,2023-08-26,4077.75,paid
552,19,2024-01-12,2024-02-11,5215.16,paid
553,46,2024-11-19,2024-12-19,3330.7,open
554,68,2023-11-11,2023-12-11,16392.22,paid
555,25,2024-10-11,2024-11-10,22897.19,paid
556,49,2024-05-22,2024-06-21,17836.28,open
557,70,2024-06-27,2024-07-27,22592.95,paid
558,14,2024-02-11,2024-03-12,17444.01,paid
559,34,2024-04-12,2024-05-12,7642.3,paid
560,4,2024-12-19,2025-01-18,12692.91,paid
561,70,2024-09-24,2024-10-24,4259.17,paid
562,45,2024-07-02,2024-08-01,19429.85,paid
563,3,2024-04-05,2024-05-05,13210.04,paid
564,61,2023-08-20,2023-09-19,23279.41,paid
565,53,2024-12-09,2025-01-08,20232.29,paid
566,73,2024-03-11,2024-04-10,15435.93,paid
567,36,2023-11-18,2023-12-18,16915.92,paid
568,12,2024-03-20,2024-04-19,24008.76,open
569,69,2024-11-10,2024-12-10,12498.71,open
570,50,2023-12-26,2024-01-25,22968.81,paid
571,27,2024-08-07,2024-09-06,4328.77,paid
572,23,2024-10-04,2024-11-03,2922.17,paid
573,72,2023-12-14,2024-01-13,3522.41,paid
574,52,2024-11-19,2024-12-19,23390.12,paid
575,43,2024-12-19,2025-01-18,20714.05,paid
576,78,2023-09-08,2023-10-08,1555.27,paid
577,16,2024-03-28,2024-04-27,4190.81,overdue
578,48,2024-11-13,2024-12-13,23261.0,paid
579,5,2023-12-10,2024-01-09,9456.9,paid
580,29,2024-09-02,2024-10-02,7883.44,paid
581,6,2023-09-16,2023-10-16,22071.93,paid
582,51,2024-12-10,2025-01-09,2912.83,paid
583,2,2024-11-16,2024-12-16,18640.82,paid
584,62,2023-12-14,2024-01-13,12101.88,paid
585,34,2023-12-26,2024-01-25,1401.15,paid
586,49,2023-12-30,2024-01-29,5373.48,paid
587,18,2023-09-19,2023-10-19,6025.2,open
588,71,2023-08-24,2023-09-23,13276.35,paid
589,24,2024-05-12,2024-06-11,15929.07,open
590,28,2024-11-25,2024-12-25,553.0,overdue
591,61,2024-04-09,2024-05-09,4112.34,paid
592,37,2024-11-28,2024-12-28,14765.2,paid
593,48,2024-02-07,2024-03-08,11475.3,paid
594,6,2024-06-23,2024-07-23,4474.21,open
595,15,2024-07-17,2024-08-16,11690.17,paid
596,62,2024-10-03,2024-11-02,7234.11,paid
597,53,2024-09-02,2024-10-02,24063.17,paid
598,14,2024-10-11,2024-11-10,20353.7,paid
599,7,2023-08-02,2023-09-01,2619.26,paid
600,60,2024-11-17,2024-12-17,2505.82,paid
601,68,2024-12-11,2025-01-10,24565.04,paid
602,46,2024-08-11,2024-09-10,12037.64,paid
603,36,2024-11-28,2024-12-28,11897.44,paid
604,55,2023-12-15,2024-01-14,15642.03,paid
605,29,2024-03-23,2024-04-22,3697.4,open
606,24,2023-08-23,2023-09-22,17533.13,paid
607,38,2023-08-31,2023-09-30,6486.38,paid
608,4,2024-07-07,2024-08-06,7733.01,paid
609,65,2024-06-03,2024-07-03,6791.4,paid
610,37,2024-12-30,2025-01-29,2047.67,paid
611,63,2024-08-30,2024-09-29,5760.22,paid
612,61,2024-10-28,2024-11-27,16358.26,paid
613,24,2024-02-13,2024-03-14,6354.09,paid
614,4,2023-10-16,2023-11-15,1335.22,paid
615,36,2023-08-23,2023-09-22,8213.17,paid
616,48,2023-12-03,2024-01-02,713.2,overdue
617,42,2023-12-09,2024-01-08,7814.29,open
618,22,2023-10-24,2023-11-23,17905.24,paid
619,79,2023-10-15,2023-11-14,5757.25,paid
620,34,2024-02-20,2024-03-21,16412.16,paid
621,32,2024-07-22,2024-08-21,4113.15,paid
622,55,2024-05-17,2024-06-16,5777.76,paid
623,14,2024-09-16,2024-10-16,16132.35,paid
624,17,2023-10-19,2023-11-18,18465.69,paid
625,45,2024-10-03,2024-11-02,2953.67,paid
626,48,2024-11-15,2024-12-15,18535.25,paid
627,35,2023-08-20,2023-09-19,11859.4,paid
628,66,2023-12-14,2024-01-13,7207.98,paid
629,22,2024-08-14,2024-09-13,21789.41,paid
630,36,2023-11-28,2023-12-28,18950.94,paid
631,46,2024-04-19,2024-05-19,902.69,paid
632,36,2023-11-28,2023-12-28,17978.43,paid
633,9,2023-07-20,2023-08-19,17063.73,paid
634,66,2024-06-20,2024-07-20,22730.98,paid
635,23,2024-10-12,2024-11-11,21589.47,paid
636,1,2023-11-14,2023-12-14,20934.16,paid
637,50,2024-06-14,2024-07-14,12287.83,open
638,58,2023-08-04,2023-09-03,7556.67,paid
639,16,2024-06-08,2024-07-08,17133.41,paid
640,77,2023-07-12,2023-08-11,22473.47,paid
641,45,2023-11-29,2023-12-29,17640.07,paid
642,25,2024-06-01,2024-07-01,6019.89,paid
643,25,2024-06-23,2024-07-23,19121.95,paid
644,61,2024-07-07,2024-08-06,16050.55,paid
645,45,2024-05-28,2024-06-27,8264.21,open
646,13,2024-05-08,2024-06-07,7870.65,paid
647,36,2023-07-02,2023-08-01,3068.44,paid
648,40,2023-10-30,2023-11-29,16476.54,paid
649,27,2023-10-07,2023-11-06,21573.35,paid
650,78,2024-11-08,2024-12-08,9207.1,overdue
651,18,2024-06-20,2024-07-20,2190.42,paid
652,67,2024-04-01,2024-05-01,17480.14,paid
653,21,2024-09-16,2024-10-16,2465.3,paid
654,76,2024-03-07,2024-04-06,331.41,paid
655,44,2024-12-21,2025-01-20,20455.48,paid
656,50,2023-12-06,2024-01-05,17383.18,paid
657,25,2024-11-06,2024-12-06,19316.32,paid
658,69,2024-02-05,2024-03-06,5988.1,paid
659,73,2024-08-20,2024-09-19,23244.66,open
660,17,2024-02-29,2024-03-30,14055.14,paid
661,35,2024-11-27,2024-12-27,9965.11,open
662,60,2024-07-24,2024-08-23,1833.46,paid
663,48,2024-12-19,2025-01-18,11305.96,paid
664,74,2024-10-14,2024-11-13,16549.54,paid
665,19,2024-12-25,2025-01-24,14841.3,paid
666,73,2023-07-31,2023-08-30,19344.19,paid
667,7,2023-08-17,2023-09-16,800.55,paid
668,36,2024-09-18,2024-10-18,12303.98,paid
669,38,2023-09-10,2023-10-10,13476.82,paid
670,31,2024-05-18,2024-06-17,6084.34,paid
671,51,2023-10-05,2023-11-04,24600.62,paid
672,78,2023-10-01,2023-10-31,7387.62,overdue
673,70,2024-01-27,2024-02-26,16867.71,paid
674,36,2023-10-13,2023-11-12,10930.02,overdue
675,44,2024-02-06,2024-03-07,21860.26,paid
676,35,2023-09-10,2023-10-10,20560.42,paid
677,21,2024-10-15,2024-11-14,9326.33,paid
678,71,2024-03-30,2024-04-29,11603.63,paid
679,36,2024-03-24,2024-04-23,17827.71,paid
680,24,2024-04-21,2024-05-21,3291.8,paid
681,19,2023-10-12,2023-11-11,10177.78,paid
682,30,2023-07-08,2023-08-07,18940.57,overdue
683,13,2023-08-17,2023-09-16,24435.04,open
684,62,2024-09-20,2024-10-20,3895.66,paid
685,38,2024-04-06,2024-05-06,21779.73,paid
686,45,2024-07-25,2024-08-24,2026.81,paid
687,57,2024-07-21,2024-08-20,9570.4,paid
688,15,2024-02-07,2024-03-08,10712.22,paid
689,68,2024-08-11,2024-09-10,17869.26,paid
690,65,2023-07-29,2023-08-28,11409.28,paid
691,26,2024-11-12,2024-12-12,24223.67,paid
692,51,2023-12-07,2024-01-06,23591.79,paid
693,58,2024-03-27,2024-04-26,18121.49,paid
694,7,2023-12-19,2024-01-18,9507.13,paid
695,76,2024-03-22,2024-04-21,19217.78,paid
696,60,2024-09-24,2024-10-24,6021.37,overdue
697,5,2023-07-24,2023-08-23,7938.62,paid
698,60,2024-11-28,2024-12-28,3299.71,paid
699,69,2023-07-06,2023-08-05,6027.09,paid
700,44,2023-09-22,2023-10-22,1497.9,paid
701,4,2023-07-13,2023-08-12,590.35,paid
702,53,2024-09-13,2024-10-13,4866.99,paid
703,11,2024-08-10,2024-09-09,20063.42,paid
704,7,2024-09-30,2024-10-30,12542.02,paid
705,64,2024-03-25,2024-04-24,8703.96,overdue
706,75,2023-12-21,2024-01-20,4459.74,overdue
707,74,2024-03-04,2024-04-03,24738.1,overdue
708,80,2024-04-05,2024-05-05,23371.08,open
709,63,2024-02-15,2024-03-16,12162.63,paid
710,76,2024-05-02,2024-06-01,21129.73,paid
711,47,2023-09-25,2023-10-25,21658.7,paid
712,17,2024-05-19,2024-06-18,5047.42,paid
713,31,2024-07-09,2024-08-08,7529.95,open
714,21,2024-02-24,2024-03-25,2600.77,paid
715,53,2024-07-25,2024-08-24,13114.82,paid
716,67,2024-05-11,2024-06-10,24149.74,paid
717,16,2023-09-18,2023-10-18,19218.19,paid
718,58,2024-08-14,2024-09-13,5992.65,paid
719,67,2024-11-04,2024-12-04,19952.35,paid
720,14,2024-02-14,2024-03-15,8828.96,paid
721,58,2024-02-18,2024-03-19,5277.21,paid
722,66,2023-07-29,2023-08-28,16283.9,paid
723,51,2024-05-24,2024-06-23,7157.8,paid
724,26,2023-12-10,2024-01-09,24887.63,paid
725,35,2023-12-16,2024-01-15,22369.95,paid
726,7,2024-04-08,2024-05-08,19152.9,paid
727,72,2023-11-29,2023-12-29,3513.02,paid
728,5,2024-02-13,2024-03-14,4214.69,paid
729,13,2024-03-21,2024-04-20,7128.81,open
730,75,2024-06-17,2024-07-17,14642.49,paid
731,35,2024-06-22,2024-07-22,1794.62,paid
732,47,2024-04-10,2024-05-10,6880.56,overdue
733,6,2024-02-07,2024-03-08,16202.01,paid
734,38,2024-12-01,2024-12-31,7837.25,paid
735,62,2024-10-28,2024-11-27,11511.31,open
736,32,2024-11-05,2024-12-05,9186.51,paid
737,40,2024-01-30,2024-02-29,22619.1,paid
738,25,2024-03-19,2024-04-18,18539.79,paid
739,6,2024-03-14,2024-04-13,7816.31,paid
740,15,2024-08-16,2024-09-15,3630.64,overdue
741,44,2024-10-01,2024-10-31,12779.93,open
742,58,2023-10-29,2023-11-28,14204.14,paid
743,62,2023-07-07,2023-08-06,4822.07,paid
744,9,2023-08-05,2023-09-04,9893.33,paid
745,80,2023-11-04,2023-12-04,17076.1,paid
746,16,2024-03-01,2024-03-31,9368.53,paid
747,72,2023-09-08,2023-10-08,627.89,paid
748,51,2024-05-28,2024-06-27,10685.97,paid
749,63,2024-06-22,2024-07-22,22353.14,paid
750,33,2024-05-16,2024-06-15,24760.6,overdue
751,34,2024-03-02,2024-04-01,11848.55,paid
752,27,2024-11-24,2024-12-24,9726.43,paid
753,67,2023-12-02,2024-01-01,8309.5,paid
754,47,2024-01-21,2024-02-20,21633.46,paid
755,13,2023-09-08,2023-10-08,12988.84,paid
756,36,2024-02-14,2024-03-15,13301.63,paid
757,47,2023-11-07,2023-12-07,24272.81,paid
758,13,2024-07-14,2024-08-13,23771.5,paid
759,75,2024-03-28,2024-04-27,7027.28,paid
760,28,2023-09-10,2023-10-10,12566.56,paid
761,23,2023-07-29,2023-08-28,2170.99,paid
762,69,2023-07-25,2023-08-24,2919.25,open
763,68,2024-02-02,2024-03-03,9595.96,paid
764,25,2024-08-13,2024-09-12,2788.38,paid
765,47,2023-09-26,2023-10-26,15467.6,paid
766,39,2024-06-01,2024-07-01,20798.48,paid
767,69,2023-10-07,2023-11-06,23601.6,paid
768,10,2024-08-06,2024-09-05,11944.1,paid
769,65,2023-11-28,2023-12-28,23251.28,overdue
770,20,2024-09-15,2024-10-15,2776.76,paid
771,66,2024-12-07,2025-01-06,3650.27,paid
772,63,2024-06-07,2024-07-07,8778.84,open
773,33,2023-09-27,2023-10-27,14987.11,paid
774,26,2023-10-01,2023-10-31,4470.2,paid
775,71,2024-03-23,2024-04-22,9998.91,open
776,2,2023-11-16,2023-12-16,6435.83,paid
777,4,2023-11-23,2023-12-23,7580.48,paid
778,64,2024-04-06,2024-05-06,4228.42,paid
779,36,2023-09-27,2023-10-27,14138.13,paid
780,26,2024-01-16,2024-02-15,1076.9,paid
781,45,2024-02-08,2024-03-09,6834.11,paid
782,64,2023-12-04,2024-01-03,1654.62,open
783,43,2024-05-18,2024-06-17,9578.76,paid
784,74,2023-11-20,2023-12-20,10451.25,paid
785,60,2024-12-24,2025-01-23,22965.08,paid
786,80,2023-07-29,2023-08-28,12062.82,paid
787,77,2024-05-05,2024-06-04,15697.21,paid
788,43,2024-12-18,2025-01-17,10640.58,paid
789,2,2024-10-03,2024-11-02,21572.58,overdue
790,51,2023-11-08,2023-12-08,13299.02,paid
791,55,2024-12-14,2025-01-13,11574.76,paid
792,28,2024-01-10,2024-02-09,18075.16,open
793,23,2024-06-13,2024-07-13,13660.27,paid
794,39,2023-07-24,2023-08-23,10479.0,paid
795,80,2023-11-06,2023-12-06,12680.73,paid
796,68,2024-04-24,2024-05-24,8781.06,paid
797,20,2023-09-27,2023-10-27,3975.47,paid
798,30,2024-08-10,2024-09-09,3076.2,paid
799,42,2024-09-03,2024-10-03,2282.83,paid
800,2,2024-04-10,2024-05-10,16928.87,paid
