expense_id,incurred_on,department,category,amount,description
562,2024-05-06,Support,training,929.67,laptop
563,2024-08-14,Product,software,2409.16,conference travel
564,2024-01-26,Product,travel,3838.6,laptop
565,2024-12-10,Finance,events,1149.63,laptop
566,2024-06-07,Sales,software,2935.85,job board
567,2024-09-14,Finance,events,1921.56,job board
568,2024-01-03,Sales,recruiting,2046.5,job board
569,2024-09-22,Sales,cloud,1493.62,client dinner
570,2024-09-26,Sales,cloud,1574.36,job board
571,2024-12-05,Engineering,recruiting,3590.99,client dinner
572,2023-11-01,People,travel,3838.17,conference travel
573,2024-01-31,Marketing,events,1710.97,training course
574,2024-11-11,Sales,recruiting,99.43,training course
575,2024-05-29,People,cloud,3898.38,job board
576,2024-05-02,Sales,cloud,1285.85,client dinner
577,2024-06-01,Sales,cloud,543.79,laptop
578,2023-07-22,Product,office,1379.03,team offsite
579,2024-07-24,People,cloud,3753.64,conference travel
580,2024-07-16,Product,cloud,3130.53,team offsite
581,2023-11-27,Product,software,3018.9,training course
582,2023-08-28,Engineering,travel,3693.78,laptop
583,2023-09-04,Product,office,574.36,training course
584,2024-10-09,Finance,events,1936.54,training course
585,2024-06-18,People,training,3991.63,training course
586,2024-03-12,Product,software,217.33,team offsite
587,2024-04-26,Engineering,cloud,949.08,client dinner
588,2023-09-13,Sales,software,847.6,team offsite
589,2023-10-30,Sales,travel,2471.53,cloud overage
590,2024-08-13,Product,events,1832.14,team offsite
591,2024-01-10,Product,travel,3750.69,team offsite
592,2023-09-22,Marketing,recruiting,676.71,training course
593,2024-05-20,Finance,recruiting,3698.6,team offsite
594,2023-08-13,Finance,office,1257.16,laptop
595,2024-10-28,Operations,office,3143.47,conference travel
596,2023-10-18,Engineering,office,293.87,client dinner
597,2024-02-29,Sales,recruiting,3299.3,cloud overage
598,2023-11-17,People,software,1944.71,team offsite
599,2024-07-28,People,events,3520.78,job board
600,2024-07-15,Operations,events,2933.45,training course
601,2024-08-11,Product,cloud,282.93,training course
602,2023-10-01,Engineering,cloud,433.63,job board
603,2024-12-17,Finance,office,1885.11,laptop
604,2023-12-27,Sales,recruiting,2718.24,training course
605,2023-11-12,Product,travel,1654.69,conference travel
606,2023-09-09,Marketing,training,2087.78,conference travel
607,2024-01-23,Operations,travel,2594.77,laptop
608,2024-08-30,Sales,recruiting,81.25,cloud overage
609,2024-10-16,People,travel,2206.0,conference travel
610,2024-03-18,People,software,287.46,team offsite
611,2024-02-23,Finance,recruiting,436.0,laptop
612,2024-12-05,People,training,1098.47,laptop
613,2024-10-10,Operations,events,695.07,laptop
614,2023-08-12,People,training,2180.38,training course
615,2024-08-09,Marketing,recruiting,3652.38,training course
616,2024-04-04,Finance,events,2665.18,laptop
617,2023-08-14,Engineering,recruiting,274.45,laptop
618,2024-08-21,Product,cloud,985.61,job board
619,2024-01-13,People,training,1855.91,training course
620,2024-08-31,Support,office,1917.38,conference travel
621,2024-07-17,Sales,travel,1294.03,training course
622,2023-08-24,Support,office,846.04,laptop
623,2024-09-19,Support,software,1398.97,training course
624,2024-01-12,Marketing,training,1456.75,cloud overage
625,2023-09-24,Sales,travel,1278.02,conference travel
626,2023-10-09,Marketing,travel,1574.54,conference travel
627,2024-07-29,Marketing,recruiting,597.96,cloud overage
628,2024-09-27,People,cloud,3335.24,training course
629,2023-07-01,Marketing,training,1401.0,team offsite
630,2024-04-20,People,training,895.59,laptop
631,2024-09-20,Product,cloud,457.71,client dinner
632,2024-02-05,Sales,events,2880.59,conference travel
633,2023-09-02,Engineering,office,333.24,job board
634,2024-10-04,Finance,software,408.61,laptop
635,2024-04-20,Engineering,office,3121.8,training course
636,2024-01-20,Product,events,1078.04,client dinner
637,2024-01-02,Sales,training,911.12,client dinner
638,2024-06-14,Support,events,1298.38,laptop
639,2024-06-03,Finance,training,2099.95,team offsite
640,2024-04-16,Sales,software,2170.95,conference travel
641,2024-11-16,Finance,recruiting,2612.88,cloud overage
642,2023-08-22,Marketing,cloud,1409.43,cloud overage
643,2023-08-30,Operations,events,549.22,cloud overage
644,2024-10-16,Product,travel,3302.4,training course
645,2024-10-03,People,software,259.48,job board
646,2023-10-05,Finance,software,1456.23,training course
647,2023-07-06,People,events,3201.29,cloud overage
648,2023-08-28,Engineering,events,1026.77,laptop
649,2023-07-04,Operations,office,2376.96,job board
650,2024-02-12,Marketing,travel,3174.55,cloud overage
651,2023-09-29,Marketing,office,2606.74,job board
652,2024-12-16,Operations,training,3220.64,client dinner
653,2023-10-04,Sales,cloud,1853.8,client dinner
654,2023-12-10,Operations,events,3632.3,cloud overage
655,2024-02-28,People,office,416.6,client dinner
656,2024-04-17,Support,cloud,754.02,cloud overage
657,2024-07-05,Product,cloud,111.0,job board
658,2024-02-21,Marketing,software,343.71,team offsite
659,2024-08-06,Finance,events,467.08,laptop
660,2024-05-07,Operations,recruiting,2298.36,conference travel
661,2024-12-24,Engineering,travel,2110.63,conference travel
662,2024-10-30,Support,events,1270.1,conference travel
663,2024-01-27,Operations,recruiting,1989.81,client dinner
664,2024-08-21,Marketing,training,2728.51,team offsite
665,2024-10-31,Sales,travel,1330.83,training course
666,2024-08-19,Marketing,software,927.19,conference travel
667,2024-08-12,Marketing,travel,1480.85,laptop
668,2024-07-25,Engineering,cloud,2640.77,conference travel
669,2024-03-25,Operations,software,92.78,job board
670,2024-03-31,Product,travel,927.3,client dinner
671,2023-12-24,Marketing,cloud,1908.31,training course
672,2024-11-14,People,recruiting,647.22,conference travel
673,2024-06-08,Operations,travel,1743.67,training course
674,2024-01-08,Product,events,252.51,laptop
675,2023-10-25,Marketing,recruiting,3367.85,job board
676,2023-08-29,Engineering,cloud,677.43,training course
677,2023-08-30,Operations,software,3994.71,job board
678,2024-05-21,Finance,travel,1870.28,cloud overage
679,2024-02-18,Operations,software,945.5,laptop
680,2023-08-03,Support,cloud,59.89,client dinner
681,2024-10-16,Sales,office,2043.31,cloud overage
682,2024-04-06,Operations,office,1139.42,training course
683,2024-01-08,Engineering,recruiting,2934.25,team offsite
684,2024-09-16,Finance,travel,819.78,cloud overage
685,2024-12-18,Operations,cloud,2280.78,conference travel
686,2024-10-21,People,recruiting,2208.7,team offsite
687,2023-08-01,Sales,cloud,3458.79,job board
688,2024-06-01,Marketing,travel,1450.53,training course
689,2024-04-03,Support,cloud,1057.33,cloud overage
690,2024-10-04,People,events,3008.32,job board
691,2024-03-29,Engineering,events,283.04,conference travel
692,2024-04-22,Support,cloud,1583.08,laptop
693,2023-09-14,Sales,travel,897.98,job board
694,2024-01-10,Marketing,recruiting,533.12,laptop
695,2024-01-31,Sales,recruiting,750.91,job board
696,2024-10-06,Marketing,training,3097.39,laptop
697,2023-09-19,Engineering,software,3686.31,conference travel
698,2023-12-09,Operations,recruiting,1769.84,training course
699,2024-07-30,Engineering,events,3589.78,client dinner
700,2024-11-26,Marketing,software,1648.68,laptop
701,2024-08-25,Finance,events,1212.52,cloud overage
702,2024-12-30,People,cloud,405.02,cloud overage
703,2024-08-24,Product,office,755.41,client dinner
704,2023-12-31,Support,recruiting,1203.05,laptop
705,2024-08-07,Product,recruiting,1161.57,training course
706,2023-11-06,People,software,787.65,team offsite
707,2024-03-21,Operations,office,2098.82,team offsite
708,2024-12-19,Finance,training,3299.16,conference travel
709,2024-08-13,Support,events,1774.82,team offsite
710,2024-07-16,Marketing,software,2472.31,team offsite
711,2024-07-18,Sales,events,95.99,cloud overage
712,2024-12-23,Finance,software,353.07,training course
713,2024-05-28,Support,recruiting,3307.04,cloud overage
714,2024-12-07,People,events,1792.59,laptop
715,2024-01-16,People,travel,340.28,laptop
716,2024-11-16,Product,travel,1561.05,training course
717,2024-01-18,Finance,recruiting,2859.25,training course
718,2023-12-19,Product,events,769.21,client dinner
719,2023-12-10,People,cloud,801.59,conference travel
720,2023-09-25,People,recruiting,2019.64,training course
721,2024-11-19,People,cloud,2795.02,training course
722,2024-05-04,Support,events,547.26,cloud overage
723,2024-08-05,Sales,training,3855.44,job board
724,2023-08-15,Marketing,office,903.54,job board
725,2024-02-24,Operations,recruiting,1490.17,job board
726,2024-06-29,Marketing,software,1206.43,training course
727,2024-02-13,Engineering,recruiting,1805.02,job board
728,2024-11-08,Engineering,events,279.61,training course
729,2024-05-30,Engineering,events,688.64,cloud overage
730,2024-09-24,Sales,travel,1576.98,cloud overage
731,2023-08-13,Support,software,1909.13,team offsite
732,2024-06-24,Operations,events,3439.9,client dinner
733,2024-01-07,Engineering,cloud,2446.61,team offsite
734,2023-10-06,Product,events,1215.29,client dinner
735,2023-07-02,Operations,office,1079.41,team offsite
736,2024-07-23,Finance,travel,2845.88,team offsite
737,2024-06-16,Finance,travel,528.89,client dinner
738,2024-04-25,Sales,training,1715.64,training course
739,2023-11-19,People,office,3552.54,training course
740,2023-09-03,Operations,travel,2815.79,client dinner
741,2024-11-24,Marketing,office,834.56,training course
742,2023-07-14,Engineering,office,3515.45,conference travel
743,2023-09-09,Product,software,3117.38,cloud overage
744,2024-02-28,Sales,recruiting,397.92,cloud overage
745,2024-09-03,Sales,software,2871.76,cloud overage
746,2024-07-06,Operations,office,2606.17,conference travel
747,2023-08-23,People,office,2000.92,team offsite
748,2024-12-30,Sales,travel,3323.91,job board
749,2023-08-24,People,events,747.26,training course
750,2024-08-26,Marketing,events,2961.89,team offsite
751,2024-05-09,Sales,training,3463.71,training course
752,2023-09-11,Sales,training,1761.83,cloud overage
753,2024-04-18,Engineering,training,3472.67,cloud overage
754,2024-08-08,Operations,cloud,1033.29,client dinner
755,2024-12-17,Engineering,office,3695.77,team offsite
756,2024-08-24,Sales,cloud,886.87,conference travel
757,2024-04-07,Marketing,office,1450.26,training course
758,2024-02-23,Marketing,recruiting,506.44,job board
759,2024-03-04,Operations,events,3810.41,laptop
760,2024-09-22,Operations,recruiting,1281.73,laptop
761,2024-09-21,Marketing,events,241.48,training course
762,2024-01-19,Product,software,1082.14,training course
763,2023-11-30,Finance,office,423.35,laptop
764,2024-04-25,Finance,office,2446.7,job board
765,2023-09-24,Marketing,cloud,1123.71,team offsite
766,2024-02-08,People,cloud,2876.87,job board
767,2024-02-14,People,cloud,3531.89,client dinner
768,2024-04-03,Engineering,travel,1513.05,team offsite
769,2024-03-30,Support,training,480.16,cloud overage
770,2024-08-27,Finance,software,2959.89,team offsite
771,2023-11-15,Engineering,events,1573.22,conference travel
772,2024-11-24,People,software,3755.14,conference travel
773,2024-10-26,Product,travel,201.0,conference travel
774,2024-02-12,Support,office,3042.51,job board
775,2024-11-22,People,travel,1554.1,laptop
776,2024-02-11,Engineering,travel,426.77,conference travel
777,2024-10-31,People,office,2962.87,team offsite
778,2023-07-16,Finance,recruiting,2009.16,laptop
779,2024-12-27,Product,events,3502.34,job board
780,2023-09-14,Support,travel,325.15,training course
781,2024-10-14,People,office,304.37,client dinner
782,2024-01-12,Finance,travel,3446.01,team offsite
783,2023-07-29,Engineering,office,1363.62,conference travel
784,2023-12-31,Product,office,167.02,laptop
785,2024-01-31,Engineering,events,706.55,team offsite
786,2023-10-26,Sales,training,1039.22,laptop
787,2023-09-29,Engineering,travel,2093.93,cloud overage
788,2023-08-04,Engineering,office,199.23,team offsite
789,2024-01-25,Product,events,3764.67,job board
790,2024-11-30,Finance,travel,1328.72,training course
791,2023-10-10,Marketing,recruiting,2168.78,client dinner
792,2023-12-03,Marketing,software,1236.47,client dinner
793,2023-10-11,Sales,events,3244.6,job board
794,2023-10-08,Engineering,recruiting,1789.53,conference travel
795,2024-02-20,Sales,recruiting,2543.2,training course
796,2024-12-22,Support,recruiting,1755.52,training course
797,2023-09-11,Marketing,recruiting,2176.14,cloud overage
798,2023-11-11,Operations,recruiting,3569.09,conference travel
799,2023-12-21,Product,travel,1710.01,training course
800,2024-11-16,Support,software,1774.97,cloud overage
801,2024-06-19,Engineering,office,881.98,training course
802,2023-09-23,Finance,office,2451.07,conference travel
803,2024-04-12,Sales,events,937.57,cloud overage
804,2023-12-12,Support,training,3431.12,client dinner
805,2023-09-15,Marketing,cloud,1720.18,job board
806,2024-02-27,Marketing,software,3338.12,conference travel
807,2024-07-01,Finance,training,3782.86,job board
808,2024-08-29,Support,recruiting,1368.63,training course
809,2024-03-07,People,events,2568.88,client dinner
810,2024-05-10,Engineering,recruiting,3592.19,client dinner
811,2024-03-20,Sales,travel,3949.77,job board
812,2024-06-25,Finance,cloud,2049.76,job board
813,2024-08-25,Engineering,travel,3887.49,job board
814,2024-02-08,Support,cloud,413.48,laptop
815,2024-11-27,Operations,office,2594.2,cloud overage
816,2023-07-22,Finance,training,3658.6,job board
817,2024-03-21,Product,cloud,3391.82,team offsite
818,2023-11-02,Product,software,2432.39,training course
819,2023-12-11,Support,travel,2318.47,conference travel
820,2024-03-17,People,training,1748.86,client dinner
821,2024-08-14,Sales,travel,1762.63,team offsite
822,2024-01-20,People,cloud,2358.57,training course
823,2023-12-10,Operations,software,1322.02,team offsite
824,2023-10-04,Operations,software,2639.32,team offsite
825,2024-01-28,Sales,travel,903.08,team offsite
826,2023-10-10,Support,software,1586.68,team offsite
827,2024-03-31,People,recruiting,2693.12,cloud overage
828,2024-11-24,Engineering,recruiting,2698.91,training course
829,2023-10-26,Support,recruiting,3046.92,cloud overage
830,2023-12-30,People,training,2121.29,training course
831,2024-06-13,People,office,605.69,conference travel
832,2024-02-06,Sales,software,2766.56,laptop
833,2024-12-19,Operations,cloud,3576.07,training course
834,2023-09-10,Marketing,events,2880.26,team offsite
835,2024-10-28,Finance,events,3357.83,laptop
836,2024-08-08,Sales,office,2907.01,conference travel
837,2024-07-24,Sales,cloud,1495.48,job board
838,2024-10-22,Finance,cloud,3052.44,cloud overage
839,2024-05-20,Finance,software,1821.51,training course
840,2024-11-28,Marketing,software,3308.99,cloud overage
841,2024-05-07,People,cloud,3634.02,job board
842,2024-09-19,Marketing,recruiting,1425.88,team offsite
843,2024-08-29,Support,software,1906.5,training course
844,2024-05-28,Sales,events,1369.19,team offsite
845,2024-09-16,Operations,travel,2458.87,team offsite
846,2024-11-09,Engineering,events,2604.82,training course
847,2023-12-12,People,recruiting,1077.4,team offsite
848,2024-02-10,Engineering,cloud,1273.6,team offsite
849,2024-10-21,Sales,software,1149.02,laptop
850,2024-04-08,People,recruiting,1864.18,cloud overage
851,2024-11-04,People,travel,3868.35,team offsite
852,2024-08-20,Product,software,74.05,conference travel
853,2024-03-11,Operations,cloud,2067.89,client dinner
854,2023-10-04,Engineering,training,746.76,job board
855,2024-09-29,Finance,office,2415.76,conference travel
856,2024-10-09,Engineering,cloud,3942.96,conference travel
857,2024-12-10,Operations,software,979.84,client dinner
858,2024-08-08,Finance,office,1347.03,team offsite
859,2024-05-07,Marketing,office,2403.84,laptop
860,2023-07-23,Operations,training,2714.24,training course
861,2023-11-17,Operations,events,3498.11,conference travel
862,2023-10-24,Sales,events,1229.45,conference travel
863,2024-10-04,Sales,events,3263.52,client dinner
864,2024-02-21,Engineering,cloud,861.86,team offsite
865,2024-08-24,Operations,recruiting,2211.14,job board
866,2024-06-23,Support,cloud,499.77,training course
867,2023-11-09,Finance,cloud,3022.37,cloud overage
868,2023-10-15,Finance,travel,2424.02,job board
869,2023-11-12,Sales,travel,2225.05,client dinner
870,2024-07-31,Support,travel,3895.31,team offsite
871,2024-05-11,Product,training,2789.03,conference travel
872,2024-06-11,Finance,events,2969.26,job board
873,2023-10-11,People,events,872.32,training course
874,2024-05-02,Finance,cloud,675.87,client dinner
875,2024-06-18,Sales,travel,3945.13,cloud overage
876,2024-04-15,People,events,1450.69,cloud overage
877,2024-09-24,Support,recruiting,3372.39,training course
878,2023-12-23,Support,office,3398.04,cloud overage
879,2024-10-22,Product,cloud,1105.14,cloud overage
880,2024-08-31,Operations,office,3916.58,cloud overage
881,2024-03-14,Operations,office,3829.59,client dinner
882,2024-08-29,Support,travel,278.92,training course
883,2024-06-30,Sales,events,1784.4,training course
884,2023-07-28,Engineering,recruiting,565.86,conference travel
885,2023-09-30,Marketing,office,3489.93,cloud overage
886,2024-08-22,Product,recruiting,3531.51,job board
887,2024-04-28,Product,training,3299.67,conference travel
888,2024-01-21,Engineering,training,1306.11,training course
889,2024-12-10,Finance,training,69.93,laptop
890,2024-10-02,Operations,software,77.95,laptop
891,2023-07-30,Finance,travel,3914.76,job board
892,2023-11-04,Operations,office,2806.61,cloud overage
893,2024-07-09,Finance,recruiting,3009.18,cloud overage
894,2023-07-19,Product,training,2773.0,job board
895,2024-04-30,Operations,cloud,1844.54,client dinner
896,2024-06-09,Support,software,2095.2,job board
897,2024-09-09,Marketing,office,1000.55,conference travel
898,2024-12-05,Engineering,training,538.75,job board
899,2024-01-15,Finance,travel,2826.55,team offsite
900,2024-11-26,Marketing,cloud,3115.91,job board
901,2024-06-01,Sales,training,2067.68,laptop
902,2024-11-17,Product,training,442.78,team offsite
903,2024-11-28,People,events,3146.71,conference travel
904,2024-08-24,Operations,office,1341.77,conference travel
905,2023-09-09,People,events,2733.49,team offsite
906,2023-10-14,Engineering,cloud,3857.68,job board
907,2024-12-28,Engineering,travel,2801.59,job board
908,2023-12-23,Support,cloud,504.03,client dinner
909,2024-10-20,Operations,travel,1942.71,training course
910,2024-06-07,Engineering,travel,2522.76,client dinner
911,2023-10-14,Product,recruiting,2401.67,conference travel
912,2024-10-30,Marketing,recruiting,401.47,training course
913,2024-08-18,Support,office,2405.77,team offsite
914,2024-12-16,Finance,cloud,2342.2,conference travel
915,2023-11-14,Finance,travel,1046.38,team offsite
916,2024-05-26,Finance,travel,2383.13,job board
917,2024-01-04,Support,software,3587.54,training course
918,2024-04-04,Finance,software,3980.71,cloud overage
919,2024-05-31,People,software,1008.06,laptop
920,2024-08-03,Marketing,events,1761.04,job board
921,2024-04-18,Support,training,3712.16,client dinner
922,2024-04-22,Operations,software,443.47,client dinner
923,2023-11-01,Marketing,recruiting,3447.72,job board
924,2024-02-02,Sales,training,1775.02,training course
925,2023-09-15,Product,office,3492.83,job board
926,2023-10-25,People,events,2201.72,laptop
927,2023-08-08,Support,travel,3057.16,team offsite
928,2024-03-18,People,cloud,479.43,job board
929,2024-09-24,Product,recruiting,3272.13,training course
930,2023-07-14,Product,cloud,231.51,client dinner
931,2024-03-24,Engineering,training,1490.28,conference travel
932,2024-09-16,Operations,travel,3717.11,training course
933,2023-08-08,Support,cloud,1538.65,conference travel
934,2023-09-03,Engineering,recruiting,1934.27,cloud overage
935,2024-02-24,People,events,1700.32,training course
936,2023-12-06,Finance,cloud,2383.55,job board
937,2023-08-27,Marketing,events,920.88,conference travel
938,2024-08-30,Sales,events,2218.9,laptop
939,2024-10-29,Operations,recruiting,1026.82,cloud overage
940,2024-12-03,People,recruiting,3932.13,job board
941,2024-12-15,People,training,2600.27,team offsite
942,2024-08-27,Product,cloud,2190.56,training course
943,2024-02-14,Sales,events,560.46,conference travel
944,2023-10-03,Support,events,757.42,laptop
945,2024-10-30,Product,events,1237.82,laptop
946,2024-02-19,Operations,software,814.18,cloud overage
947,2024-12-16,Product,software,2372.36,cloud overage
948,2024-10-26,Marketing,travel,1313.12,training course
949,2024-03-25,Operations,events,561.42,training course
950,2024-01-26,Marketing,events,1004.89,laptop
951,2023-11-20,Support,events,1663.77,training course
952,2023-12-28,Sales,events,2167.28,team offsite
953,2024-03-09,Engineering,travel,239.17,conference travel
954,2023-12-26,Finance,events,372.3,cloud overage
955,2024-03-08,Finance,events,2496.85,training course
956,2024-11-29,People,travel,1781.2,cloud overage
957,2024-09-07,Support,events,383.84,team offsite
958,2024-12-08,Operations,recruiting,1754.98,team offsite
959,2023-09-09,People,training,1925.59,team offsite
960,2024-06-11,Operations,office,1624.03,cloud overage
961,2024-09-24,Operations,office,2465.28,job board
962,2024-01-03,Finance,cloud,1723.52,job board
963,2024-06-07,Support,software,679.76,team offsite
964,2024-05-23,Support,cloud,3310.32,conference travel
965,2024-05-09,Sales,cloud,794.16,laptop
966,2023-11-22,Support,office,380.88,training course
967,2024-11-27,Operations,training,2826.08,conference travel
968,2024-02-28,Support,software,554.83,conference travel
969,2023-08-09,Product,office,419.06,conference travel
970,2023-10-18,Product,software,2348.79,team offsite
971,2024-04-04,Finance,recruiting,2610.51,job board
972,2023-11-14,Marketing,travel,2251.37,cloud overage
973,2023-12-30,People,travel,1551.14,client dinner
974,2024-01-10,Support,software,3206.12,client dinner
975,2024-12-30,Engineering,cloud,973.44,laptop
976,2023-11-10,People,office,3842.22,team offsite
977,2024-04-15,Finance,office,200.72,client dinner
978,2024-03-21,Support,training,1439.39,job board
979,2024-11-23,People,cloud,1400.67,client dinner
980,2024-02-20,Sales,cloud,756.45,team offsite
981,2024-07-07,Engineering,recruiting,3086.08,team offsite
982,2024-08-16,Engineering,training,1306.63,client dinner
983,2023-11-29,Operations,travel,2797.04,conference travel
984,2023-07-05,Engineering,training,1333.11,cloud overage
985,2024-07-20,Operations,software,1981.6,cloud overage
986,2024-07-31,Operations,events,3595.94,client dinner
987,2024-03-13,Sales,office,3437.77,client dinner
988,2023-07-28,Product,events,3503.76,conference travel
989,2024-12-19,People,training,1788.84,job board
990,2023-07-07,Product,software,1143.56,laptop
991,2024-06-22,Operations,training,3906.65,job board
992,2024-01-23,Product,cloud,963.14,training course
993,2024-01-19,Support,recruiting,785.26,team offsite
994,2024-05-27,Product,recruiting,1231.17,training course
995,2023-09-20,Operations,training,627.21,laptop
996,2024-02-29,Sales,training,398.58,training course
997,2024-06-23,Operations,office,2325.42,job board
998,2024-08-03,Marketing,office,2364.68,client dinner
999,2024-01-01,Operations,training,1926.29,client dinner
1000,2024-07-06,Engineering,events,818.7,team offsite
1001,2024-07-20,Operations,training,1450.63,conference travel
1002,2023-08-26,Sales,training,1195.32,laptop
1003,2024-10-25,Finance,travel,1849.18,laptop
1004,2024-12-26,People,recruiting,2462.7,training course
1005,2024-06-05,Finance,office,1684.1,job board
1006,2023-08-06,Engineering,recruiting,838.86,team offsite
1007,2023-12-30,Marketing,office,2300.84,job board
1008,2023-08-07,Sales,office,3269.36,client dinner
1009,2024-02-27,Sales,cloud,3723.78,laptop
1010,2023-07-09,Product,software,2733.63,cloud overage
1011,2024-04-30,People,software,3929.03,client dinner
1012,2023-10-06,Operations,travel,3479.42,team offsite
1013,2024-10-20,People,recruiting,1829.78,training course
1014,2024-12-21,People,office,3552.21,team offsite
1015,2024-06-18,Marketing,training,3835.77,team offsite
1016,2023-11-17,Engineering,software,3104.73,client dinner
1017,2024-12-19,Sales,travel,3820.15,client dinner
1018,2024-07-26,Finance,office,1878.48,team offsite
1019,2024-09-08,Finance,office,2351.73,team offsite
1020,2024-04-22,People,training,878.11,team offsite
1021,2023-09-17,Finance,events,2300.66,conference travel
1022,2024-09-10,Sales,events,1466.02,cloud overage
1023,2023-12-23,Marketing,software,3480.18,team offsite
1024,2023-07-04,Marketing,travel,1857.96,training course
1025,2023-12-19,Finance,travel,817.49,laptop
1026,2023-10-28,Sales,training,1356.75,cloud overage
1027,2023-10-11,Operations,training,1390.97,job board
1028,2023-09-24,Marketing,recruiting,3661.55,conference travel
1029,2024-10-19,Engineering,software,3049.94,training course
1030,2024-09-30,Product,events,3136.21,team offsite
1031,2024-09-24,Operations,cloud,416.89,training course
1032,2023-09-10,Product,training,3654.94,client dinner
1033,2024-03-05,Product,office,2654.06,job board
1034,2024-07-31,Sales,recruiting,2200.79,laptop
1035,2024-03-03,Support,travel,242.79,cloud overage
1036,2024-04-13,Engineering,recruiting,282.39,training course
1037,2024-12-28,Marketing,software,3882.38,cloud overage
1038,2024-08-22,Operations,travel,454.56,training course
1039,2024-07-14,Sales,office,1472.59,training course
1040,2024-09-02,Engineering,cloud,1687.54,cloud overage
1041,2024-03-21,Sales,travel,2384.5,job board
1042,2024-04-14,Marketing,recruiting,2131.59,team offsite
1043,2023-12-19,Engineering,events,1998.77,client dinner
1044,2023-07-24,Finance,recruiting,1992.59,training course
1045,2023-08-19,People,cloud,2276.32,job board
1046,2023-08-20,People,travel,1687.03,job board
1047,2023-11-22,Engineering,travel,1549.23,laptop
1048,2023-09-17,Operations,recruiting,106.38,cloud overage
1049,2024-02-07,Sales,recruiting,1266.22,laptop
1050,2024-11-21,Sales,office,1897.62,training course
1051,2024-11-05,Engineering,cloud,879.81,job board
1052,2023-11-11,Engineering,training,512.26,team offsite
1053,2024-08-05,Sales,travel,2784.58,team offsite
1054,2024-04-16,Sales,events,2929.66,team offsite
1055,2024-09-29,Finance,events,266.41,training course
1056,2024-07-05,People,events,2377.02,client dinner
1057,2024-01-28,Finance,travel,2472.1,laptop
1058,2023-09-15,Support,recruiting,2037.84,training course
1059,2024-08-21,Support,software,2493.55,conference travel
1060,2024-10-14,Marketing,software,3823.67,job board
1061,2023-07-22,Operations,events,2296.2,training course
1062,2023-08-24,Engineering,events,154.56,team offsite
1063,2023-07-07,Operations,software,466.52,job board
1064,2023-08-14,Operations,recruiting,1861.11,training course
1065,2023-10-29,People,travel,1747.44,training course
1066,2024-07-29,Operations,events,1600.21,team offsite
1067,2024-03-10,Operations,travel,1176.51,team offsite
1068,2024-10-08,Support,office,3827.52,team offsite
1069,2023-11-07,Finance,travel,273.29,conference travel
1070,2024-07-15,Operations,cloud,1453.41,team offsite
1071,2024-02-12,Support,office,3348.3,training course
1072,2024-09-27,Operations,office,583.96,training course
1073,2023-08-14,Support,events,3482.43,conference travel
1074,2024-05-04,Marketing,training,2192.46,cloud overage
1075,2023-10-22,Engineering,cloud,2928.83,job board
1076,2024-04-24,People,training,3033.02,client dinner
1077,2024-06-09,People,cloud,2646.37,team offsite
1078,2024-01-15,Sales,office,3802.9,cloud overage
1079,2024-10-29,Sales,recruiting,2899.62,training course
1080,2024-09-15,Sales,office,1912.97,team offsite
1081,2024-01-28,Product,events,1615.23,team offsite
1082,2023-07-26,Finance,cloud,3398.4,training course
1083,2024-08-16,Support,software,527.58,conference travel
1084,2024-03-12,Sales,office,3607.52,client dinner
1085,2024-03-15,Marketing,software,2334.39,job board
1086,2023-12-28,Sales,cloud,552.36,team offsite
1087,2024-09-10,Support,cloud,940.84,cloud overage
1088,2024-12-26,Engineering,cloud,189.46,job board
1089,2024-08-11,Product,travel,2588.76,client dinner
1090,2024-10-22,Marketing,software,2969.62,conference travel
1091,2023-11-30,People,training,167.61,cloud overage
1092,2023-07-07,Product,travel,1794.89,job board
1093,2023-09-13,Marketing,software,2928.83,cloud overage
1094,2024-06-09,Finance,training,1387.58,laptop
1095,2023-08-13,Engineering,events,3188.3,client dinner
1096,2024-09-14,Product,software,2797.94,laptop
1097,2024-03-25,Operations,travel,3555.11,job board
1098,2024-11-27,Engineering,recruiting,2280.4,client dinner
1099,2024-05-18,Support,recruiting,3112.61,client dinner
1100,2023-11-14,Sales,events,3232.13,training course
1101,2024-09-05,People,cloud,3048.17,cloud overage
1102,2024-09-27,Engineering,events,1245.32,laptop
1103,2024-03-01,Product,office,3731.59,job board
1104,2023-07-29,Operations,recruiting,1995.14,job board
1105,2024-10-16,Finance,events,3331.61,training course
1106,2023-07-12,Sales,travel,2686.26,training course
1107,2024-09-01,Marketing,office,1047.72,laptop
1108,2024-02-28,Support,travel,791.47,laptop
1109,2023-07-28,Product,travel,2246.0,laptop
1110,2024-07-06,Support,travel,3225.55,training course
1111,2024-06-29,Sales,software,3771.22,training course
1112,2024-01-26,Marketing,events,1026.76,client dinner
1113,2024-03-15,Support,training,3184.9,laptop
1114,2024-12-26,Support,training,2235.56,conference travel
1115,2024-02-07,Product,events,3060.02,cloud overage
1116,2024-11-14,Sales,cloud,3973.62,cloud overage
1117,2024-10-23,Operations,cloud,916.79,training course
1118,2023-10-20,Sales,events,546.03,cloud overage
1119,2024-10-05,Finance,travel,2521.11,training course
1120,2024-06-04,Operations,events,152.56,job board
1121,2024-07-31,People,cloud,2529.79,client dinner
