po_id,vendor_id,ordered_on,amount,status,department
558,45,2024-05-09,7937.15,fulfilled,Product
559,34,2024-07-26,30988.02,open,Marketing
560,1,2023-10-21,1142.95,fulfilled,Operations
561,75,2023-11-04,39276.09,fulfilled,Support
562,70,2023-09-07,34466.96,fulfilled,Operations
563,52,2023-07-29,9292.44,fulfilled,Sales
564,78,2024-12-27,19745.28,fulfilled,Engineering
565,15,2024-05-11,10333.76,fulfilled,Support
566,27,2023-07-30,23410.71,fulfilled,Operations
567,39,2024-05-22,23239.26,fulfilled,Support
568,38,2024-12-11,6562.18,fulfilled,Engineering
569,30,2023-08-21,37498.6,fulfilled,Sales
570,42,2023-07-16,17378.96,open,Finance
571,59,2024-07-31,14550.08,fulfilled,Support
572,25,2023-11-26,6836.6,fulfilled,Product
573,53,2024-11-20,22073.73,fulfilled,Finance
574,31,2024-06-06,13212.85,fulfilled,Support
575,63,2024-04-27,31062.07,open,Marketing
576,53,2024-10-14,36526.77,fulfilled,Operations
577,30,2024-03-19,31612.0,fulfilled,Finance
578,42,2024-07-17,6668.07,fulfilled,Operations
579,72,2023-10-08,29935.1,fulfilled,Support
580,40,2023-08-23,21127.45,fulfilled,Marketing
581,75,2024-03-11,13925.94,fulfilled,Marketing
582,37,2023-12-23,20813.26,fulfilled,Support
583,55,2023-12-28,1175.61,open,Operations
584,21,2024-07-21,1031.88,fulfilled,Support
585,77,2024-06-22,31932.05,fulfilled,Marketing
586,34,2023-10-21,37749.81,fulfilled,Operations
587,77,2023-11-02,15378.76,fulfilled,Finance
588,35,2023-08-07,15726.46,fulfilled,Operations
589,57,2023-07-06,25167.48,fulfilled,Marketing
590,58,2024-09-25,8204.45,fulfilled,People
591,49,2024-07-25,9499.66,canceled,Finance
592,16,2024-07-09,28841.38,fulfilled,Operations
593,29,2023-07-10,16508.85,fulfilled,Marketing
594,52,2024-07-09,18453.96,fulfilled,Operations
595,69,2024-02-28,16000.36,fulfilled,Support
596,5,2024-07-29,4746.43,fulfilled,Operations
597,9,2024-08-22,1677.66,fulfilled,Product
598,76,2024-06-03,27853.16,fulfilled,Product
599,24,2024-01-07,33700.94,fulfilled,Support
600,1,2024-07-12,16922.69,fulfilled,Finance
