response_id,ticket_id,submitted_on,score,comment
796,1136,2024-11-09,5,quick fix
797,1139,2024-04-09,5,slow but solved
798,1141,2023-12-29,5,slow but solved
799,1142,2024-05-15,5,
800,1143,2024-08-09,3,
801,1144,2024-09-24,3,quick fix
802,1146,2024-12-29,5,had to chase twice
803,1148,2024-06-09,1,slow but solved
804,1150,2024-06-04,1,
805,1154,2024-04-27,4,great support
806,1155,2024-09-21,4,slow but solved
807,1157,2024-10-08,4,
808,1158,2024-05-05,3,great support
809,1159,2024-06-25,5,had to chase twice
810,1160,2024-01-21,1,great support
811,1162,2024-10-28,5,quick fix
812,1163,2024-04-16,5,slow but solved
813,1164,2024-08-23,4,great support
814,1166,2023-09-11,5,slow but solved
815,1167,2024-04-27,2,quick fix
816,1168,2024-05-06,1,great support
817,1169,2023-12-08,4,quick fix
818,1171,2024-03-06,5,slow but solved
819,1173,2023-12-05,4,had to chase twice
820,1175,2024-05-09,4,slow but solved
821,1176,2024-12-16,4,great support
822,1177,2024-07-12,4,quick fix
823,1179,2024-02-19,3,
824,1180,2023-10-31,4,quick fix
825,1181,2023-10-12,5,slow but solved
826,1183,2024-12-23,4,slow but solved
827,1184,2023-07-16,2,great support
828,1185,2024-05-27,5,slow but solved
829,1186,2024-11-15,5,had to chase twice
830,1187,2024-12-26,3,slow but solved
831,1188,2024-09-30,5,slow but solved
832,1189,2023-10-24,5,
833,1190,2024-06-14,4,quick fix
834,1191,2023-07-08,3,quick fix
835,1193,2023-07-08,4,slow but solved
836,1194,2024-08-17,5,
837,1196,2024-01-29,5,slow but solved
838,1198,2023-09-15,4,had to chase twice
839,1199,2024-03-28,5,quick fix
840,1200,2024-01-28,3,
841,1202,2024-12-11,4,had to chase twice
842,1203,2024-02-05,4,great support
843,1204,2024-07-17,5,quick fix
844,1205,2023-07-14,2,
845,1206,2024-01-24,2,slow but solved
846,1207,2024-03-21,5,great support
847,1208,2024-01-20,5,quick fix
848,1209,2024-03-24,5,great support
849,1211,2024-11-09,4,great support
850,1212,2023-08-07,3,great support
851,1213,2024-10-23,5,slow but solved
852,1214,2024-10-08,5,had to chase twice
853,1215,2024-10-17,5,had to chase twice
854,1219,2023-11-17,3,slow but solved
855,1220,2024-06-28,2,had to chase twice
856,1221,2024-10-12,5,had to chase twice
857,1222,2023-11-23,4,quick fix
858,1223,2024-12-28,5,
859,1225,2024-09-13,4,had to chase twice
860,1226,2024-06-25,2,quick fix
861,1228,2024-10-24,1,had to chase twice
862,1230,2023-08-17,3,
863,1231,2023-08-29,4,great support
864,1233,2024-02-15,5,had to chase twice
865,1234,2024-12-31,4,
866,1236,2023-11-14,4,great support
867,1239,2024-05-11,5,had to chase twice
868,1241,2024-12-14,5,quick fix
869,1242,2023-08-24,4,slow but solved
870,1243,2024-12-08,4,great support
871,1244,2023-12-31,2,slow but solved
872,1245,2024-09-30,4,slow but solved
873,1247,2024-07-22,5,
874,1248,2024-10-13,3,
875,1250,2024-11-30,3,
876,1251,2024-08-24,5,
877,1252,2024-05-09,5,quick fix
878,1254,2024-02-20,5,had to chase twice
879,1255,2024-07-13,5,slow but solved
880,1257,2024-12-06,4,slow but solved
881,1258,2024-10-27,4,
882,1259,2024-12-04,4,
883,1261,2024-09-23,5,quick fix
884,1262,2023-07-20,5,
885,1263,2024-08-27,5,slow but solved
886,1265,2024-04-07,5,
887,1266,2024-12-06,4,slow but solved
888,1267,2024-11-12,5,slow but solved
889,1269,2024-08-30,5,quick fix
890,1271,2024-06-16,3,quick fix
891,1272,2024-01-29,5,slow but solved
892,1273,2024-10-20,5,
893,1274,2024-03-11,5,
894,1275,2023-09-13,4,slow but solved
895,1277,2023-11-14,4,
896,1278,2024-09-12,1,quick fix
897,1281,2024-10-09,1,
898,1283,2024-12-21,3,
899,1284,2024-12-08,3,had to chase twice
900,1286,2024-03-11,1,quick fix
